SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.49498543,-1.251711666,1.527108868,0.480701,0.552624,0.524998,0.433486
0.493981169,-1.227083307,1.545803061,0.480705,0.552621,0.525002,0.433481
0.489757151,-1.177895817,1.567511984,0.480877,0.552471,0.525137,0.433318
0.48614865,-1.153355745,1.568054157,0.480877,0.552471,0.525137,0.433318
0.48146438,-1.128863575,1.561437562,0.480877,0.552471,0.525137,0.433318
0.475790053,-1.104427823,1.548540882,0.480997,0.552367,0.525231,0.433204
0.462332518,-1.055756731,1.511055565,0.481112,0.552267,0.525321,0.433095
0.455162543,-1.03153529,1.491163006,0.481169,0.552217,0.525366,0.43304
0.4481628,-1.007397926,1.473827492,0.481169,0.552217,0.525366,0.43304
0.441669416,-0.983349609,1.461225454,0.481284,0.552116,0.525456,0.432931
0.431242648,-0.935535503,1.455902843,0.481403,0.552013,0.525549,0.432818
0.427600969,-0.91177505,1.46398893,0.481399,0.552016,0.525546,0.432822
0.425003123,-0.888114264,1.478324002,0.481461,0.551962,0.525594,0.432763
0.423320205,-0.864553352,1.497256711,0.481575,0.551862,0.525684,0.432654
0.421663151,-0.817726999,1.539778631,0.481633,0.551812,0.525729,0.432599
0.421030414,-0.794457026,1.558374196,0.48169,0.551762,0.525774,0.432544
0.420061476,-0.771277906,1.572195003,0.481752,0.551708,0.525823,0.432485
0.418447189,-0.748185036,1.579650094,0.481805,0.551662,0.525864,0.432435
0.412383216,-0.702235368,1.573055934,0.481924,0.551558,0.525958,0.432321
0.407756042,-0.679365279,1.559983437,0.481981,0.551508,0.526003,0.432267
0.402133237,-0.656554986,1.542370902,0.481981,0.551508,0.526003,0.432267
0.395703416,-0.633796201,1.522436838,0.482094,0.551409,0.526091,0.432159
0.381587879,-0.588387507,1.485621903,0.482212,0.551306,0.526183,0.432047
0.374584641,-0.5657338,1.473383254,0.482216,0.551302,0.526187,0.432042
0.368080155,-0.543094193,1.467544634,0.482272,0.551253,0.526231,0.431989
0.362353721,-0.520453741,1.468909336,0.48233,0.551203,0.526276,0.431934
0.353930779,-0.475145411,1.492091773,0.482387,0.551153,0.526321,0.431879
0.351307971,-0.452457832,1.511272839,0.482506,0.551049,0.526414,0.431766
0.349607662,-0.429735204,1.532727383,0.482616,0.550952,0.5265,0.43166
0.348586248,-0.406968361,1.55394731,0.482563,0.550999,0.526459,0.431711
0.347334855,-0.361267662,1.586069758,0.482735,0.550848,0.526593,0.431547
0.346400735,-0.338318025,1.593276441,0.482735,0.550848,0.526593,0.431547
0.344827677,-0.315292771,1.593276185,0.48285,0.550748,0.526683,0.431437
0.342368345,-0.292185758,1.58617481,0.482854,0.550744,0.526687,0.431433
0.334301101,-0.245706021,1.555227101,0.482969,0.550643,0.526776,0.431323
0.328730122,-0.222325301,1.535328539,0.483083,0.550543,0.526866,0.431214
0.32234275,-0.19884691,1.515745715,0.483083,0.550543,0.526866,0.431214
0.315411728,-0.175269233,1.498942566,0.483083,0.550543,0.526866,0.431214
0.301272278,-0.127814526,1.481641684,0.483289,0.550362,0.527027,0.431017
0.293517147,-0.096424243,1.48371244,0.483289,0.550362,0.527027,0.431017
