x_base [m],y_base [m],z_base [m],roll_base [rad],pitch_base [rad],yaw_base [rad],x_tool [m],y_tool [m],z_tool [m],scale_x_init,scale_y_init,scale_z_init,scale_1 ,scale_2 ,scale_3 ,scale_4 ,scale_5 
-3473.51947116027,-481.140923007629,877.651490761045,0.426404487128317,-0.00200538305404633,0.0115272285346541,9.09055847589356e-12,4.5271437839602e-12,0,0.999967217775001,1.00012620575145,1.00051029953091,1.00147639014019,0.991294396508805,1.0078259713065,0.998393528766907,1
