Index,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6,Joint7,Joint8,LimitCost
62,365.015096,888.563904,989.508776,2.072948,0.434856,-1.280865,-0.702637,-0.479306,0.510118
63,362.720298,900.042024,989.311376,2.072106,0.434856,-1.280250,-0.701905,-0.479306,0.510053
64,360.426291,911.520770,989.113546,2.071265,0.434856,-1.279641,-0.701173,-0.479306,0.509990
65,358.434738,923.545315,988.908768,2.071560,0.434856,-1.279854,-0.701430,-0.479306,0.510007
66,356.441744,935.566788,988.703990,2.071849,0.434856,-1.280063,-0.701681,-0.479306,0.510025
67,354.237826,947.208462,988.501217,2.071343,0.434856,-1.279697,-0.701241,-0.479306,0.509990
68,352.033434,958.848464,988.298831,2.070834,0.434856,-1.279326,-0.700800,-0.479306,0.509956
69,349.895347,970.606721,988.091342,2.070578,0.434856,-1.279139,-0.700577,-0.479306,0.509941
70,347.758395,982.367522,987.883883,2.070327,0.434856,-1.278954,-0.700359,-0.479306,0.509929
71,345.678036,994.234508,987.674118,2.070292,0.434856,-1.278927,-0.700329,-0.479306,0.509933
72,343.595744,1006.097894,987.463960,2.070249,0.434856,-1.278898,-0.700291,-0.479306,0.509938
73,341.396360,1017.742027,987.254041,2.069749,0.434856,-1.278532,-0.699857,-0.479306,0.509914
74,339.194081,1029.380189,987.044150,2.069237,0.434856,-1.278157,-0.699413,-0.479306,0.509890
75,337.125373,1041.261426,986.829165,2.069237,0.434856,-1.278157,-0.699413,-0.479306,0.509903
76,335.057875,1053.145111,986.614179,2.069242,0.434856,-1.278159,-0.699415,-0.479306,0.509918
77,332.801941,1064.684544,986.399097,2.068524,0.434856,-1.277636,-0.698793,-0.479306,0.509885
78,330.548329,1076.227610,986.184399,2.067813,0.434856,-1.277111,-0.698177,-0.479306,0.509854
79,328.532051,1088.213117,985.961749,2.068025,0.434856,-1.277269,-0.698359,-0.479306,0.509888
80,326.516735,1100.199855,985.739459,2.068240,0.434856,-1.277425,-0.698547,-0.479306,0.509925
81,324.306195,1111.819850,985.519314,2.067695,0.434856,-1.277027,-0.698074,-0.479306,0.509911
82,322.098166,1123.443881,985.299527,2.067158,0.434856,-1.276630,-0.697608,-0.479306,0.509898
83,320.031944,1135.327797,985.074584,2.067158,0.434856,-1.276630,-0.697608,-0.479306,0.509925
84,317.965722,1147.211713,984.849642,2.067158,0.434856,-1.276630,-0.697608,-0.479306,0.509954
85,315.779461,1158.874092,984.624557,2.066696,0.434856,-1.276292,-0.697206,-0.479306,0.509951
86,313.592303,1170.534345,984.399469,2.066231,0.434856,-1.275951,-0.696802,-0.479306,0.509951
87,311.461088,1182.300251,984.169472,2.065990,0.434856,-1.275774,-0.696593,-0.479306,0.509968
88,309.327266,1194.060688,983.939475,2.065738,0.434856,-1.275588,-0.696374,-0.479306,0.509985
89,307.247988,1205.925156,983.707243,2.065697,0.434856,-1.275556,-0.696340,-0.479306,0.510019
90,305.168487,1217.789181,983.474590,2.065655,0.434856,-1.275527,-0.696303,-0.479306,0.510055
91,302.964508,1229.415037,983.242294,2.065123,0.434856,-1.275133,-0.695841,-0.479306,0.510058
92,300.760031,1241.040140,983.009633,2.064589,0.434856,-1.274740,-0.695376,-0.479306,0.510063
93,298.716370,1252.961234,982.772192,2.064666,0.434856,-1.274798,-0.695445,-0.479306,0.510112
94,296.672234,1264.881638,982.534781,2.064742,0.434856,-1.274854,-0.695511,-0.479306,0.510163
95,294.455525,1276.490842,982.297335,2.064170,0.434856,-1.274432,-0.695015,-0.479306,0.510170
96,292.237800,1288.097431,982.059886,2.063592,0.434856,-1.274005,-0.694514,-0.479306,0.510179
97,290.112011,1299.863819,981.817419,2.063352,0.434856,-1.273825,-0.694304,-0.479306,0.510213
98,287.985599,1311.628561,981.574923,2.063109,0.434856,-1.273646,-0.694094,-0.479306,0.510248
99,285.921903,1323.512811,981.329987,2.063109,0.434856,-1.273646,-0.694094,-0.479306,0.510302
100,283.858207,1335.397060,981.085050,2.063109,0.434856,-1.273646,-0.694094,-0.479306,0.510358
101,324.076258,1414.487512,980.590862,2.206426,0.434856,-1.307373,-0.727136,-0.479306,0.510348
102,380.712167,1493.114275,980.350789,2.365531,0.434856,-1.346329,-0.775294,-0.479306,0.512413
103,459.049885,1569.283743,980.366624,2.548548,0.434856,-1.393372,-0.846059,-0.479306,0.517781
104,468.283653,1571.828405,956.198678,2.548265,0.506852,-1.255750,-0.774879,-0.628090,0.527844
105,549.906026,1628.002519,956.723984,2.715920,0.506852,-1.297862,-0.830932,-0.628090,0.532536
106,647.949243,1672.408565,957.497316,2.901002,0.506852,-1.345805,-0.903514,-0.628090,0.540338
107,766.089185,1699.167113,958.510189,3.113428,0.506852,-1.403829,-1.001420,-0.628090,0.553127
108,755.829069,1718.735753,977.824867,3.081595,0.453365,-1.352670,-0.878826,-0.614744,0.544987
109,878.385602,1723.636986,979.282902,3.292794,0.453365,-1.401807,-0.980132,-0.614744,0.558578
110,1018.848149,1695.508003,980.941780,3.544871,0.453365,-1.464868,-1.119562,-0.614744,0.580512
111,1039.806304,1718.703186,1026.562176,3.552104,0.328993,-1.476259,-1.025632,-0.504416,0.576207
112,1046.097928,1739.290278,1065.681422,3.535259,0.227644,-1.488203,-0.907725,-0.416211,0.581368
113,1060.364885,1733.218897,1032.496710,3.547910,0.324067,-1.352974,-0.842957,-0.580266,0.571464
114,1080.105813,1747.304692,1077.568078,3.553696,0.207575,-1.400280,-0.736040,-0.469216,0.580338
115,1083.624096,1760.299343,1111.716199,3.532828,0.122985,-1.433353,-0.608751,-0.393699,0.593002
116,1068.005318,1774.334143,1123.319243,3.479629,0.098787,-1.377475,-0.457947,-0.432285,0.599481
117,791.754146,1799.338624,1122.552050,2.973035,0.107374,-2.226223,0.200006,0.444582,0.633142
118,756.404228,1790.008542,1133.999335,2.888579,0.084581,-1.955822,0.262072,0.179661,0.589037
119,727.064821,1777.565549,1137.262586,2.812914,0.083237,-1.863472,0.332843,0.094078,0.581860
120,727.064821,1777.565549,1137.262586,2.812914,0.083237,-1.863472,0.332843,0.094078,0.581860
121,761.193510,1758.153895,1044.788890,2.816388,0.346781,-2.399579,0.475736,0.681552,0.621823
122,761.193510,1758.153895,1044.788890,2.816388,0.346781,-2.399579,0.475736,0.681552,0.621823
123,818.638507,1773.139157,1064.338069,2.878650,0.306781,-2.458782,0.406898,0.733495,0.651055
124,818.638507,1773.139157,1064.338069,2.878650,0.306781,-2.458782,0.406898,0.733495,0.651055
125,844.147433,1773.337550,1069.229342,2.878699,0.306781,-2.458782,0.406898,0.742180,0.653691
126,844.147433,1773.337550,1069.229342,2.878699,0.306781,-2.458782,0.406898,0.742180,0.653691
127,869.670323,1773.529969,1073.900758,2.878681,0.306781,-2.458782,0.406898,0.750730,0.656297
128,882.455183,1773.631133,1076.153983,2.878696,0.306781,-2.458782,0.406897,0.755546,0.657770
129,895.285514,1773.740361,1078.347232,2.878759,0.306781,-2.458782,0.406897,0.759347,0.658932
130,908.064097,1773.836299,1080.490580,2.878726,0.306781,-2.458782,0.406898,0.764413,0.660487
131,920.827967,1773.926623,1082.568886,2.878647,0.306781,-2.458782,0.406898,0.767959,0.661575
132,933.722233,1774.050377,1084.602098,2.878790,0.306781,-2.458782,0.406897,0.773028,0.663134
133,946.512112,1774.144161,1086.570526,2.878722,0.306781,-2.458782,0.406897,0.777332,0.664459
134,959.336091,1774.245464,1088.483914,2.878698,0.306781,-2.458782,0.406898,0.781202,0.665652
135,964.973777,1771.678961,1088.296615,2.865097,0.312432,-2.440148,0.419505,0.770443,0.659739
136,977.760320,1777.250022,1107.903356,2.867613,0.263677,-2.367641,0.381771,0.695244,0.647906
137,977.760320,1777.250022,1107.903356,2.867613,0.263677,-2.367641,0.381771,0.695244,0.647906
138,1003.483127,1777.464320,1111.340318,2.867601,0.263677,-2.367641,0.381772,0.704082,0.650562
139,1016.355329,1777.575191,1112.968782,2.867610,0.263677,-2.367641,0.381772,0.707712,0.651658
140,1016.355329,1777.575191,1112.968782,2.867610,0.263677,-2.367641,0.381772,0.707712,0.651658
141,1016.355329,1777.575191,1112.968782,2.867610,0.263677,-2.367641,0.381772,0.707712,0.651658
142,1016.355329,1777.575191,1112.968782,2.867610,0.263677,-2.367641,0.381772,0.707712,0.651658
143,1067.956274,1778.031285,1118.942673,2.867668,0.263677,-2.367641,0.381771,0.725835,0.657164
144,1080.824281,1778.135628,1120.291259,2.867605,0.263677,-2.367641,0.381771,0.729745,0.658360
145,1093.742246,1778.252147,1121.589732,2.867615,0.263677,-2.367641,0.381770,0.734386,0.659781
146,1106.688791,1778.376260,1122.828204,2.867667,0.263677,-2.367641,0.381769,0.738640,0.661087
147,1119.592738,1778.487780,1124.011910,2.867633,0.263677,-2.367641,0.381771,0.743281,0.662515
148,1119.592738,1778.487780,1124.011910,2.867633,0.263677,-2.367641,0.381771,0.743281,0.662515
149,1145.496821,1778.736697,1126.203965,2.867712,0.263677,-2.367641,0.381769,0.752175,0.665259
150,1158.394010,1778.844849,1127.212558,2.867637,0.263677,-2.367641,0.381769,0.756046,0.666457
151,1171.344017,1778.967339,1128.171304,2.867650,0.263677,-2.367641,0.381770,0.760685,0.667893
152,1171.344017,1778.967339,1128.171304,2.867650,0.263677,-2.367641,0.381770,0.760685,0.667893
153,1197.274329,1779.220815,1129.913671,2.867712,0.263677,-2.367641,0.381771,0.769529,0.670639
154,1210.195689,1779.336497,1130.697307,2.867663,0.263677,-2.367641,0.381770,0.773803,0.671968
155,1223.138635,1779.456328,1131.425931,2.867634,0.263677,-2.367641,0.381770,0.778036,0.673287
156,1236.106284,1779.584047,1132.099643,2.867651,0.263677,-2.367641,0.381770,0.782673,0.674732
157,1248.863509,1782.318708,1142.765755,2.868540,0.236445,-2.319530,0.362096,0.735018,0.666682
158,1248.863509,1782.318708,1142.765755,2.868540,0.236445,-2.319530,0.362096,0.735018,0.666682
159,1261.679438,1780.508760,1151.202922,2.845488,0.216568,-2.236269,0.366318,0.659963,0.647124
160,1257.460525,1770.222544,1132.954806,2.811157,0.267117,-2.271473,0.424147,0.711640,0.647606
161,1257.460525,1770.222544,1132.954806,2.811157,0.267117,-2.271473,0.424147,0.711640,0.647606
162,1283.346399,1770.463113,1133.672342,2.811051,0.267117,-2.271473,0.424147,0.720508,0.650323
163,1296.317489,1770.593481,1133.946090,2.811046,0.267117,-2.271473,0.424147,0.724746,0.651626
164,1309.326397,1770.737768,1134.164778,2.811111,0.267117,-2.271473,0.424146,0.729373,0.653051
165,1322.261291,1770.855695,1134.323515,2.811028,0.267117,-2.271473,0.424146,0.733222,0.654241
166,1322.261291,1770.855695,1134.323515,2.811028,0.267117,-2.271473,0.424146,0.733222,0.654241
167,1348.263883,1771.143237,1134.476256,2.811129,0.267117,-2.271473,0.424148,0.742085,0.656985
168,1348.263883,1771.143237,1134.476256,2.811129,0.267117,-2.271473,0.424148,0.742085,0.656985
169,1374.220539,1771.414911,1134.403681,2.811125,0.267117,-2.271473,0.424146,0.751333,0.659859
170,1387.168994,1771.543543,1134.277452,2.811077,0.267117,-2.271473,0.424145,0.755186,0.661062
171,1400.174194,1771.692425,1134.101267,2.811134,0.267117,-2.271473,0.424145,0.760195,0.662622
172,1413.125577,1771.823745,1133.860190,2.811091,0.267117,-2.271473,0.424146,0.764045,0.663828
173,1426.069837,1771.953267,1133.569162,2.811034,0.267117,-2.271473,0.424148,0.768677,0.665278
174,1426.069837,1771.953267,1133.569162,2.811034,0.267117,-2.271473,0.424148,0.768677,0.665278
175,1452.022143,1772.240499,1132.806847,2.811058,0.267117,-2.271473,0.424148,0.777164,0.667940
176,1465.010603,1772.391222,1132.345600,2.811102,0.267117,-2.271473,0.424147,0.781770,0.669386
177,1459.395094,1767.117643,1136.455490,2.777094,0.254537,-2.197610,0.442232,0.714306,0.649939
178,1472.371571,1767.268256,1135.879144,2.777125,0.254537,-2.197610,0.442230,0.718521,0.651239
179,1472.371571,1767.268256,1135.879144,2.777125,0.254537,-2.197610,0.442230,0.718521,0.651239
180,1498.273330,1767.552325,1134.557035,2.777089,0.254537,-2.197610,0.442232,0.727772,0.654101
181,1511.271814,1767.713965,1133.805738,2.777161,0.254537,-2.197610,0.442230,0.732051,0.655430
182,1524.214228,1767.858713,1132.999644,2.777147,0.254537,-2.197610,0.442231,0.736304,0.656755
183,1537.161096,1768.007766,1132.138517,2.777149,0.254537,-2.197610,0.442231,0.740531,0.658074
184,1537.161096,1768.007766,1132.138517,2.777149,0.254537,-2.197610,0.442231,0.740531,0.658074
185,1563.065090,1768.314166,1130.251328,2.777183,0.254537,-2.197610,0.442232,0.749426,0.660855
186,1563.065090,1768.314166,1130.251328,2.777183,0.254537,-2.197610,0.442232,0.749426,0.660855
187,1588.916355,1768.611322,1128.128984,2.777154,0.254537,-2.197610,0.442232,0.758320,0.663646
188,1588.916355,1768.611322,1128.128984,2.777154,0.254537,-2.197610,0.442232,0.758320,0.663646
189,1614.784431,1768.925719,1125.786483,2.777195,0.254537,-2.197610,0.442229,0.767216,0.666445
190,1627.651488,1769.061262,1124.525512,2.777103,0.254537,-2.197610,0.442231,0.771087,0.667670
191,1640.581751,1769.223802,1123.214374,2.777139,0.254537,-2.197610,0.442231,0.775766,0.669145
192,1653.519959,1769.393934,1121.843244,2.777209,0.254537,-2.197610,0.442231,0.779980,0.670478
193,1653.519959,1769.393934,1121.843244,2.777209,0.254537,-2.197610,0.442231,0.779980,0.670478
194,1659.296810,1759.182916,1110.649188,2.737563,0.277079,-2.179740,0.486405,0.780982,0.663823
195,1672.217253,1759.358042,1109.102888,2.737638,0.277079,-2.179740,0.486403,0.784426,0.664918
196,1672.154755,1760.917890,1133.857741,2.717825,0.205849,-2.037212,0.466372,0.634505,0.638464
197,1672.154755,1760.917890,1133.857741,2.717825,0.205849,-2.037212,0.466372,0.634505,0.638464
198,1697.848452,1761.220736,1130.495570,2.717750,0.205849,-2.037212,0.466375,0.642677,0.640879
199,1697.848452,1761.220736,1130.495570,2.717750,0.205849,-2.037212,0.466375,0.642677,0.640879
200,1723.554981,1761.545893,1126.908169,2.717756,0.205849,-2.037212,0.466374,0.651668,0.643551
201,1736.454656,1761.737451,1125.031708,2.717877,0.205849,-2.037212,0.466369,0.655919,0.644822
202,1749.289892,1761.902766,1123.100641,2.717883,0.205849,-2.037212,0.466371,0.660925,0.646322
203,1762.094582,1762.057529,1121.104451,2.717841,0.205849,-2.037212,0.466371,0.664471,0.647399
204,1774.931425,1762.231847,1119.063334,2.717879,0.205849,-2.037212,0.466372,0.669599,0.648945
205,1787.735689,1762.399006,1116.956984,2.717883,0.205849,-2.037212,0.466370,0.673529,0.650143
206,1787.735689,1762.399006,1116.956984,2.717883,0.205849,-2.037212,0.466370,0.673529,0.650143
