341.092123,615.560202,603.410941,6.039551,0.773923,0.042648,-0.830320,0.005024
599.359263,417.410982,594.838345,6.025894,0.773923,0.042648,-0.763806,-0.090001
442.848869,415.778728,797.184862,6.036934,0.773923,0.042648,-0.782005,-0.099294
500.895259,433.303370,603.001919,5.935773,0.773923,0.042648,-0.827143,-0.010326
417.240748,678.249987,549.652691,5.937453,0.955084,0.186735,-0.949189,-0.160465
522.796354,480.067393,550.837241,5.926550,0.955084,0.186735,-0.958426,-0.149400
380.692217,682.792784,746.789226,5.912113,0.955084,0.186735,-0.926856,-0.068785
400.038608,490.112768,743.125911,5.875108,0.955084,0.186735,-0.898255,-0.144998
508.654105,693.388284,549.428626,5.856998,0.955084,0.186735,-0.947442,-0.107693
404.599189,491.740046,550.774531,5.864721,0.955084,0.186735,-0.957937,-0.101391
542.791586,687.188369,546.474224,5.888680,0.955084,0.186735,-0.924398,-0.122928
449.789118,489.828255,550.493394,5.874223,0.955084,0.186735,-0.955745,-0.092160
796.073162,508.860923,734.712060,5.853730,1.012093,0.245873,-0.988807,-0.106308
871.349741,374.177465,715.682760,5.852642,0.379301,0.334215,-0.352516,-0.266076
572.148148,574.964044,927.444565,5.845622,0.379301,0.334215,-0.448282,-0.322407
914.537129,372.758550,723.643754,5.844329,0.378119,0.511106,-0.443020,-0.516526
670.444334,573.955016,724.398877,5.844214,0.375825,0.414724,-0.421609,-0.386829
723.227678,575.940065,731.578028,5.835148,0.375825,0.414724,-0.481706,-0.420267
660.201896,607.008659,853.904418,5.831785,0.571363,0.354388,-0.580180,-0.333942
738.223056,663.134210,580.889512,5.820908,0.817927,0.284398,-0.810041,-0.149413
796.316367,666.799484,579.825130,5.806141,0.817927,0.284398,-0.801629,-0.187850
794.795065,585.351418,927.748591,5.802831,0.375825,0.414724,-0.449630,-0.360366
1035.270251,583.210748,717.703276,5.807673,0.384271,0.565208,-0.429022,-0.530068
1253.892434,581.301296,844.638768,5.819949,0.375825,0.414724,-0.381804,-0.441593
974.738444,575.881117,725.093190,5.836907,0.375825,0.414724,-0.427415,-0.383954
962.817242,570.611075,922.818457,5.857350,0.375825,0.414724,-0.408393,-0.388199
1248.772744,564.187686,679.927632,5.880578,0.375825,0.414724,-0.476840,-0.390990
1383.572066,579.633997,728.493925,5.823875,0.375825,0.414724,-0.417721,-0.393254
1187.663231,584.620191,680.920719,5.808178,0.375825,0.414724,-0.387842,-0.325199
1089.659012,580.435991,753.388466,5.817141,0.384271,0.565208,-0.435142,-0.479636
1061.518675,578.125525,861.427666,5.825909,0.384271,0.565208,-0.428168,-0.543400
1126.487694,587.361147,964.630985,5.792548,0.384271,0.565208,-0.442309,-0.522438
1219.925758,587.088136,1027.519273,5.790635,0.384271,0.565208,-0.507167,-0.512091
1333.867236,588.296590,1013.854154,5.787131,0.384271,0.565208,-0.488968,-0.502761
1426.949868,591.435800,936.301608,5.777082,0.377759,0.559062,-0.431808,-0.511054
1442.062365,588.744994,825.680583,5.787702,0.384271,0.565208,-0.445074,-0.520532
1082.899467,561.726722,537.532669,5.783782,0.612141,0.493867,-0.639864,-0.389654
1228.695219,521.666571,537.750645,5.670652,0.612141,0.493867,-0.641698,-0.355214
1221.501788,909.955189,478.459069,5.670377,0.852811,0.440129,-0.942271,-0.266740
1127.100235,855.006660,474.308236,5.668868,0.852811,0.440129,-0.908739,-0.285762
1387.425143,609.718591,472.450557,5.684488,0.852811,0.440129,-0.893737,-0.277129
1424.135690,706.311855,469.349409,5.703310,0.852811,0.440129,-0.868687,-0.222590
876.838603,599.282202,471.701869,5.705546,0.852811,0.440129,-0.887690,-0.284097
952.855680,572.990097,507.697759,5.696466,0.722246,0.469376,-0.772269,-0.274956
880.504546,760.911989,508.734699,5.737550,0.722246,0.469376,-0.780815,-0.289407
485.310124,562.992835,503.226771,5.732189,0.722246,0.469376,-0.735409,-0.336347
542.058619,563.129728,511.921712,5.726254,0.712593,0.426853,-0.764240,-0.323560
524.059638,781.830874,512.818991,5.665309,0.712593,0.426853,-0.771565,-0.289393
597.421592,611.413097,474.449313,5.662559,0.852811,0.440129,-0.909878,-0.273200
638.715296,606.640035,477.958944,5.678171,0.852811,0.440129,-0.938229,-0.278963
608.118885,777.591276,518.179599,5.679353,0.722246,0.469376,-0.858735,-0.324521
721.125319,557.098401,534.015921,5.676345,0.616652,0.630202,-0.666514,-0.525190
751.167528,541.684170,541.519360,5.730072,0.612141,0.493867,-0.673401,-0.389426
699.105944,740.786269,543.202458,5.732519,0.612141,0.493867,-0.687557,-0.383157
800.307658,541.241511,541.681676,5.731488,0.612141,0.493867,-0.674766,-0.416872
869.181021,547.794661,545.893278,5.704932,0.599087,0.470238,-0.656251,-0.413114
812.465285,747.757608,540.168407,5.710784,0.612141,0.493867,-0.662038,-0.385537
992.983450,767.429544,507.374495,5.715237,0.722246,0.469376,-0.769605,-0.338564
999.487869,571.077407,507.706997,5.702813,0.722246,0.469376,-0.772345,-0.341524
