Algorithm,PointIndex,ComputationTime(ms),JointLimitCost,Success,Joint1,Vel1,Joint2,Vel2,Joint3,Vel3,Joint4,Vel4,Joint5,Vel5,Joint6,Vel6,Joint7,Vel7,Joint8,Vel8
DE,108,5.197700,0.719963,1,1791.215344,9.967626,1817.794622,0.116408,1214.216518,-0.794733,3.163154,-0.000011,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000012,2.283089,0.035749
DE,109,4.896800,0.720285,1,1804.146821,9.963859,1817.946519,0.117038,1213.125453,-0.840679,3.163155,0.000009,0.028713,0.000000,2.513274,0.000000,0.054474,0.000006,2.287345,0.032786
DE,110,5.636600,0.720582,1,1817.071576,9.960174,1818.099242,0.117692,1211.979262,-0.883287,3.163153,-0.000012,0.028713,0.000000,2.513274,0.000000,0.054474,-0.000004,2.291217,0.029840
DE,111,5.250000,0.720958,1,1829.992194,9.956642,1818.252671,0.118233,1210.782993,-0.921846,3.163153,-0.000003,0.028713,0.000000,2.513274,0.000000,0.054472,-0.000009,2.296240,0.038706
DE,112,5.629300,0.721257,1,1842.909609,9.951937,1818.407014,0.118910,1209.521928,-0.971560,3.163155,0.000017,0.028713,0.000000,2.513274,0.000000,0.054473,0.000006,2.300112,0.029831
DE,113,4.574000,0.721611,1,1855.819787,9.948053,1818.562112,0.119512,1208.210828,-1.010280,3.163154,-0.000009,0.028713,0.000000,2.513274,0.000000,0.054474,0.000003,2.304790,0.036050
DE,114,4.252700,0.721935,1,1868.721287,9.943236,1818.718006,0.120148,1206.839769,-1.056680,3.163155,0.000005,0.028713,0.000000,2.513274,0.000000,0.054475,0.000007,2.309003,0.032472
DE,115,7.231100,0.722266,1,1881.622582,9.938668,1818.874757,0.120755,1205.413525,-1.098724,3.163155,0.000001,0.028713,0.000000,2.513274,0.000000,0.054474,-0.000007,2.313301,0.033110
DE,116,4.962700,0.722649,1,1894.512483,9.933817,1819.032271,0.121391,1203.932346,-1.141496,3.163153,-0.000014,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000002,2.318365,0.039026
DE,117,5.174500,0.722924,1,1907.394471,9.927958,1819.190648,0.122059,1202.386119,-1.191654,3.163154,0.000007,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000005,2.321808,0.026530
DE,118,4.458000,0.723310,1,1920.275671,9.923760,1819.349726,0.122554,1200.795083,-1.225745,3.163154,-0.000001,0.028713,0.000000,2.513274,0.000000,0.054474,0.000009,2.326874,0.039030
DE,119,5.347200,0.723619,1,1933.147793,9.917449,1819.509687,0.123244,1199.138966,-1.275971,3.163155,0.000008,0.028713,0.000000,2.513274,0.000000,0.054474,0.000003,2.330794,0.030205
DE,120,4.912900,0.723951,1,1946.008857,9.912342,1819.670331,0.123812,1197.432851,-1.314946,3.163154,-0.000004,0.028713,0.000000,2.513274,0.000000,0.054475,0.000004,2.335046,0.032770
DE,121,8.958200,0.724339,1,1958.865691,9.906623,1819.831764,0.124390,1195.671558,-1.357136,3.163154,0.000002,0.028713,0.000000,2.513274,0.000000,0.054474,-0.000009,2.340113,0.039039
DE,122,7.436500,0.724651,1,1971.713049,9.899669,1819.994077,0.125072,1193.845452,-1.407125,3.163155,0.000008,0.028713,0.000000,2.513274,0.000000,0.054474,0.000005,2.344037,0.030238
DE,123,8.453800,0.724986,1,1984.548362,9.893994,1820.157098,0.125663,1191.969090,-1.446379,3.163153,-0.000017,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000013,2.348286,0.032758
DE,124,7.728700,0.725374,1,1997.380883,9.887803,1820.320868,0.126189,1190.038029,-1.487934,3.163154,0.000009,0.028713,0.000000,2.513274,0.000000,0.054474,0.000009,2.353293,0.038578
DE,125,8.690900,0.725662,1,2010.206706,9.880204,1820.485619,0.126914,1188.041806,-1.537764,3.163153,-0.000012,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000003,2.356839,0.027316
DE,126,7.932200,0.726060,1,2023.024141,9.874692,1820.650929,0.127356,1186.000721,-1.572474,3.163154,0.000006,0.028713,0.000000,2.513274,0.000000,0.054474,0.000008,2.361967,0.039505
DE,127,5.599200,0.726377,1,2035.825930,9.866474,1820.817100,0.128070,1183.894373,-1.623385,3.163153,-0.000004,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000010,2.365896,0.030285
DE,128,4.867600,0.726738,1,2048.617770,9.860011,1820.983934,0.128597,1181.738116,-1.662053,3.163153,-0.000003,0.028713,0.000000,2.513274,0.000000,0.054473,-0.000003,2.370452,0.035114
