算法名称,AT(ms),SR5(%),SR10(%),J1(mm),J2(mm),J3(mm),J4(rad),J5(rad),J6(rad),J7(rad),J8(rad),关节限位次数,关节突变次数,速度突变次数
thesis/joint.csv,0.0000,0.0000,0.0000,26.4775,25.1268,11.9535,0.0567,0.0309,0.0392,0.0323,0.0504,73,41,89
