PopulationSize,MigrationRate,Fitness
31,0.05 ,3.83E+00
31,0.06 ,3.98E+00
31,0.07 ,3.71E+00
31,0.08 ,4.08E+00
31,0.09 ,3.71E+00
31,0.10 ,3.84E+00
31,0.11 ,3.25E+00
31,0.12 ,3.23E+00
31,0.13 ,4.73E+00
31,0.14 ,4.10E+00
31,0.15 ,4.04E+00
31,0.16 ,3.85E+00
31,0.17 ,3.94E+00
31,0.18 ,3.91E+00
31,0.19 ,4.04E+00
31,0.20 ,3.99E+00
31,0.21 ,4.05E+00
31,0.22 ,3.23E+00
31,0.23 ,3.24E+00
31,0.24 ,3.90E+00
31,0.25 ,3.79E+00
31,0.26 ,3.82E+00
31,0.27 ,3.95E+00
31,0.28 ,3.83E+00
31,0.29 ,3.76E+00
31,0.30 ,4.10E+00
31,0.31 ,3.90E+00
31,0.32 ,3.24E+00
31,0.33 ,4.13E+00
31,0.34 ,4.29E+00
31,0.35 ,3.91E+00
31,0.36 ,3.89E+00
31,0.37 ,3.97E+00
31,0.38 ,3.92E+00
31,0.39 ,4.04E+00
31,0.40 ,3.40E+00
31,0.41 ,4.03E+00
31,0.42 ,3.08E+00
31,0.43 ,3.98E+00
31,0.44 ,3.99E+00
31,0.45 ,3.99E+00
31,0.46 ,3.98E+00
31,0.47 ,3.85E+00
31,0.48 ,2.57E+00
31,0.49 ,3.93E+00
31,0.51 ,3.85E+00
31,0.52 ,3.99E+00
31,0.53 ,4.23E+00
31,0.54 ,4.06E+00
31,0.55 ,3.74E+00
31,0.56 ,3.99E+00
31,0.57 ,4.49E+00
31,0.58 ,3.95E+00
31,0.59 ,3.94E+00
31,0.60 ,3.93E+00
31,0.61 ,3.93E+00
31,0.62 ,3.96E+00
31,0.63 ,3.73E+00
31,0.64 ,4.32E+00
31,0.65 ,4.21E+00
31,0.66 ,3.91E+00
31,0.67 ,3.38E+00
31,0.68 ,4.03E+00
31,0.69 ,4.34E+00
31,0.70 ,3.61E+00
31,0.71 ,3.99E+00
31,0.72 ,3.27E+00
31,0.73 ,3.23E+00
31,0.74 ,4.00E+00
31,0.75 ,4.03E+00
31,0.76 ,3.86E+00
31,0.77 ,4.09E+00
31,0.78 ,4.79E+00
31,0.79 ,3.71E+00
31,0.80 ,3.99E+00
31,0.81 ,3.93E+00
31,0.82 ,3.91E+00
31,0.83 ,3.88E+00
31,0.84 ,3.87E+00
31,0.85 ,3.95E+00
31,0.86 ,3.96E+00
31,0.87 ,3.94E+00
31,0.88 ,4.18E+00
31,0.89 ,4.14E+00
31,0.90 ,3.74E+00
31,0.91 ,3.86E+00
31,0.92 ,3.23E+00
31,0.93 ,3.22E+00
31,0.94 ,3.89E+00
31,0.95 ,4.07E+00
31,0.96 ,4.01E+00
31,0.97 ,3.35E+00
31,0.98 ,3.88E+00
31,0.99 ,4.07E+00
31,1.00 ,4.01E+00
32,0.00 ,4.03E+00
32,0.01 ,4.02E+00
32,0.02 ,3.95E+00
32,0.03 ,3.82E+00
32,0.04 ,3.81E+00
32,0.05 ,3.98E+00
32,0.06 ,3.84E+00
32,0.07 ,4.13E+00
32,0.08 ,3.92E+00
32,0.09 ,4.00E+00
32,0.10 ,3.88E+00
32,0.11 ,3.98E+00
32,0.12 ,3.83E+00
32,0.13 ,4.05E+00
32,0.14 ,4.14E+00
32,0.15 ,3.94E+00
32,0.16 ,3.94E+00
32,0.17 ,3.94E+00
32,0.18 ,4.01E+00
32,0.19 ,3.96E+00
32,0.20 ,4.01E+00
32,0.21 ,3.81E+00
32,0.22 ,4.12E+00
32,0.23 ,3.88E+00
32,0.24 ,4.01E+00
32,0.25 ,3.20E+00
32,0.26 ,3.91E+00
32,0.27 ,3.83E+00
32,0.28 ,3.97E+00
32,0.29 ,3.98E+00
32,0.30 ,4.13E+00
32,0.31 ,3.60E+00
32,0.32 ,3.80E+00
32,0.33 ,4.14E+00
32,0.34 ,3.84E+00
32,0.35 ,3.89E+00
32,0.36 ,3.98E+00
32,0.37 ,3.81E+00
32,0.38 ,4.12E+00
32,0.39 ,4.03E+00
32,0.40 ,3.35E+00
32,0.41 ,3.93E+00
32,0.42 ,4.07E+00
32,0.43 ,3.85E+00
32,0.44 ,3.80E+00
32,0.45 ,4.04E+00
32,0.46 ,3.99E+00
32,0.47 ,4.17E+00
32,0.48 ,3.51E+00
32,0.49 ,4.09E+00
32,0.51 ,3.97E+00
32,0.52 ,3.61E+00
32,0.53 ,3.18E+00
32,0.54 ,3.99E+00
32,0.55 ,4.01E+00
32,0.56 ,3.82E+00
32,0.57 ,3.93E+00
32,0.58 ,3.17E+00
32,0.59 ,4.00E+00
32,0.60 ,3.86E+00
32,0.61 ,4.03E+00
32,0.62 ,3.78E+00
32,0.63 ,3.87E+00
32,0.64 ,3.88E+00
32,0.65 ,3.96E+00
32,0.66 ,3.64E+00
32,0.67 ,3.78E+00
32,0.68 ,3.99E+00
32,0.69 ,3.98E+00
32,0.70 ,3.23E+00
32,0.71 ,3.74E+00
32,0.72 ,3.88E+00
32,0.73 ,3.90E+00
32,0.74 ,3.84E+00
32,0.75 ,3.86E+00
32,0.76 ,3.86E+00
32,0.77 ,3.98E+00
32,0.78 ,3.81E+00
32,0.79 ,4.17E+00
32,0.80 ,3.96E+00
32,0.81 ,4.14E+00
32,0.82 ,4.01E+00
32,0.83 ,3.90E+00
32,0.84 ,3.87E+00
32,0.85 ,3.87E+00
32,0.86 ,3.62E+00
32,0.87 ,3.73E+00
32,0.88 ,4.02E+00
32,0.89 ,3.92E+00
32,0.90 ,3.86E+00
32,0.91 ,3.34E+00
32,0.92 ,3.92E+00
32,0.93 ,3.97E+00
32,0.94 ,4.09E+00
32,0.95 ,3.85E+00
32,0.96 ,4.05E+00
32,0.97 ,4.04E+00
32,0.98 ,3.67E+00
32,0.99 ,4.03E+00
32,1.00 ,4.02E+00
33,0.00 ,4.06E+00
33,0.01 ,3.91E+00
33,0.02 ,3.83E+00
33,0.03 ,3.94E+00
33,0.04 ,3.93E+00
33,0.05 ,4.17E+00
33,0.06 ,3.44E+00
33,0.07 ,3.85E+00
33,0.08 ,3.81E+00
33,0.09 ,3.93E+00
33,0.10 ,3.69E+00
33,0.11 ,3.79E+00
33,0.12 ,4.00E+00
33,0.13 ,3.83E+00
33,0.14 ,3.35E+00
33,0.15 ,4.18E+00
33,0.16 ,3.25E+00
33,0.17 ,3.85E+00
33,0.18 ,4.22E+00
33,0.19 ,4.01E+00
33,0.20 ,3.78E+00
33,0.21 ,3.97E+00
33,0.22 ,3.99E+00
33,0.23 ,3.91E+00
33,0.24 ,4.12E+00
33,0.25 ,3.99E+00
33,0.26 ,3.63E+00
33,0.27 ,3.19E+00
33,0.28 ,4.10E+00
33,0.29 ,3.93E+00
33,0.30 ,3.79E+00
33,0.31 ,3.63E+00
33,0.32 ,4.15E+00
33,0.33 ,4.12E+00
33,0.34 ,3.68E+00
33,0.35 ,2.99E+00
33,0.36 ,4.10E+00
33,0.37 ,3.81E+00
33,0.38 ,3.09E+00
33,0.39 ,3.74E+00
33,0.40 ,3.70E+00
33,0.41 ,3.86E+00
33,0.42 ,3.22E+00
33,0.43 ,3.92E+00
33,0.44 ,3.92E+00
33,0.45 ,4.03E+00
33,0.46 ,4.02E+00
33,0.47 ,4.36E+00
33,0.48 ,3.71E+00
33,0.49 ,3.52E+00
33,0.51 ,3.95E+00
33,0.52 ,4.09E+00
33,0.53 ,4.08E+00
33,0.54 ,3.98E+00
33,0.55 ,4.19E+00
33,0.56 ,3.80E+00
33,0.57 ,3.85E+00
33,0.58 ,3.56E+00
33,0.59 ,3.43E+00
33,0.60 ,3.88E+00
33,0.61 ,4.03E+00
33,0.62 ,4.08E+00
33,0.63 ,3.22E+00
33,0.64 ,4.01E+00
33,0.65 ,3.98E+00
33,0.66 ,4.04E+00
33,0.67 ,3.88E+00
33,0.68 ,4.08E+00
33,0.69 ,3.81E+00
33,0.70 ,4.14E+00
33,0.71 ,4.12E+00
33,0.72 ,3.89E+00
33,0.73 ,3.87E+00
33,0.74 ,4.48E+00
33,0.75 ,3.98E+00
33,0.76 ,4.13E+00
33,0.77 ,3.93E+00
33,0.78 ,3.86E+00
33,0.79 ,3.95E+00
33,0.80 ,3.58E+00
33,0.81 ,3.87E+00
33,0.82 ,4.06E+00
33,0.83 ,3.97E+00
33,0.84 ,3.70E+00
33,0.85 ,3.82E+00
33,0.86 ,4.06E+00
33,0.87 ,3.23E+00
33,0.88 ,3.84E+00
33,0.89 ,4.00E+00
33,0.90 ,3.99E+00
33,0.91 ,3.93E+00
33,0.92 ,3.93E+00
33,0.93 ,3.95E+00
33,0.94 ,3.88E+00
33,0.95 ,4.04E+00
33,0.96 ,3.70E+00
33,0.97 ,3.95E+00
33,0.98 ,4.00E+00
33,0.99 ,3.51E+00
33,1.00 ,3.88E+00
34,0.00 ,3.94E+00
34,0.01 ,4.00E+00
34,0.02 ,3.85E+00
34,0.03 ,3.82E+00
34,0.04 ,3.90E+00
34,0.05 ,4.01E+00
34,0.06 ,3.89E+00
34,0.07 ,3.84E+00
34,0.08 ,4.03E+00
34,0.09 ,4.02E+00
34,0.10 ,4.09E+00
34,0.11 ,3.86E+00
34,0.12 ,4.04E+00
34,0.13 ,3.92E+00
34,0.14 ,3.78E+00
34,0.15 ,3.79E+00
34,0.16 ,4.01E+00
34,0.17 ,3.99E+00
34,0.18 ,3.99E+00
34,0.19 ,3.39E+00
34,0.20 ,2.83E+00
34,0.21 ,4.30E+00
34,0.22 ,3.73E+00
34,0.23 ,3.67E+00
34,0.24 ,3.77E+00
34,0.25 ,4.00E+00
34,0.26 ,3.97E+00
34,0.27 ,3.91E+00
34,0.28 ,3.93E+00
34,0.29 ,4.05E+00
34,0.30 ,4.10E+00
34,0.31 ,4.63E+00
34,0.32 ,3.87E+00
34,0.33 ,3.77E+00
34,0.34 ,3.90E+00
34,0.35 ,3.67E+00
34,0.36 ,3.82E+00
34,0.37 ,3.95E+00
34,0.38 ,3.82E+00
34,0.39 ,3.91E+00
34,0.40 ,3.84E+00
34,0.41 ,3.98E+00
34,0.42 ,3.79E+00
34,0.43 ,4.19E+00
34,0.44 ,3.97E+00
34,0.45 ,4.09E+00
34,0.46 ,3.16E+00
34,0.47 ,3.71E+00
34,0.48 ,3.98E+00
34,0.49 ,4.00E+00
34,0.51 ,3.98E+00
34,0.52 ,3.98E+00
34,0.53 ,4.19E+00
34,0.54 ,3.82E+00
34,0.55 ,3.94E+00
34,0.56 ,3.89E+00
34,0.57 ,3.94E+00
34,0.58 ,3.75E+00
34,0.59 ,4.07E+00
34,0.60 ,4.02E+00
34,0.61 ,3.94E+00
34,0.62 ,4.01E+00
34,0.63 ,3.82E+00
34,0.64 ,3.86E+00
34,0.65 ,3.72E+00
34,0.66 ,3.96E+00
34,0.67 ,3.86E+00
34,0.68 ,4.01E+00
34,0.69 ,3.98E+00
34,0.70 ,3.42E+00
34,0.71 ,3.54E+00
34,0.72 ,4.25E+00
34,0.73 ,3.22E+00
34,0.74 ,3.17E+00
34,0.75 ,3.86E+00
34,0.76 ,4.14E+00
34,0.77 ,3.73E+00
34,0.78 ,4.05E+00
34,0.79 ,3.90E+00
34,0.80 ,3.91E+00
34,0.81 ,3.81E+00
34,0.82 ,3.88E+00
34,0.83 ,3.63E+00
34,0.84 ,3.96E+00
34,0.85 ,3.45E+00
34,0.86 ,4.14E+00
34,0.87 ,3.60E+00
34,0.88 ,3.97E+00
34,0.89 ,4.22E+00
34,0.90 ,4.34E+00
34,0.91 ,4.00E+00
34,0.92 ,3.40E+00
34,0.93 ,3.79E+00
34,0.94 ,3.85E+00
34,0.95 ,4.14E+00
34,0.96 ,4.03E+00
34,0.97 ,3.85E+00
34,0.98 ,4.07E+00
34,0.99 ,3.94E+00
34,1.00 ,3.72E+00
35,0.00 ,4.04E+00
35,0.01 ,4.13E+00
35,0.02 ,3.92E+00
35,0.03 ,4.11E+00
35,0.04 ,3.18E+00
35,0.05 ,3.75E+00
35,0.06 ,4.07E+00
35,0.07 ,3.34E+00
35,0.08 ,3.91E+00
35,0.09 ,3.87E+00
35,0.10 ,3.77E+00
35,0.11 ,3.95E+00
35,0.12 ,3.92E+00
35,0.13 ,3.87E+00
35,0.14 ,3.30E+00
35,0.15 ,3.76E+00
35,0.16 ,3.78E+00
35,0.17 ,3.84E+00
35,0.18 ,3.98E+00
35,0.19 ,3.91E+00
35,0.20 ,3.55E+00
35,0.21 ,3.52E+00
35,0.22 ,3.84E+00
35,0.23 ,3.20E+00
35,0.24 ,4.18E+00
35,0.25 ,3.95E+00
35,0.26 ,3.68E+00
35,0.27 ,4.11E+00
35,0.28 ,3.48E+00
35,0.29 ,3.86E+00
35,0.30 ,3.25E+00
35,0.31 ,4.01E+00
35,0.32 ,4.05E+00
35,0.33 ,3.72E+00
35,0.34 ,2.19E+00
35,0.35 ,3.92E+00
35,0.36 ,3.90E+00
35,0.37 ,3.66E+00
35,0.38 ,3.80E+00
35,0.39 ,3.77E+00
35,0.40 ,4.15E+00
35,0.41 ,4.07E+00
35,0.42 ,3.99E+00
35,0.43 ,4.05E+00
35,0.44 ,3.79E+00
35,0.45 ,3.72E+00
35,0.46 ,3.94E+00
35,0.47 ,3.75E+00
35,0.48 ,3.45E+00
35,0.49 ,3.22E+00
35,0.51 ,3.97E+00
35,0.52 ,3.98E+00
35,0.53 ,3.84E+00
35,0.54 ,3.98E+00
35,0.55 ,3.99E+00
35,0.56 ,3.99E+00
35,0.57 ,3.93E+00
35,0.58 ,4.01E+00
35,0.59 ,4.04E+00
35,0.60 ,2.49E+00
35,0.61 ,4.10E+00
35,0.62 ,3.86E+00
35,0.63 ,3.99E+00
35,0.64 ,3.18E+00
35,0.65 ,3.74E+00
35,0.66 ,3.62E+00
35,0.67 ,3.97E+00
35,0.68 ,4.12E+00
35,0.69 ,4.02E+00
35,0.70 ,3.97E+00
35,0.71 ,3.18E+00
35,0.72 ,3.93E+00
35,0.73 ,3.78E+00
35,0.74 ,3.99E+00
35,0.75 ,3.28E+00
35,0.76 ,3.85E+00
35,0.77 ,4.01E+00
35,0.78 ,4.53E+00
35,0.79 ,3.99E+00
35,0.80 ,4.07E+00
35,0.81 ,2.52E+00
35,0.82 ,3.73E+00
35,0.83 ,3.86E+00
35,0.84 ,3.86E+00
35,0.85 ,3.86E+00
35,0.86 ,3.73E+00
35,0.87 ,3.93E+00
35,0.88 ,3.78E+00
35,0.89 ,3.96E+00
35,0.90 ,4.02E+00
35,0.91 ,4.00E+00
35,0.92 ,3.93E+00
35,0.93 ,3.81E+00
35,0.94 ,4.41E+00
35,0.95 ,3.89E+00
35,0.96 ,4.11E+00
35,0.97 ,3.96E+00
35,0.98 ,3.94E+00
35,0.99 ,3.26E+00
35,1.00 ,3.79E+00
36,0.00 ,3.83E+00
36,0.01 ,3.82E+00
36,0.02 ,3.88E+00
36,0.03 ,3.87E+00
36,0.04 ,4.00E+00
36,0.05 ,3.62E+00
36,0.06 ,3.88E+00
36,0.07 ,3.94E+00
36,0.08 ,4.16E+00
36,0.09 ,3.94E+00
36,0.10 ,3.93E+00
36,0.11 ,3.96E+00
36,0.12 ,3.95E+00
36,0.13 ,3.88E+00
36,0.14 ,3.93E+00
36,0.15 ,3.84E+00
36,0.16 ,3.91E+00
36,0.17 ,3.31E+00
36,0.18 ,3.73E+00
36,0.19 ,3.68E+00
36,0.20 ,4.12E+00
36,0.21 ,3.97E+00
36,0.22 ,3.93E+00
36,0.23 ,4.11E+00
36,0.24 ,3.36E+00
36,0.25 ,3.31E+00
36,0.26 ,4.00E+00
36,0.27 ,3.85E+00
36,0.28 ,3.91E+00
36,0.29 ,3.90E+00
36,0.30 ,3.57E+00
36,0.31 ,3.94E+00
36,0.32 ,3.94E+00
36,0.33 ,4.13E+00
36,0.34 ,3.70E+00
36,0.35 ,3.82E+00
36,0.36 ,3.49E+00
36,0.37 ,4.07E+00
36,0.38 ,3.99E+00
36,0.39 ,3.86E+00
36,0.40 ,4.07E+00
36,0.41 ,3.74E+00
36,0.42 ,3.96E+00
36,0.43 ,3.73E+00
36,0.44 ,3.98E+00
36,0.45 ,4.05E+00
36,0.46 ,3.87E+00
36,0.47 ,3.69E+00
36,0.48 ,3.83E+00
36,0.49 ,3.09E+00
36,0.51 ,3.76E+00
36,0.52 ,3.92E+00
36,0.53 ,3.88E+00
36,0.54 ,3.24E+00
36,0.55 ,3.73E+00
36,0.56 ,3.75E+00
36,0.57 ,4.09E+00
36,0.58 ,3.81E+00
36,0.59 ,3.15E+00
36,0.60 ,3.68E+00
36,0.61 ,4.01E+00
36,0.62 ,3.59E+00
36,0.63 ,3.82E+00
36,0.64 ,3.98E+00
36,0.65 ,3.81E+00
36,0.66 ,3.72E+00
36,0.67 ,3.68E+00
36,0.68 ,4.13E+00
36,0.69 ,3.95E+00
36,0.70 ,4.09E+00
36,0.71 ,4.05E+00
36,0.72 ,4.05E+00
36,0.73 ,3.89E+00
36,0.74 ,3.93E+00
36,0.75 ,3.91E+00
36,0.76 ,3.38E+00
36,0.77 ,3.66E+00
36,0.78 ,4.05E+00
36,0.79 ,3.94E+00
36,0.80 ,3.98E+00
36,0.81 ,4.13E+00
36,0.82 ,3.78E+00
36,0.83 ,3.86E+00
36,0.84 ,3.92E+00
36,0.85 ,3.45E+00
36,0.86 ,3.90E+00
36,0.87 ,3.89E+00
36,0.88 ,3.96E+00
36,0.89 ,3.67E+00
36,0.90 ,3.92E+00
36,0.91 ,3.67E+00
36,0.92 ,3.23E+00
36,0.93 ,3.90E+00
36,0.94 ,3.92E+00
36,0.95 ,4.11E+00
36,0.96 ,3.80E+00
36,0.97 ,3.95E+00
36,0.98 ,3.99E+00
36,0.99 ,3.96E+00
36,1.00 ,2.71E+00
37,0.00 ,3.98E+00
37,0.01 ,3.88E+00
37,0.02 ,3.87E+00
37,0.03 ,3.91E+00
37,0.04 ,3.81E+00
37,0.05 ,4.12E+00
37,0.06 ,3.82E+00
37,0.07 ,3.20E+00
37,0.08 ,3.93E+00
37,0.09 ,4.06E+00
37,0.10 ,3.79E+00
37,0.11 ,3.36E+00
37,0.12 ,3.72E+00
37,0.13 ,4.35E+00
37,0.14 ,3.95E+00
37,0.15 ,3.68E+00
37,0.16 ,3.92E+00
37,0.17 ,3.17E+00
37,0.18 ,3.22E+00
37,0.19 ,3.75E+00
37,0.20 ,3.91E+00
37,0.21 ,3.55E+00
37,0.22 ,4.13E+00
37,0.23 ,3.89E+00
37,0.24 ,4.32E+00
37,0.25 ,3.93E+00
37,0.26 ,3.97E+00
37,0.27 ,3.76E+00
37,0.28 ,3.83E+00
37,0.29 ,3.88E+00
37,0.30 ,3.78E+00
37,0.31 ,3.85E+00
37,0.32 ,3.80E+00
37,0.33 ,4.10E+00
37,0.34 ,3.96E+00
37,0.35 ,3.01E+00
37,0.36 ,4.02E+00
37,0.37 ,3.86E+00
37,0.38 ,4.02E+00
37,0.39 ,3.82E+00
37,0.40 ,4.05E+00
37,0.41 ,3.36E+00
37,0.42 ,4.00E+00
37,0.43 ,3.99E+00
37,0.44 ,3.83E+00
37,0.45 ,3.05E+00
37,0.46 ,3.89E+00
37,0.47 ,3.39E+00
37,0.48 ,3.88E+00
37,0.49 ,3.90E+00
37,0.51 ,3.90E+00
37,0.52 ,4.05E+00
37,0.53 ,3.82E+00
37,0.54 ,3.97E+00
37,0.55 ,3.15E+00
37,0.56 ,3.23E+00
37,0.57 ,3.72E+00
37,0.58 ,4.27E+00
37,0.59 ,3.82E+00
37,0.60 ,3.98E+00
37,0.61 ,3.94E+00
37,0.62 ,3.76E+00
37,0.63 ,3.21E+00
37,0.64 ,4.00E+00
37,0.65 ,3.96E+00
37,0.66 ,3.98E+00
37,0.67 ,4.02E+00
37,0.68 ,3.85E+00
37,0.69 ,3.85E+00
37,0.70 ,3.34E+00
37,0.71 ,3.57E+00
37,0.72 ,3.76E+00
37,0.73 ,3.78E+00
37,0.74 ,4.02E+00
37,0.75 ,3.91E+00
37,0.76 ,3.45E+00
37,0.77 ,4.05E+00
37,0.78 ,3.23E+00
37,0.79 ,3.92E+00
37,0.80 ,3.66E+00
37,0.81 ,3.51E+00
37,0.82 ,3.69E+00
37,0.83 ,4.05E+00
37,0.84 ,4.33E+00
37,0.85 ,3.42E+00
37,0.86 ,3.85E+00
37,0.87 ,3.43E+00
37,0.88 ,4.11E+00
37,0.89 ,3.65E+00
37,0.90 ,3.84E+00
37,0.91 ,4.05E+00
37,0.92 ,3.87E+00
37,0.93 ,3.19E+00
37,0.94 ,3.94E+00
37,0.95 ,4.10E+00
37,0.96 ,3.15E+00
37,0.97 ,3.72E+00
37,0.98 ,2.93E+00
37,0.99 ,3.02E+00
37,1.00 ,4.00E+00
38,0.00 ,4.12E+00
38,0.01 ,4.03E+00
38,0.02 ,3.96E+00
38,0.03 ,3.81E+00
38,0.04 ,3.74E+00
38,0.05 ,3.86E+00
38,0.06 ,4.04E+00
38,0.07 ,3.96E+00
38,0.08 ,3.86E+00
38,0.09 ,4.02E+00
38,0.10 ,3.90E+00
38,0.11 ,3.99E+00
38,0.12 ,4.17E+00
38,0.13 ,4.07E+00
38,0.14 ,3.84E+00
38,0.15 ,3.94E+00
38,0.16 ,3.94E+00
38,0.17 ,3.27E+00
38,0.18 ,3.76E+00
38,0.19 ,3.69E+00
38,0.20 ,3.90E+00
38,0.21 ,4.58E+00
38,0.22 ,3.81E+00
38,0.23 ,4.15E+00
38,0.24 ,3.74E+00
38,0.25 ,3.89E+00
38,0.26 ,3.85E+00
38,0.27 ,4.07E+00
38,0.28 ,3.98E+00
38,0.29 ,3.22E+00
38,0.30 ,3.85E+00
38,0.31 ,3.95E+00
38,0.32 ,4.03E+00
38,0.33 ,3.80E+00
38,0.34 ,3.95E+00
38,0.35 ,4.17E+00
38,0.36 ,3.52E+00
38,0.37 ,3.85E+00
38,0.38 ,3.82E+00
38,0.39 ,3.96E+00
38,0.40 ,3.82E+00
38,0.41 ,3.22E+00
38,0.42 ,4.01E+00
38,0.43 ,3.73E+00
38,0.44 ,3.97E+00
38,0.45 ,4.09E+00
38,0.46 ,3.92E+00
38,0.47 ,3.60E+00
38,0.48 ,4.01E+00
38,0.49 ,3.21E+00
38,0.51 ,3.88E+00
38,0.52 ,4.28E+00
38,0.53 ,3.99E+00
38,0.54 ,3.81E+00
38,0.55 ,4.08E+00
38,0.56 ,3.99E+00
38,0.57 ,3.99E+00
38,0.58 ,3.84E+00
38,0.59 ,3.96E+00
38,0.60 ,3.92E+00
38,0.61 ,4.06E+00
38,0.62 ,3.90E+00
38,0.63 ,3.98E+00
38,0.64 ,3.91E+00
38,0.65 ,3.91E+00
38,0.66 ,3.79E+00
38,0.67 ,3.98E+00
38,0.68 ,3.83E+00
38,0.69 ,3.81E+00
38,0.70 ,4.33E+00
38,0.71 ,4.01E+00
38,0.72 ,3.06E+00
38,0.73 ,3.29E+00
38,0.74 ,3.98E+00
38,0.75 ,3.81E+00
38,0.76 ,4.02E+00
38,0.77 ,3.39E+00
38,0.78 ,3.92E+00
38,0.79 ,3.62E+00
38,0.80 ,3.19E+00
38,0.81 ,3.90E+00
38,0.82 ,3.86E+00
38,0.83 ,3.48E+00
38,0.84 ,3.95E+00
38,0.85 ,4.04E+00
38,0.86 ,3.76E+00
38,0.87 ,3.89E+00
38,0.88 ,4.03E+00
38,0.89 ,3.84E+00
38,0.90 ,3.87E+00
38,0.91 ,4.05E+00
38,0.92 ,3.84E+00
38,0.93 ,3.82E+00
38,0.94 ,3.96E+00
38,0.95 ,3.80E+00
38,0.96 ,3.66E+00
38,0.97 ,3.97E+00
38,0.98 ,4.10E+00
38,0.99 ,4.01E+00
38,1.00 ,3.90E+00
39,0.00 ,3.99E+00
39,0.01 ,3.95E+00
39,0.02 ,3.22E+00
39,0.03 ,4.06E+00
39,0.04 ,3.98E+00
39,0.05 ,3.94E+00
39,0.06 ,3.89E+00
39,0.07 ,3.93E+00
39,0.08 ,3.90E+00
39,0.09 ,3.54E+00
39,0.10 ,3.81E+00
39,0.11 ,3.64E+00
39,0.12 ,3.98E+00
39,0.13 ,4.31E+00
39,0.14 ,4.03E+00
39,0.15 ,3.72E+00
39,0.16 ,4.04E+00
39,0.17 ,3.65E+00
39,0.18 ,3.23E+00
39,0.19 ,4.12E+00
39,0.20 ,4.01E+00
39,0.21 ,3.23E+00
39,0.22 ,3.97E+00
39,0.23 ,4.11E+00
39,0.24 ,3.83E+00
39,0.25 ,3.94E+00
39,0.26 ,4.09E+00
39,0.27 ,3.95E+00
39,0.28 ,2.86E+00
39,0.29 ,3.82E+00
39,0.30 ,3.93E+00
39,0.31 ,3.78E+00
39,0.32 ,3.99E+00
39,0.33 ,3.77E+00
39,0.34 ,4.13E+00
39,0.35 ,3.82E+00
39,0.36 ,3.88E+00
39,0.37 ,3.95E+00
39,0.38 ,4.12E+00
39,0.39 ,4.04E+00
39,0.40 ,3.79E+00
39,0.41 ,3.92E+00
39,0.42 ,3.81E+00
39,0.43 ,3.91E+00
39,0.44 ,3.76E+00
39,0.45 ,4.08E+00
39,0.46 ,4.01E+00
39,0.47 ,3.96E+00
39,0.48 ,3.89E+00
39,0.49 ,4.04E+00
39,0.51 ,3.92E+00
39,0.52 ,3.87E+00
39,0.53 ,4.09E+00
39,0.54 ,3.89E+00
39,0.55 ,3.67E+00
39,0.56 ,3.97E+00
39,0.57 ,3.90E+00
39,0.58 ,3.51E+00
39,0.59 ,3.75E+00
39,0.60 ,3.47E+00
39,0.61 ,4.00E+00
39,0.62 ,3.38E+00
39,0.63 ,3.98E+00
39,0.64 ,4.12E+00
39,0.65 ,3.68E+00
39,0.66 ,3.99E+00
39,0.67 ,3.81E+00
39,0.68 ,3.87E+00
39,0.69 ,3.91E+00
39,0.70 ,3.76E+00
39,0.71 ,3.36E+00
39,0.72 ,4.08E+00
39,0.73 ,4.22E+00
39,0.74 ,3.79E+00
39,0.75 ,3.88E+00
39,0.76 ,3.96E+00
39,0.77 ,4.06E+00
39,0.78 ,4.24E+00
39,0.79 ,3.97E+00
39,0.80 ,3.82E+00
39,0.81 ,4.15E+00
39,0.82 ,3.43E+00
39,0.83 ,3.71E+00
39,0.84 ,3.90E+00
39,0.85 ,3.87E+00
39,0.86 ,3.91E+00
39,0.87 ,3.89E+00
39,0.88 ,3.80E+00
39,0.89 ,3.85E+00
39,0.90 ,3.82E+00
39,0.91 ,2.64E+00
39,0.92 ,3.94E+00
39,0.93 ,3.39E+00
39,0.94 ,3.84E+00
39,0.95 ,3.97E+00
39,0.96 ,3.80E+00
39,0.97 ,3.34E+00
39,0.98 ,3.69E+00
39,0.99 ,3.93E+00
39,1.00 ,3.77E+00
40,0.00 ,2.67E+00
40,0.01 ,3.60E+00
40,0.02 ,4.03E+00
40,0.03 ,4.05E+00
40,0.04 ,4.08E+00
40,0.05 ,3.96E+00
40,0.06 ,3.54E+00
40,0.07 ,3.41E+00
40,0.08 ,3.78E+00
40,0.09 ,4.02E+00
40,0.10 ,3.78E+00
40,0.11 ,3.33E+00
40,0.12 ,3.88E+00
40,0.13 ,3.62E+00
40,0.14 ,3.75E+00
40,0.15 ,3.97E+00
40,0.16 ,3.77E+00
40,0.17 ,3.86E+00
40,0.18 ,3.84E+00
40,0.19 ,4.04E+00
40,0.20 ,4.06E+00
40,0.21 ,4.11E+00
40,0.22 ,3.85E+00
40,0.23 ,3.16E+00
40,0.24 ,3.85E+00
40,0.25 ,3.81E+00
40,0.26 ,3.96E+00
40,0.27 ,3.35E+00
40,0.28 ,3.79E+00
40,0.29 ,3.94E+00
40,0.30 ,3.77E+00
40,0.31 ,3.89E+00
40,0.32 ,3.90E+00
40,0.33 ,3.86E+00
40,0.34 ,3.67E+00
40,0.35 ,3.66E+00
40,0.36 ,3.88E+00
