PopulationSize,MigrationRate,Fitness
49,0.70 ,3.97E+00
49,0.71 ,3.85E+00
49,0.72 ,3.74E+00
49,0.73 ,3.87E+00
49,0.74 ,3.47E+00
49,0.75 ,3.77E+00
49,0.76 ,3.72E+00
49,0.77 ,3.99E+00
49,0.78 ,3.83E+00
49,0.79 ,3.94E+00
49,0.80 ,3.78E+00
49,0.81 ,3.93E+00
49,0.82 ,3.89E+00
49,0.83 ,3.23E+00
49,0.84 ,4.02E+00
49,0.85 ,4.07E+00
49,0.86 ,4.07E+00
49,0.87 ,3.88E+00
49,0.88 ,3.98E+00
49,0.89 ,4.17E+00
49,0.90 ,4.04E+00
49,0.91 ,3.23E+00
49,0.92 ,3.84E+00
49,0.93 ,4.10E+00
49,0.94 ,3.36E+00
49,0.95 ,3.26E+00
49,0.96 ,3.73E+00
49,0.97 ,3.94E+00
49,0.98 ,3.21E+00
49,0.99 ,3.80E+00
49,1.00 ,3.11E+00
50,0.00 ,3.42E+00
50,0.01 ,3.79E+00
50,0.02 ,3.81E+00
50,0.03 ,3.83E+00
50,0.04 ,3.80E+00
50,0.05 ,3.80E+00
50,0.06 ,3.70E+00
50,0.07 ,3.80E+00
50,0.08 ,3.18E+00
50,0.09 ,3.78E+00
50,0.10 ,3.87E+00
50,0.11 ,3.99E+00
50,0.12 ,3.96E+00
50,0.13 ,3.93E+00
50,0.14 ,3.62E+00
50,0.15 ,3.98E+00
50,0.16 ,3.84E+00
50,0.17 ,4.22E+00
50,0.18 ,3.37E+00
50,0.19 ,4.07E+00
50,0.20 ,3.84E+00
50,0.21 ,3.77E+00
50,0.22 ,3.26E+00
50,0.23 ,3.54E+00
50,0.24 ,4.05E+00
50,0.25 ,3.21E+00
50,0.26 ,3.95E+00
50,0.27 ,3.93E+00
50,0.28 ,3.91E+00
50,0.29 ,3.99E+00
50,0.30 ,3.24E+00
50,0.31 ,4.03E+00
50,0.32 ,3.97E+00
50,0.33 ,4.07E+00
50,0.34 ,3.99E+00
50,0.35 ,3.06E+00
50,0.36 ,3.88E+00
50,0.37 ,3.71E+00
50,0.38 ,3.85E+00
50,0.39 ,3.78E+00
50,0.40 ,3.50E+00
50,0.41 ,3.97E+00
50,0.42 ,4.06E+00
50,0.43 ,3.87E+00
50,0.44 ,3.80E+00
50,0.45 ,3.17E+00
50,0.46 ,3.96E+00
50,0.47 ,3.83E+00
50,0.48 ,3.69E+00
50,0.49 ,3.95E+00
50,0.51 ,3.83E+00
50,0.52 ,3.91E+00
50,0.53 ,4.04E+00
50,0.54 ,3.99E+00
50,0.55 ,4.03E+00
50,0.56 ,3.60E+00
50,0.57 ,3.74E+00
50,0.58 ,3.28E+00
50,0.59 ,3.65E+00
50,0.60 ,3.95E+00
50,0.61 ,3.93E+00
50,0.62 ,3.83E+00
50,0.63 ,3.74E+00
50,0.64 ,3.99E+00
50,0.65 ,3.88E+00
50,0.66 ,3.72E+00
50,0.67 ,3.70E+00
50,0.68 ,3.92E+00
50,0.69 ,3.82E+00
50,0.70 ,3.69E+00
50,0.71 ,4.24E+00
50,0.72 ,3.86E+00
50,0.73 ,3.78E+00
50,0.74 ,3.82E+00
50,0.75 ,4.00E+00
50,0.76 ,3.06E+00
50,0.77 ,3.76E+00
50,0.78 ,4.07E+00
50,0.79 ,3.86E+00
50,0.80 ,3.84E+00
50,0.81 ,4.04E+00
50,0.82 ,3.76E+00
50,0.83 ,3.77E+00
50,0.84 ,3.39E+00
50,0.85 ,3.84E+00
50,0.86 ,3.68E+00
50,0.87 ,3.68E+00
50,0.88 ,3.87E+00
50,0.89 ,4.00E+00
50,0.90 ,4.07E+00
50,0.91 ,3.92E+00
50,0.92 ,2.78E+00
50,0.93 ,3.13E+00
50,0.94 ,3.84E+00
50,0.95 ,3.85E+00
50,0.96 ,3.89E+00
50,0.97 ,3.21E+00
50,0.98 ,3.93E+00
50,0.99 ,3.99E+00
50,1.00 ,3.83E+00
51,0.00 ,3.74E+00
51,0.01 ,3.68E+00
51,0.02 ,3.94E+00
51,0.03 ,3.67E+00
51,0.04 ,3.67E+00
51,0.05 ,4.10E+00
51,0.06 ,3.98E+00
51,0.07 ,3.88E+00
51,0.08 ,3.99E+00
51,0.09 ,3.79E+00
51,0.10 ,3.92E+00
51,0.11 ,3.98E+00
51,0.12 ,3.70E+00
51,0.13 ,3.85E+00
51,0.14 ,3.99E+00
51,0.15 ,4.03E+00
51,0.16 ,3.76E+00
51,0.17 ,3.78E+00
51,0.18 ,3.17E+00
51,0.19 ,3.15E+00
51,0.20 ,3.64E+00
51,0.21 ,3.82E+00
51,0.22 ,3.42E+00
51,0.23 ,4.04E+00
51,0.24 ,3.91E+00
51,0.25 ,3.86E+00
51,0.26 ,3.78E+00
51,0.27 ,3.97E+00
51,0.28 ,3.57E+00
51,0.29 ,3.31E+00
51,0.30 ,3.91E+00
51,0.31 ,3.83E+00
51,0.32 ,3.33E+00
51,0.33 ,4.02E+00
51,0.34 ,3.86E+00
51,0.35 ,3.32E+00
51,0.36 ,3.99E+00
51,0.37 ,3.99E+00
51,0.38 ,3.90E+00
51,0.39 ,4.00E+00
51,0.40 ,3.83E+00
51,0.41 ,3.87E+00
51,0.42 ,3.29E+00
51,0.43 ,3.83E+00
51,0.44 ,3.21E+00
51,0.45 ,4.08E+00
51,0.46 ,3.76E+00
51,0.47 ,3.27E+00
51,0.48 ,3.85E+00
51,0.49 ,3.90E+00
51,0.51 ,4.01E+00
51,0.52 ,4.02E+00
51,0.53 ,3.45E+00
51,0.54 ,4.13E+00
51,0.55 ,3.39E+00
51,0.56 ,3.95E+00
51,0.57 ,3.25E+00
51,0.58 ,3.84E+00
51,0.59 ,3.89E+00
51,0.60 ,3.72E+00
51,0.61 ,3.80E+00
51,0.62 ,4.04E+00
51,0.63 ,4.12E+00
51,0.64 ,3.41E+00
51,0.65 ,3.56E+00
51,0.66 ,3.94E+00
51,0.67 ,3.16E+00
51,0.68 ,3.57E+00
51,0.69 ,3.83E+00
51,0.70 ,3.87E+00
51,0.71 ,3.59E+00
51,0.72 ,3.84E+00
51,0.73 ,3.95E+00
51,0.74 ,3.24E+00
51,0.75 ,3.90E+00
51,0.76 ,3.87E+00
51,0.77 ,3.85E+00
51,0.78 ,3.80E+00
51,0.79 ,3.17E+00
51,0.80 ,4.08E+00
51,0.81 ,3.98E+00
51,0.82 ,3.96E+00
51,0.83 ,3.81E+00
51,0.84 ,3.59E+00
51,0.85 ,3.15E+00
51,0.86 ,3.82E+00
51,0.87 ,3.93E+00
51,0.88 ,2.58E+00
51,0.89 ,3.93E+00
51,0.90 ,3.96E+00
51,0.91 ,3.71E+00
51,0.92 ,3.75E+00
51,0.93 ,3.85E+00
51,0.94 ,3.72E+00
51,0.95 ,3.43E+00
51,0.96 ,3.60E+00
51,0.97 ,3.30E+00
51,0.98 ,4.01E+00
51,0.99 ,4.08E+00
51,1.00 ,3.97E+00
52,0.00 ,3.76E+00
52,0.01 ,3.88E+00
52,0.02 ,3.04E+00
52,0.03 ,3.95E+00
52,0.04 ,3.80E+00
52,0.05 ,3.99E+00
52,0.06 ,4.02E+00
52,0.07 ,3.81E+00
52,0.08 ,4.04E+00
52,0.09 ,3.88E+00
52,0.10 ,3.85E+00
52,0.11 ,3.90E+00
52,0.12 ,3.68E+00
52,0.13 ,2.87E+00
52,0.14 ,3.94E+00
52,0.15 ,3.97E+00
52,0.16 ,3.65E+00
52,0.17 ,3.85E+00
52,0.18 ,3.77E+00
52,0.19 ,4.03E+00
52,0.20 ,3.81E+00
52,0.21 ,3.98E+00
52,0.22 ,4.01E+00
52,0.23 ,4.17E+00
52,0.24 ,3.72E+00
52,0.25 ,3.76E+00
52,0.26 ,3.71E+00
52,0.27 ,4.05E+00
52,0.28 ,3.82E+00
52,0.29 ,3.64E+00
52,0.30 ,3.72E+00
52,0.31 ,3.88E+00
52,0.32 ,3.90E+00
52,0.33 ,3.86E+00
52,0.34 ,3.85E+00
52,0.35 ,3.78E+00
52,0.36 ,3.93E+00
52,0.37 ,3.96E+00
52,0.38 ,4.26E+00
52,0.39 ,3.97E+00
52,0.40 ,3.64E+00
52,0.41 ,3.80E+00
52,0.42 ,4.05E+00
52,0.43 ,3.82E+00
52,0.44 ,4.01E+00
52,0.45 ,4.02E+00
52,0.46 ,3.79E+00
52,0.47 ,3.88E+00
52,0.48 ,3.11E+00
52,0.49 ,3.94E+00
52,0.51 ,3.83E+00
52,0.52 ,4.00E+00
52,0.53 ,3.82E+00
52,0.54 ,3.86E+00
52,0.55 ,3.86E+00
52,0.56 ,3.31E+00
52,0.57 ,3.83E+00
52,0.58 ,3.92E+00
52,0.59 ,3.93E+00
52,0.60 ,3.86E+00
52,0.61 ,3.83E+00
52,0.62 ,4.00E+00
52,0.63 ,3.79E+00
52,0.64 ,3.77E+00
52,0.65 ,3.70E+00
52,0.66 ,3.75E+00
52,0.67 ,3.91E+00
52,0.68 ,3.21E+00
52,0.69 ,3.87E+00
52,0.70 ,3.67E+00
52,0.71 ,3.80E+00
52,0.72 ,3.77E+00
52,0.73 ,4.01E+00
52,0.74 ,3.83E+00
52,0.75 ,3.93E+00
52,0.76 ,3.97E+00
52,0.77 ,3.93E+00
52,0.78 ,3.82E+00
52,0.79 ,3.95E+00
52,0.80 ,4.03E+00
52,0.81 ,3.98E+00
52,0.82 ,3.79E+00
52,0.83 ,3.11E+00
52,0.84 ,3.29E+00
52,0.85 ,4.00E+00
52,0.86 ,3.88E+00
52,0.87 ,3.60E+00
52,0.88 ,3.76E+00
52,0.89 ,3.90E+00
52,0.90 ,3.96E+00
52,0.91 ,3.90E+00
52,0.92 ,3.96E+00
52,0.93 ,3.96E+00
52,0.94 ,3.92E+00
52,0.95 ,3.13E+00
52,0.96 ,3.63E+00
52,0.97 ,3.72E+00
52,0.98 ,3.66E+00
52,0.99 ,3.91E+00
52,1.00 ,3.42E+00
53,0.00 ,3.97E+00
53,0.01 ,3.79E+00
53,0.02 ,3.18E+00
53,0.03 ,3.68E+00
53,0.04 ,3.65E+00
53,0.05 ,3.78E+00
53,0.06 ,3.74E+00
53,0.07 ,4.02E+00
53,0.08 ,3.87E+00
53,0.09 ,2.18E+00
53,0.10 ,4.04E+00
53,0.11 ,3.99E+00
53,0.12 ,3.63E+00
53,0.13 ,3.68E+00
53,0.14 ,3.47E+00
53,0.15 ,3.90E+00
53,0.16 ,4.00E+00
53,0.17 ,3.89E+00
53,0.18 ,3.68E+00
53,0.19 ,3.24E+00
53,0.20 ,3.85E+00
53,0.21 ,3.79E+00
53,0.22 ,3.25E+00
53,0.23 ,3.88E+00
53,0.24 ,3.87E+00
53,0.25 ,4.08E+00
53,0.26 ,3.86E+00
53,0.27 ,3.26E+00
53,0.28 ,3.94E+00
53,0.29 ,3.98E+00
53,0.30 ,3.77E+00
53,0.31 ,3.96E+00
53,0.32 ,4.21E+00
53,0.33 ,3.67E+00
53,0.34 ,3.90E+00
53,0.35 ,3.60E+00
53,0.36 ,3.73E+00
53,0.37 ,4.03E+00
53,0.38 ,3.82E+00
53,0.39 ,4.02E+00
53,0.40 ,3.69E+00
53,0.41 ,3.83E+00
53,0.42 ,3.22E+00
53,0.43 ,3.91E+00
53,0.44 ,3.22E+00
53,0.45 ,4.02E+00
53,0.46 ,4.01E+00
53,0.47 ,3.89E+00
53,0.48 ,3.93E+00
53,0.49 ,4.03E+00
53,0.51 ,3.32E+00
53,0.52 ,3.78E+00
53,0.53 ,3.90E+00
53,0.54 ,3.59E+00
53,0.55 ,3.70E+00
53,0.56 ,3.19E+00
53,0.57 ,3.16E+00
53,0.58 ,3.97E+00
53,0.59 ,3.70E+00
53,0.60 ,3.68E+00
53,0.61 ,3.88E+00
53,0.62 ,3.97E+00
53,0.63 ,4.06E+00
53,0.64 ,3.80E+00
53,0.65 ,3.93E+00
53,0.66 ,3.87E+00
53,0.67 ,3.71E+00
53,0.68 ,4.00E+00
53,0.69 ,3.92E+00
53,0.70 ,4.08E+00
53,0.71 ,4.03E+00
53,0.72 ,3.26E+00
53,0.73 ,3.52E+00
53,0.74 ,3.81E+00
53,0.75 ,3.88E+00
53,0.76 ,3.80E+00
53,0.77 ,4.14E+00
53,0.78 ,4.04E+00
53,0.79 ,4.02E+00
53,0.80 ,3.76E+00
53,0.81 ,3.90E+00
53,0.82 ,3.40E+00
53,0.83 ,3.66E+00
53,0.84 ,3.89E+00
53,0.85 ,2.65E+00
53,0.86 ,3.98E+00
53,0.87 ,3.82E+00
53,0.88 ,3.71E+00
53,0.89 ,4.10E+00
53,0.90 ,2.33E+00
53,0.91 ,3.32E+00
53,0.92 ,3.83E+00
53,0.93 ,3.60E+00
53,0.94 ,2.44E+00
53,0.95 ,3.64E+00
53,0.96 ,3.97E+00
53,0.97 ,3.16E+00
53,0.98 ,4.03E+00
53,0.99 ,3.92E+00
53,1.00 ,3.92E+00
54,0.00 ,3.96E+00
54,0.01 ,3.80E+00
54,0.02 ,3.44E+00
54,0.03 ,3.89E+00
54,0.04 ,4.15E+00
54,0.05 ,4.08E+00
54,0.06 ,4.08E+00
54,0.07 ,3.77E+00
54,0.08 ,3.81E+00
54,0.09 ,3.78E+00
54,0.10 ,3.23E+00
54,0.11 ,3.15E+00
54,0.12 ,3.72E+00
54,0.13 ,3.97E+00
54,0.14 ,4.15E+00
54,0.15 ,3.54E+00
54,0.16 ,3.88E+00
54,0.17 ,3.79E+00
54,0.18 ,3.57E+00
54,0.19 ,3.89E+00
54,0.20 ,3.72E+00
54,0.21 ,3.96E+00
54,0.22 ,2.38E+00
54,0.23 ,3.74E+00
54,0.24 ,3.98E+00
54,0.25 ,3.25E+00
54,0.26 ,3.84E+00
54,0.27 ,3.75E+00
54,0.28 ,3.81E+00
54,0.29 ,3.82E+00
54,0.30 ,3.65E+00
54,0.31 ,4.02E+00
54,0.32 ,3.29E+00
54,0.33 ,3.92E+00
54,0.34 ,3.86E+00
54,0.35 ,3.87E+00
54,0.36 ,3.87E+00
54,0.37 ,4.00E+00
54,0.38 ,3.88E+00
54,0.39 ,3.40E+00
54,0.40 ,3.89E+00
54,0.41 ,4.06E+00
54,0.42 ,3.73E+00
54,0.43 ,3.99E+00
54,0.44 ,2.22E+00
54,0.45 ,3.90E+00
54,0.46 ,4.06E+00
54,0.47 ,4.00E+00
54,0.48 ,3.43E+00
54,0.49 ,3.20E+00
54,0.51 ,3.98E+00
54,0.52 ,3.72E+00
54,0.53 ,4.00E+00
54,0.54 ,3.81E+00
54,0.55 ,3.84E+00
54,0.56 ,3.21E+00
54,0.57 ,3.24E+00
54,0.58 ,3.93E+00
54,0.59 ,3.89E+00
54,0.60 ,3.89E+00
54,0.61 ,3.95E+00
54,0.62 ,3.77E+00
54,0.63 ,3.65E+00
54,0.64 ,3.81E+00
54,0.65 ,3.73E+00
54,0.66 ,3.37E+00
54,0.67 ,3.79E+00
54,0.68 ,3.76E+00
54,0.69 ,4.05E+00
54,0.70 ,3.79E+00
54,0.71 ,3.71E+00
54,0.72 ,3.98E+00
54,0.73 ,3.89E+00
54,0.74 ,4.12E+00
54,0.75 ,3.91E+00
54,0.76 ,4.18E+00
54,0.77 ,4.51E+00
54,0.78 ,3.93E+00
54,0.79 ,3.96E+00
54,0.80 ,3.81E+00
54,0.81 ,3.84E+00
54,0.82 ,4.09E+00
54,0.83 ,4.03E+00
54,0.84 ,3.73E+00
54,0.85 ,4.00E+00
54,0.86 ,3.82E+00
54,0.87 ,3.90E+00
54,0.88 ,3.31E+00
54,0.89 ,3.74E+00
54,0.90 ,3.87E+00
54,0.91 ,4.07E+00
54,0.92 ,3.11E+00
54,0.93 ,4.00E+00
54,0.94 ,3.87E+00
54,0.95 ,3.72E+00
54,0.96 ,3.92E+00
54,0.97 ,3.91E+00
54,0.98 ,4.06E+00
54,0.99 ,4.01E+00
54,1.00 ,3.96E+00
55,0.00 ,3.89E+00
55,0.01 ,3.95E+00
55,0.02 ,3.91E+00
55,0.03 ,4.00E+00
55,0.04 ,3.79E+00
55,0.05 ,3.11E+00
55,0.06 ,3.70E+00
55,0.07 ,3.79E+00
55,0.08 ,3.85E+00
55,0.09 ,3.97E+00
55,0.10 ,3.50E+00
55,0.11 ,3.90E+00
55,0.12 ,3.76E+00
55,0.13 ,3.67E+00
55,0.14 ,3.93E+00
55,0.15 ,3.87E+00
55,0.16 ,3.74E+00
55,0.17 ,4.00E+00
55,0.18 ,3.75E+00
55,0.19 ,3.16E+00
55,0.20 ,3.90E+00
55,0.21 ,3.54E+00
55,0.22 ,3.94E+00
55,0.23 ,3.99E+00
55,0.24 ,3.83E+00
55,0.25 ,3.79E+00
55,0.26 ,3.20E+00
55,0.27 ,3.81E+00
55,0.28 ,3.90E+00
55,0.29 ,3.69E+00
55,0.30 ,3.17E+00
55,0.31 ,3.81E+00
55,0.32 ,4.04E+00
55,0.33 ,4.01E+00
55,0.34 ,3.88E+00
55,0.35 ,3.97E+00
55,0.36 ,3.97E+00
55,0.37 ,3.87E+00
55,0.38 ,3.85E+00
55,0.39 ,3.68E+00
55,0.40 ,3.64E+00
55,0.41 ,3.86E+00
55,0.42 ,3.47E+00
55,0.43 ,4.00E+00
55,0.44 ,4.02E+00
55,0.45 ,3.90E+00
55,0.46 ,3.86E+00
55,0.47 ,3.79E+00
55,0.48 ,3.87E+00
55,0.49 ,3.98E+00
55,0.51 ,3.25E+00
55,0.52 ,3.98E+00
55,0.53 ,3.87E+00
55,0.54 ,3.69E+00
55,0.55 ,3.76E+00
55,0.56 ,3.82E+00
55,0.57 ,3.95E+00
55,0.58 ,3.13E+00
55,0.59 ,4.02E+00
55,0.60 ,3.57E+00
55,0.61 ,3.23E+00
55,0.62 ,4.10E+00
55,0.63 ,3.85E+00
55,0.64 ,3.88E+00
55,0.65 ,3.84E+00
55,0.66 ,3.98E+00
55,0.67 ,3.09E+00
55,0.68 ,3.85E+00
55,0.69 ,3.37E+00
55,0.70 ,3.72E+00
55,0.71 ,3.96E+00
55,0.72 ,3.84E+00
55,0.73 ,3.92E+00
55,0.74 ,3.91E+00
55,0.75 ,3.81E+00
55,0.76 ,2.18E+00
55,0.77 ,4.03E+00
55,0.78 ,3.95E+00
55,0.79 ,3.56E+00
55,0.80 ,3.99E+00
55,0.81 ,3.84E+00
55,0.82 ,4.13E+00
55,0.83 ,3.96E+00
55,0.84 ,3.91E+00
55,0.85 ,4.03E+00
55,0.86 ,3.87E+00
55,0.87 ,3.19E+00
55,0.88 ,3.90E+00
55,0.89 ,3.93E+00
55,0.90 ,2.56E+00
55,0.91 ,3.81E+00
55,0.92 ,3.99E+00
55,0.93 ,3.92E+00
55,0.94 ,4.11E+00
55,0.95 ,3.98E+00
55,0.96 ,3.89E+00
55,0.97 ,3.88E+00
55,0.98 ,3.90E+00
55,0.99 ,3.79E+00
55,1.00 ,3.79E+00
56,0.00 ,3.85E+00
56,0.01 ,3.92E+00
56,0.02 ,3.15E+00
56,0.03 ,3.84E+00
56,0.04 ,3.94E+00
56,0.05 ,3.92E+00
56,0.06 ,3.87E+00
56,0.07 ,3.74E+00
56,0.08 ,4.05E+00
56,0.09 ,3.78E+00
56,0.10 ,4.03E+00
56,0.11 ,4.13E+00
56,0.12 ,4.04E+00
56,0.13 ,3.78E+00
56,0.14 ,4.05E+00
56,0.15 ,3.88E+00
56,0.16 ,3.75E+00
56,0.17 ,3.82E+00
56,0.18 ,3.83E+00
56,0.19 ,3.90E+00
56,0.20 ,3.95E+00
56,0.21 ,3.94E+00
56,0.22 ,3.94E+00
56,0.23 ,3.79E+00
56,0.24 ,3.93E+00
56,0.25 ,3.77E+00
56,0.26 ,3.90E+00
56,0.27 ,3.99E+00
56,0.28 ,3.89E+00
56,0.29 ,3.61E+00
56,0.30 ,3.86E+00
56,0.31 ,3.47E+00
56,0.32 ,3.78E+00
56,0.33 ,3.67E+00
56,0.34 ,4.02E+00
56,0.35 ,3.22E+00
56,0.36 ,2.65E+00
56,0.37 ,3.50E+00
56,0.38 ,4.08E+00
56,0.39 ,2.98E+00
56,0.40 ,3.66E+00
56,0.41 ,3.95E+00
56,0.42 ,3.92E+00
56,0.43 ,3.80E+00
56,0.44 ,3.85E+00
56,0.45 ,3.53E+00
56,0.46 ,3.85E+00
56,0.47 ,3.83E+00
56,0.48 ,3.90E+00
56,0.49 ,3.77E+00
56,0.51 ,3.53E+00
56,0.52 ,4.00E+00
56,0.53 ,3.89E+00
56,0.54 ,3.75E+00
56,0.55 ,3.17E+00
56,0.56 ,3.90E+00
56,0.57 ,3.77E+00
56,0.58 ,3.45E+00
56,0.59 ,4.22E+00
56,0.60 ,3.76E+00
56,0.61 ,3.85E+00
56,0.62 ,3.74E+00
56,0.63 ,3.82E+00
56,0.64 ,3.79E+00
56,0.65 ,3.89E+00
56,0.66 ,4.03E+00
56,0.67 ,3.91E+00
56,0.68 ,3.41E+00
56,0.69 ,4.00E+00
56,0.70 ,3.68E+00
56,0.71 ,3.98E+00
56,0.72 ,3.79E+00
56,0.73 ,3.76E+00
56,0.74 ,3.03E+00
56,0.75 ,3.75E+00
56,0.76 ,3.94E+00
56,0.77 ,3.94E+00
56,0.78 ,3.89E+00
56,0.79 ,3.96E+00
56,0.80 ,3.73E+00
56,0.81 ,2.48E+00
56,0.82 ,3.73E+00
56,0.83 ,3.90E+00
56,0.84 ,3.76E+00
56,0.85 ,3.84E+00
56,0.86 ,3.86E+00
56,0.87 ,3.02E+00
56,0.88 ,3.83E+00
56,0.89 ,3.63E+00
56,0.90 ,3.81E+00
56,0.91 ,3.87E+00
56,0.92 ,3.91E+00
56,0.93 ,3.90E+00
56,0.94 ,3.71E+00
56,0.95 ,3.89E+00
56,0.96 ,3.92E+00
56,0.97 ,3.90E+00
56,0.98 ,4.00E+00
56,0.99 ,3.83E+00
56,1.00 ,4.29E+00
57,0.00 ,3.85E+00
57,0.01 ,4.18E+00
57,0.02 ,3.68E+00
57,0.03 ,3.95E+00
57,0.04 ,3.71E+00
57,0.05 ,3.75E+00
57,0.06 ,4.12E+00
57,0.07 ,3.86E+00
57,0.08 ,3.38E+00
57,0.09 ,3.82E+00
57,0.10 ,3.80E+00
57,0.11 ,3.71E+00
57,0.12 ,3.20E+00
57,0.13 ,3.85E+00
57,0.14 ,3.60E+00
57,0.15 ,3.91E+00
57,0.16 ,3.94E+00
57,0.17 ,3.79E+00
57,0.18 ,3.75E+00
57,0.19 ,4.06E+00
57,0.20 ,3.88E+00
57,0.21 ,3.84E+00
57,0.22 ,3.76E+00
57,0.23 ,4.00E+00
57,0.24 ,3.97E+00
57,0.25 ,3.83E+00
57,0.26 ,3.24E+00
57,0.27 ,3.84E+00
57,0.28 ,3.91E+00
57,0.29 ,3.34E+00
57,0.30 ,3.25E+00
57,0.31 ,3.92E+00
57,0.32 ,3.86E+00
57,0.33 ,3.74E+00
57,0.34 ,3.88E+00
57,0.35 ,3.43E+00
57,0.36 ,3.68E+00
57,0.37 ,3.89E+00
57,0.38 ,3.89E+00
57,0.39 ,3.89E+00
57,0.40 ,3.78E+00
57,0.41 ,3.96E+00
57,0.42 ,3.58E+00
57,0.43 ,3.71E+00
57,0.44 ,4.09E+00
57,0.45 ,3.40E+00
57,0.46 ,4.01E+00
57,0.47 ,3.73E+00
57,0.48 ,3.09E+00
57,0.49 ,4.01E+00
57,0.51 ,2.91E+00
57,0.52 ,3.16E+00
57,0.53 ,3.86E+00
57,0.54 ,4.03E+00
57,0.55 ,3.90E+00
57,0.56 ,4.08E+00
57,0.57 ,4.13E+00
57,0.58 ,3.73E+00
57,0.59 ,3.93E+00
57,0.60 ,3.72E+00
57,0.61 ,3.23E+00
57,0.62 ,3.94E+00
57,0.63 ,3.81E+00
57,0.64 ,3.88E+00
57,0.65 ,4.06E+00
57,0.66 ,3.50E+00
57,0.67 ,3.96E+00
57,0.68 ,3.93E+00
57,0.69 ,3.60E+00
57,0.70 ,3.88E+00
57,0.71 ,3.85E+00
57,0.72 ,3.74E+00
57,0.73 ,3.95E+00
57,0.74 ,3.25E+00
57,0.75 ,3.92E+00
57,0.76 ,4.02E+00
57,0.77 ,3.85E+00
57,0.78 ,3.81E+00
57,0.79 ,4.00E+00
57,0.80 ,3.88E+00
57,0.81 ,3.96E+00
57,0.82 ,3.48E+00
57,0.83 ,3.93E+00
57,0.84 ,3.78E+00
57,0.85 ,3.23E+00
57,0.86 ,3.87E+00
57,0.87 ,3.81E+00
57,0.88 ,3.67E+00
57,0.89 ,3.92E+00
57,0.90 ,3.86E+00
57,0.91 ,3.23E+00
57,0.92 ,3.92E+00
57,0.93 ,3.64E+00
57,0.94 ,3.82E+00
57,0.95 ,3.92E+00
57,0.96 ,3.75E+00
57,0.97 ,4.04E+00
57,0.98 ,3.80E+00
57,0.99 ,4.01E+00
57,1.00 ,3.23E+00
58,0.00 ,4.08E+00
58,0.01 ,3.98E+00
58,0.02 ,4.04E+00
58,0.03 ,4.02E+00
58,0.04 ,3.67E+00
58,0.05 ,3.95E+00
58,0.06 ,3.44E+00
58,0.07 ,3.88E+00
58,0.08 ,3.90E+00
58,0.09 ,4.05E+00
58,0.10 ,3.95E+00
58,0.11 ,3.98E+00
58,0.12 ,4.11E+00
58,0.13 ,3.64E+00
58,0.14 ,3.86E+00
58,0.15 ,3.34E+00
58,0.16 ,3.94E+00
58,0.17 ,3.75E+00
58,0.18 ,3.95E+00
58,0.19 ,3.16E+00
58,0.20 ,3.79E+00
58,0.21 ,3.82E+00
58,0.22 ,4.09E+00
58,0.23 ,4.10E+00
58,0.24 ,3.91E+00
58,0.25 ,3.63E+00
58,0.26 ,3.51E+00
58,0.27 ,3.81E+00
58,0.28 ,3.69E+00
58,0.29 ,4.06E+00
58,0.30 ,3.87E+00
58,0.31 ,3.38E+00
58,0.32 ,3.81E+00
58,0.33 ,3.92E+00
58,0.34 ,3.73E+00
58,0.35 ,3.94E+00
58,0.36 ,4.03E+00
58,0.37 ,3.59E+00
58,0.38 ,3.89E+00
58,0.39 ,4.02E+00
58,0.40 ,3.83E+00
58,0.41 ,3.83E+00
58,0.42 ,4.11E+00
58,0.43 ,3.23E+00
58,0.44 ,3.69E+00
58,0.45 ,4.09E+00
58,0.46 ,3.89E+00
58,0.47 ,2.52E+00
58,0.48 ,3.84E+00
58,0.49 ,4.03E+00
58,0.51 ,3.20E+00
58,0.52 ,3.92E+00
58,0.53 ,4.00E+00
58,0.54 ,3.76E+00
58,0.55 ,3.74E+00
58,0.56 ,3.71E+00
58,0.57 ,3.93E+00
58,0.58 ,3.63E+00
58,0.59 ,3.77E+00
58,0.60 ,3.95E+00
58,0.61 ,3.42E+00
58,0.62 ,3.87E+00
58,0.63 ,3.88E+00
58,0.64 ,3.95E+00
58,0.65 ,3.88E+00
58,0.66 ,3.81E+00
58,0.67 ,3.76E+00
58,0.68 ,3.75E+00
58,0.69 ,3.86E+00
58,0.70 ,3.00E+00
58,0.71 ,3.96E+00
58,0.72 ,3.81E+00
58,0.73 ,3.79E+00
58,0.74 ,4.17E+00
58,0.75 ,3.83E+00
58,0.76 ,3.93E+00
58,0.77 ,3.89E+00
58,0.78 ,3.90E+00
58,0.79 ,3.20E+00
58,0.80 ,3.79E+00
58,0.81 ,3.90E+00
58,0.82 ,3.91E+00
58,0.83 ,3.95E+00
58,0.84 ,4.21E+00
58,0.85 ,3.72E+00
58,0.86 ,4.10E+00
58,0.87 ,3.73E+00
58,0.88 ,3.91E+00
58,0.89 ,3.99E+00
58,0.90 ,3.22E+00
58,0.91 ,3.69E+00
58,0.92 ,3.97E+00
58,0.93 ,3.93E+00
58,0.94 ,3.27E+00
58,0.95 ,3.68E+00
58,0.96 ,3.81E+00
58,0.97 ,3.82E+00
58,0.98 ,4.07E+00
58,0.99 ,3.85E+00
58,1.00 ,3.85E+00
59,0.00 ,3.62E+00
