SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.487745,-1.25271,1.52768571,0.480701,0.552624,0.524998,0.433486
0.48385,-1.22907,1.536517302,0.480705,0.552621,0.525002,0.433481
0.47607,-1.18179,1.525618151,0.480877,0.552471,0.525137,0.433318
0.47218,-1.15815,1.508868271,0.480877,0.552471,0.525137,0.433318
0.46829,-1.13451,1.489705966,0.480877,0.552471,0.525137,0.433318
0.4644,-1.11087,1.472977084,0.480997,0.552367,0.525231,0.433204
0.456625,-1.06359,1.462208475,0.481112,0.552267,0.525321,0.433095
0.45274,-1.03995,1.471114892,0.481169,0.552217,0.525366,0.43304
0.448855,-1.01631,1.487639477,0.481169,0.552217,0.525366,0.43304
0.44497,-0.99267,1.5078918,0.481284,0.552116,0.525456,0.432931
0.4372,-0.94539,1.540669295,0.481403,0.552013,0.525549,0.432818
0.43332,-0.92175,1.545495023,0.481399,0.552016,0.525546,0.432822
0.429435,-0.89811,1.540534695,0.481461,0.551962,0.525594,0.432763
0.425555,-0.87447,1.527173037,0.481575,0.551862,0.525684,0.432654
0.417795,-0.82719,1.490218726,0.481633,0.551812,0.525729,0.432599
0.413915,-0.80355,1.47600665,0.48169,0.551762,0.525774,0.432544
0.410035,-0.77991,1.46986648,0.481752,0.551708,0.525823,0.432485
0.40616,-0.75627,1.473472926,0.481805,0.551662,0.525864,0.432435
0.398405,-0.70899,1.504868008,0.481924,0.551558,0.525958,0.432321
0.39453,-0.68535,1.525322697,0.481981,0.551508,0.526003,0.432267
0.390655,-0.66171,1.542642943,0.481981,0.551508,0.526003,0.432267
0.38678,-0.63807,1.55276065,0.482094,0.551409,0.526091,0.432159
0.379035,-0.59078,1.544536271,0.482212,0.551306,0.526183,0.432047
0.37516,-0.567145,1.528567706,0.482216,0.551302,0.526187,0.432042
0.37129,-0.54351,1.509562526,0.482272,0.551253,0.526231,0.431989
0.36742,-0.51987,1.492361264,0.48233,0.551203,0.526276,0.431934
0.35968,-0.47259,1.479439363,0.482387,0.551153,0.526321,0.431879
0.35581,-0.44895,1.487244606,0.482506,0.551049,0.526414,0.431766
0.351945,-0.42531,1.503064821,0.482616,0.550952,0.5265,0.43166
0.348075,-0.40167,1.523215191,0.482563,0.550999,0.526459,0.431711
0.340345,-0.35439,1.557609644,0.482735,0.550848,0.526593,0.431547
0.33648,-0.33075,1.563824707,0.482735,0.550848,0.526593,0.431547
0.332615,-0.30711,1.560250119,0.48285,0.550748,0.526683,0.431437
0.32875,-0.28347,1.547964484,0.482854,0.550744,0.526687,0.431433
0.321025,-0.23619,1.511406161,0.482969,0.550643,0.526776,0.431323
0.317165,-0.21255,1.496478409,0.483083,0.550543,0.526866,0.431214
0.313305,-0.18891,1.489241517,0.483083,0.550543,0.526866,0.431214
0.309445,-0.16527,1.491658092,0.483083,0.550543,0.526866,0.431214
0.30173,-0.11799,1.521635257,0.483289,0.550362,0.527027,0.431017
0.296635,-0.086835,1.542531593,0.483289,0.550362,0.527027,0.431017
