SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.52085173,-1.246277197,1.480917766,0.480701,0.552624,0.524998,0.433486
0.514356712,-1.218600363,1.49239413,0.480705,0.552621,0.525002,0.433481
0.497317155,-1.165809414,1.495663923,0.480877,0.552471,0.525137,0.433318
0.487594744,-1.141187575,1.486969164,0.480877,0.552471,0.525137,0.433318
0.477745958,-1.117902286,1.4738786,0.480877,0.552471,0.525137,0.433318
0.468303078,-1.09592186,1.459751503,0.480997,0.552367,0.525231,0.433204
0.452543557,-1.055179302,1.442234096,0.481112,0.552267,0.525321,0.433095
0.44694015,-1.0358332,1.443442272,0.481169,0.552217,0.525366,0.43304
0.443105405,-1.016676185,1.45169879,0.481169,0.552217,0.525366,0.43304
0.441034832,-0.997307807,1.465137535,0.481284,0.552116,0.525456,0.432931
0.441394784,-0.956463637,1.494559598,0.481403,0.552013,0.525549,0.432818
0.443104084,-0.934412952,1.503664999,0.481399,0.552016,0.525546,0.432822
0.44518498,-0.911052469,1.505880747,0.481461,0.551962,0.525594,0.432763
0.447114555,-0.88635722,1.500834613,0.481575,0.551862,0.525684,0.432654
0.448489256,-0.833450283,1.476005466,0.481633,0.551812,0.525729,0.432599
0.447118406,-0.805741232,1.462634367,0.48169,0.551762,0.525774,0.432544
0.444032173,-0.777657791,1.453264127,0.481752,0.551708,0.525823,0.432485
0.439164652,-0.74959688,1.450360294,0.481805,0.551662,0.525864,0.432435
0.424572026,-0.695084982,1.465682812,0.481924,0.551558,0.525958,0.432321
0.415462706,-0.66928,1.480510343,0.481981,0.551508,0.526003,0.432267
0.405734108,-0.64473185,1.495830011,0.481981,0.551508,0.526003,0.432267
0.395909117,-0.621521653,1.508063533,0.482094,0.551409,0.526091,0.432159
0.378062067,-0.578835462,1.513466852,0.482212,0.551306,0.526183,0.432047
0.370937395,-0.558963223,1.505673635,0.482216,0.551302,0.526187,0.432042
0.365445493,-0.539643184,1.493104024,0.482272,0.551253,0.526231,0.431989
0.361726243,-0.520484902,1.479022901,0.48233,0.551203,0.526276,0.431934
0.359394687,-0.48108812,1.460338075,0.482387,0.551153,0.526321,0.431879
0.360299261,-0.460145436,1.46067122,0.482506,0.551049,0.526414,0.431766
0.362058402,-0.438024043,1.468180383,0.482616,0.550952,0.5265,0.43166
0.364159721,-0.414588289,1.481215581,0.482563,0.550999,0.526459,0.431711
0.367296927,-0.363819754,1.511216196,0.482735,0.550848,0.526593,0.431547
0.367357079,-0.336798594,1.521228358,0.482735,0.550848,0.526593,0.431547
0.365909652,-0.309058477,1.524534894,0.48285,0.550748,0.526683,0.431437
0.362738692,-0.280965654,1.520529669,0.482854,0.550744,0.526687,0.431433
0.351142679,-0.225308897,1.496774461,0.482969,0.550643,0.526776,0.431323
0.343063413,-0.198493234,1.483234765,0.483083,0.550543,0.526866,0.431214
0.333921298,-0.172754565,1.473283388,0.483083,0.550543,0.526866,0.431214
0.324188168,-0.148280359,1.469547539,0.483083,0.550543,0.526866,0.431214
0.305058312,-0.103303798,1.483404274,0.483289,0.550362,0.527027,0.431017
0.295441242,-0.075080682,1.498279447,0.483289,0.550362,0.527027,0.431017
