SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.32967173,-1.279917197,1.516672766,-0.710715,0.075881,0.074248,-0.695423
0.350182199,-1.272600096,1.52639485,-0.711046,0.072721,0.071156,-0.695746
0.366409744,-1.269387575,1.508849164,-0.711332,0.069862,0.068359,-0.696027
0.382183078,-1.27140186,1.475021503,-0.711633,0.066726,0.065291,-0.696321
0.401533557,-1.277939302,1.451104096,-0.711918,0.063613,0.062244,-0.6966
0.427235405,-1.286716185,1.45438879,-0.712181,0.060602,0.059298,-0.696857
0.459886354,-1.294666492,1.4773636,-0.712447,0.057381,0.056147,-0.697118
0.497644084,-1.299012952,1.494649999,-0.712672,0.054517,0.053344,-0.697338
0.536909555,-1.29823722,1.486294613,-0.712903,0.051418,0.050312,-0.697563
0.573574256,-1.292610283,1.456150466,-0.713112,0.048427,0.047385,-0.697768
0.604437173,-1.284097791,1.428319127,-0.713315,0.045342,0.044366,-0.697967
0.628344502,-1.275673404,1.424986435,-0.713506,0.042223,0.041314,-0.698154
0.646577706,-1.27028,1.446040343,-0.713676,0.039248,0.038403,-0.69832
0.662419117,-1.269801653,1.469158533,-0.713846,0.036018,0.035243,-0.698487
0.679987067,-1.274405462,1.470346852,-0.71399,0.033055,0.032344,-0.698627
0.702805493,-1.282483184,1.445984024,-0.714126,0.029964,0.029319,-0.698761
0.732586177,-1.291213038,1.41617144,-0.714249,0.026872,0.026294,-0.698881
0.768589261,-1.297545436,1.40622122,-0.714359,0.023788,0.023277,-0.698988
0.807934721,-1.299268289,1.423425581,-0.714451,0.020832,0.020383,-0.699078
0.846561927,-1.295779754,1.450316196,-0.714534,0.017739,0.017357,-0.69916
0.880679652,-1.288298477,1.460734894,-0.714607,0.014519,0.014207,-0.699231
0.908072201,-1.279437883,1.44390417,-0.714661,0.011567,0.011318,-0.699284
0.928863413,-1.272293234,1.414304765,-0.714704,0.008481,0.008298,-0.699326
0.945508168,-1.269360359,1.398377539,-0.714734,0.005397,0.005281,-0.699355
0.961898312,-1.271663798,1.410219274,-0.714751,0.002313,0.002264,-0.699372
0.982011384,-1.278398891,1.438611751,-0.714754,-0.000771,-0.000754,-0.699375
1.008547649,-1.287212879,1.457340729,-0.714744,-0.003856,-0.003773,-0.699365
1.041937059,-1.29502678,1.449297201,-0.714721,-0.006939,-0.00679,-0.699342
1.080228819,-1.299110975,1.422207331,-0.714686,-0.009897,-0.009684,-0.699308
1.119752855,-1.298038737,1.401524058,-0.714634,-0.013107,-0.012825,-0.699258
1.156420131,-1.292184629,1.407036183,-0.714571,-0.016199,-0.01585,-0.699196
1.187109559,-1.28359366,1.434669234,-0.714501,-0.019022,-0.018612,-0.699128
1.210816299,-1.275266902,1.460216113,-0.714408,-0.022242,-0.021764,-0.699037
1.228948018,-1.270113132,1.4616242,-0.714301,-0.025463,-0.024915,-0.698931
1.244859658,-1.269932709,1.439249624,-0.714194,-0.0283,-0.027691,-0.698827
1.262679712,-1.274788661,1.415519437,-0.71406,-0.031498,-0.03082,-0.698696
1.285868023,-1.282984664,1.414348493,-0.713917,-0.0346,-0.033856,-0.698555
1.315988907,-1.291657618,1.439111036,-0.713767,-0.037562,-0.036754,-0.698409
1.3521862,-1.297777811,1.469569238,-0.713597,-0.040664,-0.039789,-0.698243
1.39147234,-1.299207283,1.480459364,-0.713412,-0.043782,-0.04284,-0.698062
1.429767008,-1.295446679,1.464734535,-0.713225,-0.046741,-0.045735,-0.697878
1.463330756,-1.287809686,1.440028195,-0.713005,-0.049986,-0.04891,-0.697663
1.490066302,-1.278964125,1.432457405,-0.712788,-0.052977,-0.051837,-0.697452
1.510241172,-1.272000005,1.452595535,-0.712551,-0.056076,-0.054869,-0.69722
1.526410751,-1.269350094,1.48575656,-0.712301,-0.059171,-0.057898,-0.696975
1.542525614,-1.271940081,1.505512726,-0.712045,-0.062182,-0.060844,-0.696724
1.562519972,-1.278865211,1.497955898,-0.711766,-0.065296,-0.063891,-0.696451
1.588972094,-1.287706335,1.47452584,-0.711485,-0.068282,-0.066813,-0.696177
1.62218865,-1.295374994,1.461461747,-0.71119,-0.071292,-0.069758,-0.695888
1.660097575,-1.299192306,1.475683451,-0.710859,-0.074524,-0.072921,-0.695563
1.698971907,-1.297824774,1.509261213,-0.710718,-0.075854,-0.074222,-0.695426
