a [mm],alpha [°],d [mm],theta [°]
1.14222470961638e-14,1.5707963267949,-5.37557344969695e-15,1.5707963267949
1.38777878078145e-15,1.5707963267949,0,-1.5707963267949
-7.94248012453253e-15,1.5707963267949,0,1.5707963267949
1.69990558305709e-15,0,295.5,-0.00452869373934099
208.481600944881,1.5707963267949,6.95445314144235,1.58185825831332
-0.488510361355707,1.5707963267949,375.396848204203,3.12468946029924
-1.28178886707435,1.5707963267949,0.502062031577856,3.13751629830131
0.565372192023477,1.5707963267949,159.305891140509,3.14159265358979
