SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.392545284,-1.220870203,1.534286668,-0.710715,0.075881,0.074248,-0.695423
0.389694897,-1.251133052,1.532380404,-0.711046,0.072721,0.071156,-0.695746
0.367361348,-1.285845749,1.530483511,-0.711332,0.069862,0.068359,-0.696027
0.342843851,-1.295399751,1.528429354,-0.711633,0.066726,0.065291,-0.696321
0.334248507,-1.271645877,1.526096538,-0.711918,0.063613,0.062244,-0.6966
0.354111821,-1.234845231,1.523379147,-0.712181,0.060602,0.059298,-0.696857
0.405071093,-1.216387294,1.520181164,-0.712447,0.057381,0.056147,-0.697118
0.478888378,-1.232015947,1.5164599,-0.712672,0.054517,0.053344,-0.697338
0.559367997,-1.268400575,1.512173296,-0.712903,0.051418,0.050312,-0.697563
0.628004151,-1.294506544,1.507331002,-0.713112,0.048427,0.047385,-0.697768
0.670427277,-1.288066506,1.501974187,-0.713315,0.045342,0.044366,-0.697967
0.681445259,-1.254573556,1.496164104,-0.713506,0.042223,0.041314,-0.698154
0.666842179,-1.222595842,1.489999443,-0.713676,0.039248,0.038403,-0.69832
0.641371026,-1.219409075,1.483592598,-0.713846,0.036018,0.035243,-0.698487
0.623581802,-1.247731441,1.477084987,-0.71399,0.033055,0.032344,-0.698627
0.629349721,-1.283405093,1.470621613,-0.714126,0.029964,0.029319,-0.698761
0.666342796,-1.296001832,1.464370086,-0.714249,0.026872,0.026294,-0.698881
0.731301676,-1.274777143,1.458474335,-0.714359,0.023788,0.023277,-0.698988
0.811231242,-1.237834838,1.453103277,-0.714451,0.020832,0.020383,-0.699078
0.88789367,-1.216685225,1.448394677,-0.714534,0.017739,0.017357,-0.69916
0.944210936,-1.22936808,1.444464458,-0.714607,0.014519,0.014207,-0.699231
0.970212403,-1.265065434,1.441431681,-0.714661,0.011567,0.011318,-0.699284
0.96650786,-1.293328871,1.439369398,-0.714704,0.008481,0.008298,-0.699326
0.944109255,-1.290050809,1.438321535,-0.714734,0.005397,0.005281,-0.699355
0.920547405,-1.258027304,1.438310948,-0.714751,0.002313,0.002264,-0.699372
0.91375623,-1.224573126,1.439323706,-0.714754,-0.000771,-0.000754,-0.699375
0.935834421,-1.218223351,1.441314651,-0.714744,-0.003856,-0.003773,-0.699365
0.988769265,-1.244394084,1.444209193,-0.714721,-0.006939,-0.00679,-0.699342
1.063782184,-1.280762735,1.447906289,-0.714686,-0.009897,-0.009684,-0.699308
1.144375347,-1.296308299,1.452277467,-0.714634,-0.013107,-0.012825,-0.699258
1.21211309,-1.277771031,1.45718675,-0.714571,-0.016199,-0.01585,-0.699196
1.253020517,-1.24096248,1.462486278,-0.714501,-0.019022,-0.018612,-0.699128
1.262523347,-1.217278868,1.4680024,-0.714408,-0.022242,-0.021764,-0.699037
1.246991082,-1.22692137,1.473586998,-0.714301,-0.025463,-0.024915,-0.698931
1.221538461,-1.261665317,1.479093795,-0.714194,-0.0283,-0.027691,-0.698827
1.204743704,-1.291875511,1.484369381,-0.71406,-0.031498,-0.03082,-0.698696
1.212158604,-1.291783864,1.489308732,-0.713917,-0.0346,-0.033856,-0.698555
1.250857582,-1.261468548,1.493805,-0.713767,-0.037562,-0.036754,-0.698409
1.3169879,-1.226787314,1.497793365,-0.713597,-0.040664,-0.039789,-0.698243
1.397105528,-1.21732187,1.501228827,-0.713412,-0.043782,-0.04284,-0.698062
1.472866535,-1.241145861,1.504107796,-0.713225,-0.046741,-0.045735,-0.697878
1.527443402,-1.277938374,1.506448437,-0.713005,-0.049986,-0.04891,-0.697663
1.55139836,-1.296316867,1.508309742,-0.712788,-0.052977,-0.051837,-0.697452
1.545970274,-1.28060522,1.509769385,-0.712551,-0.056076,-0.054869,-0.69722
1.522658379,-1.24420484,1.510930417,-0.712301,-0.059171,-0.057898,-0.696975
1.499205265,-1.218163795,1.511936967,-0.712045,-0.062182,-0.060844,-0.696724
1.493367374,-1.224694057,1.512919088,-0.711766,-0.065296,-0.063891,-0.696451
1.516746925,-1.258225573,1.514041978,-0.711485,-0.068282,-0.066813,-0.696177
1.570723923,-1.2901573,1.515459787,-0.71119,-0.071292,-0.069758,-0.695888
1.645974086,-1.293252751,1.517319282,-0.710859,-0.074524,-0.072921,-0.695563
1.725726081,-1.264871631,1.519788587,-0.710718,-0.075854,-0.074222,-0.695426
