Time,Z_Trad,Z_Int,F_Trad,F_Int,Integral
4.690000,-0.000000,-1.841287,0.000000,0.000000,-37.444965
4.700000,-0.000000,-1.844444,0.000000,0.000000,-37.507492
4.710000,-0.000000,-1.847598,0.000000,0.000000,-37.569956
4.720000,-0.000000,-1.850749,0.000000,0.000000,-37.632358
4.730000,-0.000000,-1.853897,0.000000,0.000000,-37.694698
4.740000,-0.000000,-1.857042,0.000000,0.000000,-37.756975
4.750000,-0.000000,-1.860183,0.000000,0.000000,-37.819190
4.760000,-0.000000,-1.863322,0.000000,0.000000,-37.881343
4.770000,-0.000000,-1.866457,0.000000,0.000000,-37.943434
4.780000,-0.000000,-1.869589,0.000000,0.000000,-38.005462
4.790000,-0.000000,-1.872718,0.000000,0.000000,-38.067429
4.800000,-0.000000,-1.875844,0.000000,0.000000,-38.129334
4.810000,-0.000000,-1.878967,0.000000,0.000000,-38.191176
4.820000,-0.000000,-1.882086,0.000000,0.000000,-38.252958
4.830000,-0.000000,-1.885203,0.000000,0.000000,-38.314677
4.840000,-0.000000,-1.888316,0.000000,0.000000,-38.376334
4.850000,-0.000000,-1.891426,0.000000,0.000000,-38.437930
4.860000,-0.000000,-1.894534,0.000000,0.000000,-38.499465
4.870000,-0.000000,-1.897638,0.000000,0.000000,-38.560938
4.880000,-0.000000,-1.900739,0.000000,0.000000,-38.622349
4.890000,-0.000000,-1.903836,0.000000,0.000000,-38.683699
4.900000,-0.000000,-1.906931,0.000000,0.000000,-38.744988
4.910000,-0.000000,-1.910023,0.000000,0.000000,-38.806215
4.920000,-0.000000,-1.913111,0.000000,0.000000,-38.867381
4.930000,-0.000000,-1.916197,0.000000,0.000000,-38.928487
4.940000,-0.000000,-1.919279,0.000000,0.000000,-38.989531
4.950000,0.000000,-1.922359,0.000000,0.000000,-39.050514
4.960000,0.000000,-1.925435,0.000000,0.000000,-39.111436
4.970000,0.000000,-1.928508,0.000000,0.000000,-39.172297
4.980000,0.000000,-1.931578,0.000000,0.000000,-39.233097
4.990000,0.000000,-1.934645,0.000000,0.000000,-39.293837
