Time,X,Y,Z,Force
8.620000,-0.008132,-0.049334,-1.383910,0.000000
8.630000,-0.007511,-0.049433,-1.384975,0.000000
8.640000,-0.006890,-0.049523,-1.386040,0.000000
8.650000,-0.006267,-0.049606,-1.387103,0.000000
8.660000,-0.005643,-0.049681,-1.388166,0.000000
8.670000,-0.005018,-0.049748,-1.389227,0.000000
8.680000,-0.004393,-0.049807,-1.390287,0.000000
8.690000,-0.003766,-0.049858,-1.391347,0.000000
8.700000,-0.003140,-0.049901,-1.392405,0.000000
8.710000,-0.002512,-0.049937,-1.393462,0.000000
8.720000,-0.001885,-0.049964,-1.394518,0.000000
8.730000,-0.001257,-0.049984,-1.395573,0.000000
8.740000,-0.000628,-0.049996,-1.396627,0.000000
8.750000,-0.000000,-0.050000,-1.397680,0.000000
8.760000,0.000628,-0.049996,-1.398732,0.000000
8.770000,0.001256,-0.049984,-1.399783,0.000000
8.780000,0.001884,-0.049964,-1.400832,0.000000
8.790000,0.002512,-0.049937,-1.401881,0.000000
8.800000,0.003140,-0.049901,-1.402929,0.000000
8.810000,0.003766,-0.049858,-1.403975,0.000000
8.820000,0.004393,-0.049807,-1.405021,0.000000
8.830000,0.005018,-0.049748,-1.406065,0.000000
8.840000,0.005643,-0.049681,-1.407109,0.000000
8.850000,0.006267,-0.049606,-1.408151,0.000000
8.860000,0.006890,-0.049523,-1.409193,0.000000
8.870000,0.007511,-0.049433,-1.410233,0.000000
8.880000,0.008132,-0.049334,-1.411272,0.000000
8.890000,0.008751,-0.049228,-1.412311,0.000000
8.900000,0.009369,-0.049114,-1.413348,0.000000
8.910000,0.009985,-0.048993,-1.414384,0.000000
8.920000,0.010600,-0.048863,-1.415419,0.000000
8.930000,0.011214,-0.048726,-1.416453,0.000000
8.940000,0.011825,-0.048582,-1.417486,0.000000
8.950000,0.012434,-0.048429,-1.418518,0.000000
8.960000,0.013042,-0.048269,-1.419549,0.000000
8.970000,0.013648,-0.048101,-1.420579,0.000000
8.980000,0.014251,-0.047926,-1.421608,0.000000
8.990000,0.014852,-0.047743,-1.422636,0.000000
9.000000,0.015451,-0.047553,-1.423663,0.000000
9.010000,0.016047,-0.047355,-1.424689,0.000000
9.020000,0.016641,-0.047150,-1.425714,0.000000
9.030000,0.017232,-0.046937,-1.426738,0.000000
9.040000,0.017821,-0.046716,-1.427760,0.000000
9.050000,0.018406,-0.046489,-1.428782,0.000000
9.060000,0.018989,-0.046254,-1.429803,0.000000
9.070000,0.019569,-0.046012,-1.430823,0.000000
9.080000,0.020145,-0.045762,-1.431841,0.000000
9.090000,0.020719,-0.045505,-1.432859,0.000000
9.100000,0.021289,-0.045241,-1.433876,0.000000
9.110000,0.021856,-0.044970,-1.434892,0.000000
9.120000,0.022419,-0.044692,-1.435906,0.000000
9.130000,0.022979,-0.044407,-1.436920,0.000000
9.140000,0.023535,-0.044115,-1.437932,0.000000
9.150000,0.024088,-0.043815,-1.438944,0.000000
9.160000,0.024636,-0.043509,-1.439955,0.000000
9.170000,0.025181,-0.043196,-1.440964,0.000000
9.180000,0.025722,-0.042876,-1.441973,0.000000
9.190000,0.026259,-0.042550,-1.442980,0.000000
9.200000,0.026791,-0.042216,-1.443987,0.000000
9.210000,0.027320,-0.041876,-1.444993,0.000000
9.220000,0.027844,-0.041530,-1.445997,0.000000
9.230000,0.028363,-0.041177,-1.447001,0.000000
9.240000,0.028879,-0.040817,-1.448003,0.000000
9.250000,0.029389,-0.040451,-1.449005,0.000000
9.260000,0.029895,-0.040078,-1.450005,0.000000
9.270000,0.030397,-0.039700,-1.451005,0.000000
9.280000,0.030893,-0.039314,-1.452003,0.000000
9.290000,0.031385,-0.038923,-1.453001,0.000000
9.300000,0.031871,-0.038526,-1.453997,0.000000
9.310000,0.032353,-0.038122,-1.454993,0.000000
9.320000,0.032829,-0.037713,-1.455988,0.000000
9.330000,0.033301,-0.037297,-1.456981,0.000000
9.340000,0.033767,-0.036876,-1.457974,0.000000
9.350000,0.034227,-0.036448,-1.458965,0.000000
9.360000,0.034683,-0.036015,-1.459956,0.000000
9.370000,0.035132,-0.035577,-1.460945,0.000000
9.380000,0.035577,-0.035133,-1.461934,0.000000
9.390000,0.036015,-0.034683,-1.462922,0.000000
9.400000,0.036448,-0.034227,-1.463908,0.000000
9.410000,0.036876,-0.033767,-1.464894,0.000000
9.420000,0.037297,-0.033301,-1.465879,0.000000
9.430000,0.037713,-0.032829,-1.466862,0.000000
9.440000,0.038122,-0.032353,-1.467845,0.000000
9.450000,0.038526,-0.031871,-1.468827,0.000000
9.460000,0.038923,-0.031385,-1.469807,0.000000
9.470000,0.039314,-0.030893,-1.470787,0.000000
9.480000,0.039700,-0.030397,-1.471766,0.000000
9.490000,0.040078,-0.029895,-1.472744,0.000000
9.500000,0.040451,-0.029389,-1.473721,0.000000
9.510000,0.040817,-0.028879,-1.474696,0.000000
9.520000,0.041177,-0.028363,-1.475671,0.000000
9.530000,0.041530,-0.027844,-1.476645,0.000000
9.540000,0.041876,-0.027320,-1.477618,0.000000
9.550000,0.042216,-0.026791,-1.478590,0.000000
9.560000,0.042550,-0.026259,-1.479561,0.000000
9.570000,0.042876,-0.025722,-1.480531,0.000000
9.580000,0.043196,-0.025181,-1.481500,0.000000
9.590000,0.043509,-0.024636,-1.482468,0.000000
9.600000,0.043815,-0.024088,-1.483435,0.000000
9.610000,0.044115,-0.023535,-1.484401,0.000000
9.620000,0.044407,-0.022979,-1.485367,0.000000
9.630000,0.044692,-0.022419,-1.486331,0.000000
9.640000,0.044970,-0.021856,-1.487294,0.000000
9.650000,0.045241,-0.021289,-1.488256,0.000000
9.660000,0.045505,-0.020719,-1.489218,0.000000
9.670000,0.045762,-0.020145,-1.490178,0.000000
9.680000,0.046012,-0.019569,-1.491137,0.000000
9.690000,0.046254,-0.018989,-1.492096,0.000000
9.700000,0.046489,-0.018406,-1.493053,0.000000
9.710000,0.046716,-0.017821,-1.494010,0.000000
9.720000,0.046937,-0.017232,-1.494965,0.000000
9.730000,0.047150,-0.016641,-1.495920,0.000000
9.740000,0.047355,-0.016047,-1.496874,0.000000
9.750000,0.047553,-0.015451,-1.497826,0.000000
9.760000,0.047743,-0.014852,-1.498778,0.000000
9.770000,0.047926,-0.014251,-1.499729,0.000000
9.780000,0.048101,-0.013648,-1.500679,0.000000
9.790000,0.048269,-0.013042,-1.501627,0.000000
9.800000,0.048429,-0.012435,-1.502575,0.000000
9.810000,0.048582,-0.011825,-1.503522,0.000000
9.820000,0.048726,-0.011214,-1.504468,0.000000
9.830000,0.048863,-0.010600,-1.505414,0.000000
9.840000,0.048993,-0.009986,-1.506358,0.000000
9.850000,0.049114,-0.009369,-1.507301,0.000000
9.860000,0.049228,-0.008751,-1.508243,0.000000
9.870000,0.049334,-0.008132,-1.509185,0.000000
9.880000,0.049433,-0.007511,-1.510125,0.000000
9.890000,0.049523,-0.006890,-1.511064,0.000000
9.900000,0.049606,-0.006267,-1.512003,0.000000
9.910000,0.049681,-0.005643,-1.512941,0.000000
9.920000,0.049748,-0.005018,-1.513877,0.000000
9.930000,0.049807,-0.004393,-1.514813,0.000000
9.940000,0.049858,-0.003766,-1.515748,0.000000
9.950000,0.049901,-0.003140,-1.516681,0.000000
9.960000,0.049937,-0.002512,-1.517614,0.000000
9.970000,0.049964,-0.001885,-1.518546,0.000000
9.980000,0.049984,-0.001257,-1.519477,0.000000
9.990000,0.049996,-0.000628,-1.520407,0.000000
