Time,X,Y,Z,F_Z
5.97,0.367232,0.0469367,-1.65665,0
5.98,0.366641,0.0471495,-1.65887,0
5.99,0.366047,0.0473549,-1.66109,0
6,0.365451,0.0475528,-1.66331,0
6.01,0.364852,0.0477432,-1.66553,0
6.02,0.364251,0.0479261,-1.66774,0
6.03,0.363648,0.0481014,-1.66995,0
6.04,0.363042,0.0482691,-1.67216,0
6.05,0.362435,0.0484292,-1.67437,0
6.06,0.361825,0.0485816,-1.67657,0
6.07,0.361214,0.0487263,-1.67877,0
6.08,0.3606,0.0488634,-1.68097,0
6.09,0.359986,0.0489928,-1.68317,0
6.1,0.359369,0.0491144,-1.68537,0
6.11,0.358751,0.0492282,-1.68756,0
6.12,0.358132,0.0493343,-1.68975,0
6.13,0.357511,0.0494326,-1.69194,0
6.14,0.35689,0.0495231,-1.69413,0
6.15,0.356267,0.0496057,-1.69631,0
6.16,0.355643,0.0496806,-1.6985,0
6.17,0.355018,0.0497476,-1.70068,0
6.18,0.354393,0.0498067,-1.70286,0
6.19,0.353766,0.0498579,-1.70503,0
6.2,0.35314,0.0499013,-1.70721,0
6.21,0.352512,0.0499368,-1.70938,0
6.22,0.351885,0.0499645,-1.71155,0
6.23,0.351257,0.0499842,-1.71372,0
6.24,0.350628,0.0499961,-1.71588,0
6.25,0.35,0.05,-1.71804,0
6.26,0.349372,0.0499961,-1.7202,0
6.27,0.348744,0.0499842,-1.72236,0
6.28,0.348115,0.0499645,-1.72452,0
6.29,0.347488,0.0499368,-1.72667,0
6.3,0.34686,0.0499013,-1.72883,0
6.31,0.346234,0.0498579,-1.73098,0
6.32,0.345607,0.0498067,-1.73313,0
6.33,0.344982,0.0497476,-1.73527,0
6.34,0.344357,0.0496806,-1.73742,0
6.35,0.343733,0.0496057,-1.73956,0
6.36,0.34311,0.0495231,-1.7417,0
6.37,0.342489,0.0494326,-1.74383,0
6.38,0.341868,0.0493343,-1.74597,0
6.39,0.341249,0.0492282,-1.7481,0
6.4,0.340631,0.0491144,-1.75023,0
6.41,0.340015,0.0489928,-1.75236,0
6.42,0.3394,0.0488634,-1.75449,0
6.43,0.338786,0.0487263,-1.75661,0
6.44,0.338175,0.0485816,-1.75874,0
6.45,0.337566,0.0484292,-1.76086,0
6.46,0.336958,0.0482691,-1.76297,0
6.47,0.336352,0.0481014,-1.76509,0
6.48,0.335749,0.0479261,-1.7672,0
6.49,0.335148,0.0477432,-1.76932,0
6.5,0.334549,0.0475528,-1.77143,0
6.51,0.333953,0.0473549,-1.77353,0
6.52,0.333359,0.0471495,-1.77564,0
6.53,0.332768,0.0469367,-1.77774,0
6.54,0.332179,0.0467164,-1.77984,0
6.55,0.331594,0.0464888,-1.78194,0
6.56,0.331011,0.0462539,-1.78404,0
6.57,0.330431,0.0460116,-1.78613,0
6.58,0.329855,0.0457621,-1.78823,0
6.59,0.329281,0.0455053,-1.79032,0
6.6,0.328711,0.0452414,-1.79241,0
6.61,0.328144,0.0449703,-1.79449,0
6.62,0.327581,0.0446921,-1.79658,0
6.63,0.327021,0.0444068,-1.79866,0
6.64,0.326465,0.0441146,-1.80074,0
6.65,0.325912,0.0438153,-1.80282,0
6.66,0.325364,0.0435092,-1.8049,0
6.67,0.324819,0.0431962,-1.80697,0
6.68,0.324278,0.0428763,-1.80904,0
6.69,0.323741,0.0425497,-1.81111,0
6.7,0.323209,0.0422164,-1.81318,0
6.71,0.32268,0.0418764,-1.81525,0
6.72,0.322156,0.0415298,-1.81731,0
6.73,0.321637,0.0411766,-1.81937,0
6.74,0.321121,0.040817,-1.82143,0
6.75,0.320611,0.0404509,-1.82349,0
6.76,0.320105,0.0400784,-1.82554,0
6.77,0.319603,0.0396995,-1.8276,0
6.78,0.319107,0.0393144,-1.82965,0
6.79,0.318615,0.0389231,-1.8317,0
6.8,0.318129,0.0385257,-1.83375,0
6.81,0.317647,0.0381221,-1.83579,0
6.82,0.317171,0.0377126,-1.83783,0
6.83,0.316699,0.0372971,-1.83988,0
6.84,0.316233,0.0368757,-1.84192,0
6.85,0.315773,0.0364484,-1.84395,0
6.86,0.315317,0.0360155,-1.84599,0
6.87,0.314868,0.0355768,-1.84802,0
6.88,0.314423,0.0351325,-1.85005,0
6.89,0.313985,0.0346827,-1.85208,0
6.9,0.313552,0.0342274,-1.85411,0
6.91,0.313124,0.0337666,-1.85613,0
6.92,0.312703,0.0333006,-1.85816,0
6.93,0.312287,0.0328293,-1.86018,0
6.94,0.311878,0.0323528,-1.8622,0
6.95,0.311474,0.0318712,-1.86421,0
6.96,0.311077,0.0313846,-1.86623,0
6.97,0.310686,0.030893,-1.86824,0
6.98,0.3103,0.0303965,-1.87025,0
6.99,0.309922,0.0298953,-1.87226,0
7,0.309549,0.0293893,-1.87427,0
7.01,0.309183,0.0288786,-1.87627,0
7.02,0.308823,0.0283635,-1.87827,0
7.03,0.30847,0.0278438,-1.88028,0
7.04,0.308124,0.0273197,-1.88227,0
7.05,0.307784,0.0267913,-1.88427,0
7.06,0.30745,0.0262587,-1.88627,0
7.07,0.307124,0.025722,-1.88826,0
7.08,0.306804,0.0251812,-1.89025,0
7.09,0.306491,0.0246364,-1.89224,0
7.1,0.306185,0.0240877,-1.89423,0
7.11,0.305885,0.0235352,-1.89621,0
7.12,0.305593,0.022979,-1.89819,0
7.13,0.305308,0.0224192,-1.90017,0
7.14,0.30503,0.0218558,-1.90215,0
7.15,0.304759,0.021289,-1.90413,0
7.16,0.304495,0.0207188,-1.9061,0
7.17,0.304238,0.0201453,-1.90808,0
7.18,0.303988,0.0195687,-1.91005,0
7.19,0.303746,0.018989,-1.91202,0
7.2,0.303511,0.0184062,-1.91398,0
7.21,0.303284,0.0178206,-1.91595,0
7.22,0.303063,0.0172322,-1.91791,0
7.23,0.30285,0.016641,-1.91987,0
7.24,0.302645,0.0160472,-1.92183,0
7.25,0.302447,0.0154509,-1.92379,0
7.26,0.302257,0.0148521,-1.92575,0
7.27,0.302074,0.014251,-1.9277,0
7.28,0.301899,0.0136476,-1.92965,0
7.29,0.301731,0.0130421,-1.9316,0
7.3,0.301571,0.0124345,-1.93355,0
7.31,0.301418,0.011825,-1.93549,0
7.32,0.301274,0.0112135,-1.93744,0
7.33,0.301137,0.0106004,-1.93938,0
7.34,0.301007,0.00998551,-1.94132,0
7.35,0.300886,0.00936907,-1.94326,0
7.36,0.300772,0.00875116,-1.94519,0
7.37,0.300666,0.00813187,-1.94713,0
7.38,0.300567,0.00751129,-1.94906,0
7.39,0.300477,0.00688952,-1.95099,0
7.4,0.300394,0.00626667,-1.95292,0
7.41,0.300319,0.00564283,-1.95484,0
7.42,0.300252,0.00501809,-1.95677,0
7.43,0.300193,0.00439257,-1.95869,0
7.44,0.300142,0.00376635,-1.96061,0
7.45,0.300099,0.00313953,-1.96253,0
7.46,0.300063,0.00251222,-1.96445,0
7.47,0.300036,0.00188452,-1.96636,0
7.48,0.300016,0.00125651,-1.96827,0
7.49,0.300004,0.00062831,-1.97018,0
7.5,0.3,8.03847e-09,-1.97209,0
7.51,0.300004,-0.000628294,-1.974,0
7.52,0.300016,-0.0012565,-1.9759,0
7.53,0.300036,-0.0018845,-1.97781,0
7.54,0.300063,-0.00251221,-1.97971,0
7.55,0.300099,-0.00313952,-1.98161,0
7.56,0.300142,-0.00376633,-1.98351,0
7.57,0.300193,-0.00439255,-1.9854,0
7.58,0.300252,-0.00501808,-1.9873,0
7.59,0.300319,-0.00564281,-1.98919,0
7.6,0.300394,-0.00626665,-1.99108,0
7.61,0.300477,-0.00688951,-1.99297,0
7.62,0.300567,-0.00751127,-1.99485,0
7.63,0.300666,-0.00813185,-1.99674,0
7.64,0.300772,-0.00875114,-1.99862,0
7.65,0.300886,-0.00936906,-2.0005,0
7.66,0.301007,-0.00998549,-2.00238,0
7.67,0.301137,-0.0106003,-2.00425,0
7.68,0.301274,-0.0112135,-2.00613,0
7.69,0.301418,-0.0118249,-2.008,0
7.7,0.301571,-0.0124345,-2.00987,0
7.71,0.301731,-0.0130421,-2.01174,0
7.72,0.301899,-0.0136476,-2.01361,0
7.73,0.302074,-0.014251,-2.01548,0
7.74,0.302257,-0.0148521,-2.01734,0
7.75,0.302447,-0.0154508,-2.0192,0
7.76,0.302645,-0.0160472,-2.02106,0
7.77,0.30285,-0.016641,-2.02292,0
7.78,0.303063,-0.0172321,-2.02478,0
7.79,0.303284,-0.0178206,-2.02663,0
7.8,0.303511,-0.0184062,-2.02848,0
7.81,0.303746,-0.0189889,-2.03033,0
7.82,0.303988,-0.0195687,-2.03218,0
7.83,0.304238,-0.0201453,-2.03403,0
7.84,0.304495,-0.0207188,-2.03587,0
7.85,0.304759,-0.021289,-2.03772,0
7.86,0.30503,-0.0218558,-2.03956,0
7.87,0.305308,-0.0224192,-2.0414,0
7.88,0.305593,-0.022979,-2.04324,0
7.89,0.305885,-0.0235352,-2.04507,0
7.9,0.306185,-0.0240877,-2.04691,0
7.91,0.306491,-0.0246364,-2.04874,0
7.92,0.306804,-0.0251812,-2.05057,0
7.93,0.307124,-0.025722,-2.0524,0
7.94,0.30745,-0.0262587,-2.05422,0
7.95,0.307784,-0.0267913,-2.05605,0
7.96,0.308124,-0.0273197,-2.05787,0
7.97,0.30847,-0.0278438,-2.05969,0
7.98,0.308823,-0.0283634,-2.06151,0
7.99,0.309183,-0.0288786,-2.06333,0
8,0.309549,-0.0293893,-2.06515,0
8.01,0.309922,-0.0298952,-2.06696,0
8.02,0.3103,-0.0303965,-2.06877,0
8.03,0.310686,-0.030893,-2.07058,0
8.04,0.311077,-0.0313846,-2.07239,0
8.05,0.311474,-0.0318712,-2.0742,0
8.06,0.311878,-0.0323528,-2.076,0
8.07,0.312287,-0.0328293,-2.07781,0
8.08,0.312703,-0.0333006,-2.07961,0
8.09,0.313124,-0.0337666,-2.08141,0
8.1,0.313552,-0.0342273,-2.08321,0
8.11,0.313985,-0.0346827,-2.085,0
8.12,0.314423,-0.0351325,-2.0868,0
8.13,0.314867,-0.0355768,-2.08859,0
8.14,0.315317,-0.0360154,-2.09038,0
8.15,0.315773,-0.0364484,-2.09217,0
8.16,0.316233,-0.0368756,-2.09395,0
8.17,0.316699,-0.0372971,-2.09574,0
8.18,0.317171,-0.0377126,-2.09752,0
8.19,0.317647,-0.0381221,-2.09931,0
8.2,0.318129,-0.0385257,-2.10108,0
8.21,0.318615,-0.0389231,-2.10286,0
8.22,0.319107,-0.0393144,-2.10464,0
8.23,0.319603,-0.0396995,-2.10641,0
8.24,0.320105,-0.0400783,-2.10819,0
8.25,0.320611,-0.0404508,-2.10996,0
8.26,0.321121,-0.040817,-2.11173,0
8.27,0.321637,-0.0411766,-2.11349,0
8.28,0.322156,-0.0415298,-2.11526,0
8.29,0.32268,-0.0418764,-2.11702,0
8.3,0.323209,-0.0422164,-2.11879,0
8.31,0.323741,-0.0425497,-2.12055,0
8.32,0.324278,-0.0428763,-2.12231,0
8.33,0.324819,-0.0431962,-2.12406,0
8.34,0.325364,-0.0435092,-2.12582,0
8.35,0.325912,-0.0438153,-2.12757,0
8.36,0.326465,-0.0441146,-2.12932,0
8.37,0.327021,-0.0444068,-2.13107,0
8.38,0.327581,-0.0446921,-2.13282,0
8.39,0.328144,-0.0449703,-2.13457,0
8.4,0.328711,-0.0452413,-2.13631,0
8.41,0.329281,-0.0455053,-2.13805,0
8.42,0.329855,-0.0457621,-2.1398,0
8.43,0.330431,-0.0460116,-2.14154,0
8.44,0.331011,-0.0462539,-2.14327,0
8.45,0.331594,-0.0464888,-2.14501,0
8.46,0.332179,-0.0467164,-2.14674,0
8.47,0.332768,-0.0469367,-2.14848,0
8.48,0.333359,-0.0471495,-2.15021,0
8.49,0.333953,-0.0473549,-2.15194,0
8.5,0.334549,-0.0475528,-2.15366,0
8.51,0.335148,-0.0477432,-2.15539,0
8.52,0.335749,-0.0479261,-2.15711,0
8.53,0.336352,-0.0481014,-2.15883,0
8.54,0.336958,-0.0482691,-2.16055,0
8.55,0.337565,-0.0484292,-2.16227,0
8.56,0.338175,-0.0485816,-2.16399,0
8.57,0.338786,-0.0487263,-2.16571,0
8.58,0.3394,-0.0488634,-2.16742,0
8.59,0.340014,-0.0489928,-2.16913,0
8.6,0.340631,-0.0491144,-2.17084,0
8.61,0.341249,-0.0492282,-2.17255,0
8.62,0.341868,-0.0493343,-2.17426,0
8.63,0.342489,-0.0494326,-2.17596,0
8.64,0.34311,-0.0495231,-2.17766,0
8.65,0.343733,-0.0496057,-2.17937,0
8.66,0.344357,-0.0496806,-2.18107,0
8.67,0.344982,-0.0497475,-2.18276,0
8.68,0.345607,-0.0498067,-2.18446,0
8.69,0.346234,-0.0498579,-2.18615,0
8.7,0.34686,-0.0499013,-2.18785,0
8.71,0.347488,-0.0499368,-2.18954,0
8.72,0.348115,-0.0499645,-2.19123,0
8.73,0.348743,-0.0499842,-2.19292,0
8.74,0.349372,-0.0499961,-2.1946,0
8.75,0.35,-0.05,-2.19629,0
8.76,0.350628,-0.0499961,-2.19797,0
8.77,0.351256,-0.0499842,-2.19965,0
8.78,0.351884,-0.0499645,-2.20133,0
8.79,0.352512,-0.0499368,-2.20301,0
8.8,0.35314,-0.0499013,-2.20469,0
8.81,0.353766,-0.0498579,-2.20636,0
8.82,0.354393,-0.0498067,-2.20803,0
8.83,0.355018,-0.0497476,-2.2097,0
8.84,0.355643,-0.0496806,-2.21137,0
8.85,0.356267,-0.0496057,-2.21304,0
8.86,0.35689,-0.0495231,-2.21471,0
8.87,0.357511,-0.0494326,-2.21637,0
8.88,0.358132,-0.0493343,-2.21804,0
8.89,0.358751,-0.0492282,-2.2197,0
8.9,0.359369,-0.0491144,-2.22136,0
8.91,0.359985,-0.0489928,-2.22301,0
8.92,0.3606,-0.0488634,-2.22467,0
8.93,0.361214,-0.0487263,-2.22633,0
8.94,0.361825,-0.0485816,-2.22798,0
8.95,0.362434,-0.0484292,-2.22963,0
8.96,0.363042,-0.0482691,-2.23128,0
8.97,0.363648,-0.0481014,-2.23293,0
8.98,0.364251,-0.0479261,-2.23457,0
8.99,0.364852,-0.0477432,-2.23622,0
9,0.365451,-0.0475528,-2.23786,0
9.01,0.366047,-0.0473549,-2.2395,0
9.02,0.366641,-0.0471495,-2.24114,0
9.03,0.367232,-0.0469367,-2.24278,0
9.04,0.367821,-0.0467165,-2.24442,0
9.05,0.368406,-0.0464888,-2.24605,0
9.06,0.368989,-0.0462539,-2.24768,0
9.07,0.369569,-0.0460116,-2.24932,0
9.08,0.370145,-0.0457621,-2.25095,0
9.09,0.370719,-0.0455053,-2.25257,0
9.1,0.371289,-0.0452414,-2.2542,0
9.11,0.371856,-0.0449703,-2.25583,0
9.12,0.372419,-0.0446921,-2.25745,0
9.13,0.372979,-0.0444068,-2.25907,0
9.14,0.373535,-0.0441146,-2.26069,0
9.15,0.374088,-0.0438153,-2.26231,0
9.16,0.374636,-0.0435092,-2.26393,0
9.17,0.375181,-0.0431962,-2.26554,0
9.18,0.375722,-0.0428763,-2.26716,0
9.19,0.376259,-0.0425497,-2.26877,0
9.2,0.376791,-0.0422164,-2.27038,0
9.21,0.37732,-0.0418764,-2.27199,0
9.22,0.377844,-0.0415298,-2.2736,0
9.23,0.378363,-0.0411766,-2.2752,0
9.24,0.378879,-0.040817,-2.27681,0
9.25,0.379389,-0.0404509,-2.27841,0
9.26,0.379895,-0.0400784,-2.28001,0
9.27,0.380397,-0.0396995,-2.28161,0
9.28,0.380893,-0.0393144,-2.28321,0
9.29,0.381385,-0.0389231,-2.2848,0
9.3,0.381871,-0.0385257,-2.2864,0
9.31,0.382353,-0.0381221,-2.28799,0
9.32,0.382829,-0.0377126,-2.28958,0
9.33,0.383301,-0.0372971,-2.29117,0
9.34,0.383767,-0.0368757,-2.29276,0
9.35,0.384227,-0.0364484,-2.29434,0
9.36,0.384683,-0.0360155,-2.29593,0
9.37,0.385132,-0.0355768,-2.29751,0
9.38,0.385577,-0.0351325,-2.29909,0
9.39,0.386015,-0.0346827,-2.30067,0
9.4,0.386448,-0.0342274,-2.30225,0
9.41,0.386876,-0.0337666,-2.30383,0
9.42,0.387297,-0.0333006,-2.30541,0
9.43,0.387713,-0.0328293,-2.30698,0
9.44,0.388122,-0.0323528,-2.30855,0
9.45,0.388526,-0.0318712,-2.31012,0
9.46,0.388923,-0.0313846,-2.31169,0
9.47,0.389314,-0.030893,-2.31326,0
9.48,0.3897,-0.0303965,-2.31483,0
9.49,0.390078,-0.0298953,-2.31639,0
9.5,0.390451,-0.0293893,-2.31795,0
9.51,0.390817,-0.0288786,-2.31951,0
9.52,0.391177,-0.0283635,-2.32107,0
9.53,0.39153,-0.0278438,-2.32263,0
9.54,0.391876,-0.0273197,-2.32419,0
9.55,0.392216,-0.0267913,-2.32574,0
9.56,0.39255,-0.0262587,-2.3273,0
9.57,0.392876,-0.025722,-2.32885,0
9.58,0.393196,-0.0251812,-2.3304,0
9.59,0.393509,-0.0246364,-2.33195,0
9.6,0.393815,-0.0240877,-2.3335,0
9.61,0.394115,-0.0235352,-2.33504,0
9.62,0.394407,-0.022979,-2.33659,0
9.63,0.394692,-0.0224192,-2.33813,0
9.64,0.39497,-0.0218558,-2.33967,0
9.65,0.395241,-0.021289,-2.34121,0
9.66,0.395505,-0.0207188,-2.34275,0
9.67,0.395762,-0.0201453,-2.34428,0
9.68,0.396012,-0.0195687,-2.34582,0
9.69,0.396254,-0.018989,-2.34735,0
9.7,0.396489,-0.0184062,-2.34889,0
9.71,0.396716,-0.0178206,-2.35042,0
9.72,0.396937,-0.0172322,-2.35194,0
9.73,0.39715,-0.016641,-2.35347,0
9.74,0.397355,-0.0160472,-2.355,0
9.75,0.397553,-0.0154509,-2.35652,0
9.76,0.397743,-0.0148521,-2.35804,0
9.77,0.397926,-0.014251,-2.35957,0
9.78,0.398101,-0.0136476,-2.36109,0
9.79,0.398269,-0.0130421,-2.3626,0
9.8,0.398429,-0.0124345,-2.36412,0
9.81,0.398582,-0.011825,-2.36564,0
9.82,0.398726,-0.0112135,-2.36714,0
9.83,0.398863,-0.0106004,-2.36863,0
9.84,0.398993,-0.00998551,-2.37008,0
9.85,0.399114,-0.00936908,-2.37149,0
9.86,0.399228,-0.00875116,-2.37284,0
9.87,0.399334,-0.00813187,-2.37414,0
9.88,0.399433,-0.00751129,-2.37536,0
9.89,0.399523,-0.00688953,-2.37652,0
9.9,0.399606,-0.00626667,-2.37759,0
9.91,0.399681,-0.00564283,-2.37859,0
9.92,0.399748,-0.0050181,-2.3795,0
9.93,0.399807,-0.00439257,-2.38033,0
9.94,0.399858,-0.00376635,-2.38108,0
9.95,0.399901,-0.00313954,-2.38175,0
9.96,0.399937,-0.00251223,-2.38234,0
9.97,0.399964,-0.00188452,-2.38285,0
9.98,0.399984,-0.00125652,-2.38328,0
9.99,0.399996,-0.000628313,-2.38364,0
