x,y,z,qx,qy,qz,qw
1268.090000,-1286.350000,-1998.210000,0.698696,-0.030820,0.031498,0.714060
1281.945000,-1286.350000,-1996.985000,0.698627,-0.032355,0.033067,0.713989
1295.785000,-1286.350000,-1995.700000,0.698555,-0.033856,0.034600,0.713917
1309.625000,-1286.350000,-1994.355000,0.698486,-0.035255,0.036030,0.713846
1323.455000,-1286.350000,-1992.955000,0.698409,-0.036754,0.037562,0.713767
1337.285000,-1286.350000,-1991.495000,0.698319,-0.038417,0.039262,0.713675
1351.100000,-1286.350000,-1989.970000,0.698243,-0.039789,0.040664,0.713597
1364.915000,-1286.350000,-1988.390000,0.698154,-0.041314,0.042223,0.713506
1378.720000,-1286.350000,-1986.750000,0.698062,-0.042840,0.043782,0.713412
1392.515000,-1286.350000,-1985.050000,0.697969,-0.044334,0.045309,0.713317
1406.310000,-1286.350000,-1983.290000,0.697878,-0.045735,0.046741,0.713225
1420.095000,-1286.350000,-1981.475000,0.697768,-0.047385,0.048427,0.713112
1433.870000,-1286.350000,-1979.595000,0.697663,-0.048910,0.049986,0.713005
1447.635000,-1286.350000,-1977.655000,0.697566,-0.050276,0.051381,0.712905
1461.400000,-1286.350000,-1975.660000,0.697452,-0.051837,0.052977,0.712788
1475.145000,-1286.350000,-1973.605000,0.697340,-0.053325,0.054498,0.712674
1488.890000,-1286.350000,-1971.490000,0.697220,-0.054869,0.056076,0.712551
1502.620000,-1286.350000,-1969.315000,0.697118,-0.056147,0.057381,0.712447
1516.340000,-1286.350000,-1967.090000,0.696975,-0.057898,0.059171,0.712301
1530.055000,-1286.350000,-1964.795000,0.696857,-0.059298,0.060602,0.712181
1543.760000,-1286.350000,-1962.445000,0.696724,-0.060844,0.062182,0.712045
1557.450000,-1286.350000,-1960.035000,0.696602,-0.062222,0.063590,0.711920
1571.135000,-1286.350000,-1957.570000,0.696451,-0.063891,0.065296,0.711766
1584.805000,-1286.350000,-1955.040000,0.696321,-0.065291,0.066726,0.711633
1598.465000,-1286.350000,-1952.455000,0.696177,-0.066813,0.068282,0.711485
1612.115000,-1286.350000,-1949.810000,0.696027,-0.068359,0.069862,0.711332
1625.750000,-1286.350000,-1947.105000,0.695888,-0.069758,0.071292,0.711190
1639.375000,-1286.350000,-1944.345000,0.695746,-0.071156,0.072721,0.711046
1652.990000,-1286.350000,-1941.530000,0.695563,-0.072921,0.074524,0.710859
1666.595000,-1286.350000,-1938.645000,0.695426,-0.074222,0.075854,0.710718
1680.185000,-1286.350000,-1935.710000,0.695426,-0.074222,0.075854,0.710718
1680.183529,-1286.360588,-1935.712647,0.696912,-0.107776,0.037184,0.708037
1680.182059,-1286.371176,-1935.715294,0.696564,-0.141047,-0.001583,0.703493
1680.180588,-1286.381765,-1935.717941,0.694384,-0.173946,-0.040346,0.697098
1680.179118,-1286.392353,-1935.720588,0.690377,-0.206388,-0.079003,0.688870
1680.177647,-1286.402941,-1935.723235,0.684555,-0.238287,-0.117453,0.678829
1680.176176,-1286.413529,-1935.725882,0.676931,-0.269560,-0.155593,0.667003
1680.174706,-1286.424118,-1935.728529,0.667527,-0.300123,-0.193324,0.653422
1680.173235,-1286.434706,-1935.731176,0.656367,-0.329896,-0.230546,0.638122
1680.171765,-1286.445294,-1935.733824,0.643480,-0.358802,-0.267162,0.621143
1680.170294,-1286.455882,-1935.736471,0.628900,-0.386764,-0.303075,0.602531
1680.168824,-1286.466471,-1935.739118,0.612666,-0.413709,-0.338191,0.582333
1680.167353,-1286.477059,-1935.741765,0.594820,-0.439565,-0.372418,0.560604
1680.165882,-1286.487647,-1935.744412,0.575410,-0.464265,-0.405664,0.537400
1680.164412,-1286.498235,-1935.747059,0.554486,-0.487743,-0.437843,0.512782
1680.162941,-1286.508824,-1935.749706,0.532103,-0.509939,-0.468871,0.486815
1680.161471,-1286.519412,-1935.752353,0.508320,-0.530793,-0.498665,0.459568
1680.160000,-1286.530000,-1935.755000,0.483200,-0.550251,-0.527148,0.431112
1678.465000,-1296.920000,-1936.123333,-0.483180,0.550268,0.527132,-0.431131
1676.770000,-1307.310000,-1936.491667,-0.483160,0.550286,0.527116,-0.431151
1675.075000,-1317.700000,-1936.860000,-0.483139,0.550304,0.527100,-0.431170
1673.140000,-1329.547500,-1937.277500,-0.483108,0.550332,0.527075,-0.431200
1671.205000,-1341.395000,-1937.695000,-0.483076,0.550360,0.527050,-0.431231
1669.270000,-1353.255000,-1938.110000,-0.483021,0.550408,0.527007,-0.431283
1667.335000,-1365.115000,-1938.525000,-0.482967,0.550456,0.526965,-0.431335
1665.400000,-1376.965000,-1938.935000,-0.482967,0.550455,0.526965,-0.431335
1663.465000,-1388.815000,-1939.345000,-0.482968,0.550455,0.526966,-0.431334
1661.530000,-1400.662500,-1939.755000,-0.482941,0.550478,0.526945,-0.431360
1659.595000,-1412.510000,-1940.165000,-0.482915,0.550501,0.526924,-0.431385
1657.660000,-1424.350000,-1940.572500,-0.482865,0.550545,0.526885,-0.431433
1655.725000,-1436.190000,-1940.980000,-0.482815,0.550588,0.526846,-0.431480
1653.795000,-1448.017500,-1941.382500,-0.482814,0.550590,0.526845,-0.431482
1651.865000,-1459.845000,-1941.785000,-0.482812,0.550591,0.526843,-0.431483
1649.932500,-1471.670000,-1942.187500,-0.482785,0.550615,0.526822,-0.431509
1648.000000,-1483.495000,-1942.590000,-0.482758,0.550638,0.526801,-0.431535
1646.067500,-1495.312500,-1942.990000,-0.482703,0.550687,0.526758,-0.431588
1644.135000,-1507.130000,-1943.390000,-0.482647,0.550736,0.526714,-0.431641
1642.205000,-1518.950000,-1943.785000,-0.482646,0.550737,0.526713,-0.431642
1640.275000,-1530.770000,-1944.180000,-0.482645,0.550738,0.526713,-0.431643
1638.342500,-1542.585000,-1944.575000,-0.482588,0.550787,0.526668,-0.431697
1636.410000,-1554.400000,-1944.970000,-0.482532,0.550837,0.526624,-0.431751
1634.477500,-1566.212500,-1945.360000,-0.482530,0.550839,0.526622,-0.431753
1632.545000,-1578.025000,-1945.750000,-0.482528,0.550840,0.526621,-0.431755
1630.612500,-1589.845000,-1946.140000,-0.482501,0.550864,0.526599,-0.431781
1628.680000,-1601.665000,-1946.530000,-0.482473,0.550888,0.526578,-0.431807
1626.747500,-1613.480000,-1946.917500,-0.482441,0.550916,0.526553,-0.431838
1624.815000,-1625.295000,-1947.305000,-0.482409,0.550944,0.526528,-0.431868
1622.880000,-1637.115000,-1947.690000,-0.482382,0.550968,0.526506,-0.431894
1620.945000,-1648.935000,-1948.075000,-0.482355,0.550992,0.526485,-0.431920
1619.012500,-1660.757500,-1948.457500,-0.482325,0.551018,0.526462,-0.431949
1617.080000,-1672.580000,-1948.840000,-0.482295,0.551045,0.526438,-0.431978
1615.145000,-1684.400000,-1949.220000,-0.482263,0.551072,0.526413,-0.432008
1613.210000,-1696.220000,-1949.600000,-0.482232,0.551100,0.526389,-0.432038
1611.272500,-1708.042500,-1949.977500,-0.482234,0.551098,0.526390,-0.432036
1609.335000,-1719.865000,-1950.355000,-0.482236,0.551096,0.526392,-0.432034
1607.400000,-1731.687500,-1950.732500,-0.482151,0.551170,0.526325,-0.432115
1605.465000,-1743.510000,-1951.110000,-0.482065,0.551245,0.526258,-0.432197
1603.530000,-1755.330000,-1951.480000,-0.482095,0.551220,0.526281,-0.432169
1601.595000,-1767.150000,-1951.850000,-0.482124,0.551194,0.526304,-0.432141
1599.660000,-1778.967500,-1952.222500,-0.482064,0.551246,0.526257,-0.432198
1597.725000,-1790.785000,-1952.595000,-0.482005,0.551298,0.526211,-0.432255
1595.787500,-1802.602500,-1952.962500,-0.482004,0.551299,0.526210,-0.432256
1593.850000,-1814.420000,-1953.330000,-0.482003,0.551300,0.526209,-0.432257
1591.912500,-1826.242500,-1953.697500,-0.481946,0.551350,0.526164,-0.432311
1589.975000,-1838.065000,-1954.065000,-0.481889,0.551399,0.526120,-0.432365
1588.037500,-1849.885000,-1954.427500,-0.481918,0.551374,0.526142,-0.432338
1586.100000,-1861.705000,-1954.790000,-0.481946,0.551349,0.526165,-0.432311
1584.162500,-1873.525000,-1955.155000,-0.481860,0.551424,0.526097,-0.432393
1582.225000,-1885.345000,-1955.520000,-0.481774,0.551500,0.526030,-0.432475
1580.287500,-1897.165000,-1955.877500,-0.481774,0.551500,0.526030,-0.432475
1578.350000,-1908.985000,-1956.235000,-0.481774,0.551500,0.526030,-0.432475
1576.412500,-1920.805000,-1956.592500,-0.481743,0.551527,0.526006,-0.432504
1574.475000,-1932.625000,-1956.950000,-0.481713,0.551554,0.525981,-0.432534
1572.535000,-1944.445000,-1957.305000,-0.481657,0.551602,0.525938,-0.432586
1570.595000,-1956.265000,-1957.660000,-0.481602,0.551650,0.525895,-0.432639
1568.657500,-1968.085000,-1958.010000,-0.481600,0.551652,0.525893,-0.432641
1566.720000,-1979.905000,-1958.360000,-0.481597,0.551655,0.525891,-0.432644
1564.780000,-1991.727500,-1958.710000,-0.481597,0.551654,0.525891,-0.432643
1562.840000,-2003.550000,-1959.060000,-0.481598,0.551654,0.525891,-0.432643
1560.900000,-2015.370000,-1959.410000,-0.481540,0.551704,0.525846,-0.432698
1558.960000,-2027.190000,-1959.760000,-0.481483,0.551754,0.525801,-0.432752
1557.020000,-2039.010000,-1960.105000,-0.481454,0.551779,0.525779,-0.432780
1555.080000,-2050.830000,-1960.450000,-0.481426,0.551804,0.525756,-0.432807
1553.140000,-2062.650000,-1960.792500,-0.481426,0.551804,0.525756,-0.432807
1551.200000,-2074.470000,-1961.135000,-0.481426,0.551804,0.525756,-0.432807
1549.260000,-2086.290000,-1961.477500,-0.481337,0.551881,0.525687,-0.432891
1547.320000,-2098.110000,-1961.820000,-0.481249,0.551958,0.525618,-0.432975
1545.377500,-2109.930000,-1962.155000,-0.481280,0.551931,0.525642,-0.432946
1543.435000,-2121.750000,-1962.490000,-0.481311,0.551904,0.525666,-0.432916
1541.495000,-2133.570000,-1962.827500,-0.481251,0.551956,0.525620,-0.432973
1539.555000,-2145.390000,-1963.165000,-0.481192,0.552008,0.525573,-0.433030
1537.612500,-2157.210000,-1963.497500,-0.481220,0.551983,0.525595,-0.433003
1535.670000,-2169.030000,-1963.830000,-0.481249,0.551958,0.525618,-0.432975
1533.727500,-2180.850000,-1964.165000,-0.481134,0.552058,0.525528,-0.433085
1531.785000,-2192.670000,-1964.500000,-0.481019,0.552158,0.525438,-0.433194
1529.842500,-2204.490000,-1964.825000,-0.481077,0.552108,0.525483,-0.433139
1527.900000,-2216.310000,-1965.150000,-0.481134,0.552058,0.525528,-0.433085
1525.957500,-2228.130000,-1965.480000,-0.481077,0.552108,0.525483,-0.433139
1524.015000,-2239.950000,-1965.810000,-0.481019,0.552158,0.525438,-0.433194
1522.072500,-2251.770000,-1966.135000,-0.480960,0.552210,0.525391,-0.433251
1520.130000,-2263.590000,-1966.460000,-0.480900,0.552262,0.525344,-0.433307
1518.185000,-2275.410000,-1966.780000,-0.480902,0.552260,0.525346,-0.433305
1516.240000,-2287.230000,-1967.100000,-0.480905,0.552258,0.525348,-0.433303
1514.297500,-2299.050000,-1967.420000,-0.480845,0.552310,0.525301,-0.433360
1512.355000,-2310.870000,-1967.740000,-0.480785,0.552362,0.525254,-0.433417
1510.410000,-2322.690000,-1968.055000,-0.480785,0.552362,0.525254,-0.433417
1508.465000,-2334.510000,-1968.370000,-0.480785,0.552362,0.525254,-0.433417
1506.520000,-2346.330000,-1968.685000,-0.480785,0.552362,0.525254,-0.433417
1504.575000,-2358.150000,-1969.000000,-0.480785,0.552362,0.525254,-0.433417
1502.630000,-2369.970000,-1969.315000,-0.480722,0.552417,0.525205,-0.433477
1500.685000,-2381.790000,-1969.630000,-0.480659,0.552472,0.525155,-0.433537
1498.737500,-2393.632500,-1969.940000,-0.480657,0.552473,0.525154,-0.433538
1496.790000,-2405.475000,-1970.250000,-0.480655,0.552475,0.525152,-0.433540
1494.840000,-2417.315000,-1970.560000,-0.480604,0.552520,0.525112,-0.433589
1492.890000,-2429.155000,-1970.870000,-0.480553,0.552564,0.525072,-0.433638
1490.942500,-2440.970000,-1971.175000,-0.480539,0.552576,0.525061,-0.433651
1488.995000,-2452.785000,-1971.480000,-0.480525,0.552588,0.525050,-0.433664
1487.265000,-2463.290000,-1971.750000,-0.480525,0.552588,0.525050,-0.433664
1485.535000,-2473.795000,-1972.020000,-0.480525,0.552588,0.525050,-0.433664
1483.805000,-2484.300000,-1972.290000,-0.480525,0.552588,0.525050,-0.433664
1483.774643,-2484.303571,-1972.304643,-0.455535,0.572941,0.549167,-0.403288
1483.744286,-2484.307143,-1972.319286,-0.429387,0.591838,0.571888,-0.371886
1483.713929,-2484.310714,-1972.333929,-0.402147,0.609229,0.593154,-0.339539
1483.683571,-2484.314286,-1972.348571,-0.373884,0.625070,0.612912,-0.306328
1483.653214,-2484.317857,-1972.363214,-0.344670,0.639323,0.631111,-0.272338
1483.622857,-2484.321429,-1972.377857,-0.314579,0.651949,0.647705,-0.237656
1483.592500,-2484.325000,-1972.392500,-0.283689,0.662917,0.662652,-0.202369
1483.562143,-2484.328571,-1972.407143,-0.252077,0.672200,0.675914,-0.166567
1483.531786,-2484.332143,-1972.421786,-0.219824,0.679773,0.687457,-0.130342
1483.501429,-2484.335714,-1972.436429,-0.187012,0.685617,0.697252,-0.093786
1483.471071,-2484.339286,-1972.451071,-0.153725,0.689718,0.705273,-0.056991
1483.440714,-2484.342857,-1972.465714,-0.120047,0.692064,0.711501,-0.020051
1483.410357,-2484.346429,-1972.480357,-0.086063,0.692651,0.715920,0.016940
1483.380000,-2484.350000,-1972.495000,-0.051860,0.691476,0.718517,0.053888
1463.805000,-2484.350000,-1975.450000,-0.049824,0.691626,0.718673,0.051772
1444.210000,-2484.350000,-1978.290000,-0.047725,0.691774,0.718827,0.049591
1424.605000,-2484.350000,-1981.010000,-0.045601,0.691917,0.718976,0.047385
1404.980000,-2484.350000,-1983.610000,-0.043403,0.692058,0.719123,0.045100
1385.340000,-2484.350000,-1986.085000,-0.041377,0.692183,0.719252,0.042995
1365.685000,-2484.350000,-1988.445000,-0.039264,0.692306,0.719379,0.040799
1346.015000,-2484.350000,-1990.685000,-0.037074,0.692426,0.719505,0.038523
1326.335000,-2484.350000,-1992.800000,-0.034960,0.692536,0.719619,0.036327
1306.640000,-2484.350000,-1994.795000,-0.032855,0.692639,0.719726,0.034140
1286.935000,-2484.350000,-1996.670000,-0.030829,0.692732,0.719823,0.032035
1267.215000,-2484.350000,-1998.430000,-0.028637,0.692827,0.719921,0.029756
1247.485000,-2484.350000,-2000.065000,-0.026531,0.692910,0.720008,0.027569
1227.745000,-2484.350000,-2001.580000,-0.024345,0.692991,0.720091,0.025296
1208.000000,-2484.350000,-2002.970000,-0.022326,0.693059,0.720162,0.023199
1188.245000,-2484.350000,-2004.245000,-0.020133,0.693126,0.720232,0.020920
1168.480000,-2484.350000,-2005.395000,-0.017944,0.693186,0.720294,0.018646
1148.710000,-2484.350000,-2006.420000,-0.015935,0.693235,0.720345,0.016557
1128.940000,-2484.350000,-2007.330000,-0.013829,0.693280,0.720392,0.014370
1109.160000,-2484.350000,-2008.120000,-0.011637,0.693320,0.720434,0.012092
1089.370000,-2484.350000,-2008.785000,-0.009628,0.693351,0.720466,0.010005
1069.585000,-2484.350000,-2009.335000,-0.007352,0.693379,0.720495,0.007639
1049.795000,-2484.350000,-2009.755000,-0.005338,0.693398,0.720514,0.005546
1030.000000,-2484.350000,-2010.060000,-0.003150,0.693411,0.720528,0.003273
1010.205000,-2484.350000,-2010.240000,-0.001137,0.693417,0.720534,0.001182
990.405000,-2484.350000,-2010.305000,0.001050,0.693417,0.720535,-0.001092
970.615000,-2484.350000,-2010.245000,0.003237,0.693411,0.720528,-0.003364
950.815000,-2484.350000,-2010.060000,0.005339,0.693398,0.720514,-0.005548
931.025000,-2484.350000,-2009.755000,0.007350,0.693379,0.720495,-0.007637
911.230000,-2484.350000,-2009.335000,0.009538,0.693353,0.720467,-0.009911
891.440000,-2484.350000,-2008.790000,0.011730,0.693319,0.720432,-0.012189
871.660000,-2484.350000,-2008.120000,0.013741,0.693282,0.720394,-0.014279
851.880000,-2484.350000,-2007.335000,0.015926,0.693235,0.720345,-0.016549
832.100000,-2484.350000,-2006.425000,0.018036,0.693184,0.720292,-0.018742
812.335000,-2484.350000,-2005.395000,0.020045,0.693128,0.720234,-0.020829
792.570000,-2484.350000,-2004.250000,0.022325,0.693059,0.720162,-0.023199
772.815000,-2484.350000,-2002.975000,0.024344,0.692991,0.720091,-0.025297
753.070000,-2484.350000,-2001.585000,0.026538,0.692910,0.720008,-0.027576
733.335000,-2484.350000,-2000.070000,0.028637,0.692827,0.719921,-0.029757
713.605000,-2484.350000,-1998.435000,0.030742,0.692736,0.719827,-0.031944
693.885000,-2484.350000,-1996.680000,0.032855,0.692639,0.719726,-0.034140
674.180000,-2484.350000,-1994.805000,0.034960,0.692536,0.719619,-0.036327
654.485000,-2484.350000,-1992.810000,0.037151,0.692422,0.719501,-0.038604
634.800000,-2484.350000,-1990.690000,0.039264,0.692306,0.719379,-0.040799
615.130000,-2484.350000,-1988.450000,0.041300,0.692187,0.719256,-0.042916
595.480000,-2484.350000,-1986.095000,0.043402,0.692058,0.719123,-0.045100
575.840000,-2484.350000,-1983.620000,0.045590,0.691918,0.718976,-0.047373
556.210000,-2484.350000,-1981.020000,0.047713,0.691775,0.718828,-0.049579
536.600000,-2484.350000,-1978.300000,0.049836,0.691625,0.718672,-0.051785
517.010000,-2484.350000,-1975.460000,0.051873,0.691475,0.718516,-0.053902
497.440000,-2484.350000,-1972.505000,0.051873,0.691475,0.718516,-0.053902
