axis1,axis2,has_valid_solution,solutions_count
0.0296706,-2.72533,0,0
0.0296706,-2.67908,0,0
0.0296706,-2.63283,0,0
0.0296706,-2.58658,0,0
0.0296706,-2.54033,0,0
0.0296706,-2.49408,0,0
0.0296706,-2.44782,0,0
0.0296706,-2.40157,0,0
0.0296706,-2.35532,0,0
0.0296706,-2.30907,0,0
0.0296706,-2.26282,0,0
0.0296706,-2.21657,0,0
0.0296706,-2.17032,0,0
0.0296706,-2.12407,0,0
0.0296706,-2.07781,0,0
0.0296706,-2.03156,0,0
0.0296706,-1.98531,0,0
0.0296706,-1.93906,0,0
0.0296706,-1.89281,0,0
0.0296706,-1.84656,0,0
0.0296706,-1.80031,0,0
0.0296706,-1.75406,0,0
0.0296706,-1.7078,0,0
0.0296706,-1.66155,0,0
0.0296706,-1.6153,0,0
0.0296706,-1.56905,0,0
0.0296706,-1.5228,0,0
0.0296706,-1.47655,0,0
0.0296706,-1.4303,0,0
0.0296706,-1.38405,1,1
0.0296706,-1.33779,1,1
0.0296706,-1.29154,1,1
0.0296706,-1.24529,1,1
0.0296706,-1.19904,1,1
0.0296706,-1.15279,0,0
0.0296706,-1.10654,0,0
0.0296706,-1.06029,0,0
0.0296706,-1.01404,0,0
0.0296706,-0.967785,0,0
0.0296706,-0.921534,0,0
0.0296706,-0.875283,0,0
0.0296706,-0.829031,0,0
0.0296706,-0.78278,0,0
0.0296706,-0.736529,0,0
0.0296706,-0.690278,0,0
0.0296706,-0.644026,0,0
0.0296706,-0.597775,0,0
0.0296706,-0.551524,0,0
0.0296706,-0.505273,0,0
0.0296706,-0.459022,0,0
0.0296706,-0.41277,0,0
0.0296706,-0.366519,0,0
0.0296706,-0.320268,0,0
0.0296706,-0.274017,0,0
0.0296706,-0.227765,0,0
0.0296706,-0.181514,0,0
0.0296706,-0.135263,0,0
0.0296706,-0.0890118,0,0
0.0296706,-0.0427606,0,0
0.0296706,0.00349066,0,0
0.0296706,0.0497419,0,0
0.0296706,0.0959931,0,0
0.0296706,0.142244,0,0
0.0296706,0.188496,0,0
0.0296706,0.234747,0,0
0.0296706,0.280998,0,0
0.0296706,0.327249,0,0
0.0296706,0.3735,0,0
0.0296706,0.419752,0,0
0.0296706,0.466003,0,0
0.0296706,0.512254,0,0
0.0296706,0.558505,0,0
0.0296706,0.604757,0,0
0.0296706,0.651008,0,0
0.0296706,0.697259,0,0
0.0296706,0.74351,0,0
0.0296706,0.789761,0,0
0.0296706,0.836013,0,0
0.0296706,0.882264,0,0
0.0296706,0.928515,0,0
0.0296706,0.974766,0,0
0.0296706,1.02102,0,0
0.0296706,1.06727,0,0
0.0296706,1.11352,0,0
0.0296706,1.15977,0,0
0.0296706,1.20602,0,0
0.0296706,1.25227,0,0
0.0296706,1.29852,0,0
0.0296706,1.34478,0,0
0.0296706,1.39103,0,0
0.0296706,1.43728,0,0
0.0296706,1.48353,0,0
0.0445059,-3.09534,0,0
0.0445059,-3.04909,0,0
0.0445059,-3.00284,0,0
0.0445059,-2.95659,0,0
0.0445059,-2.91034,0,0
0.0445059,-2.86409,0,0
0.0445059,-2.81783,0,0
0.0445059,-2.77158,0,0
0.0445059,-2.72533,0,0
0.0445059,-2.67908,0,0
0.0445059,-2.63283,0,0
0.0445059,-2.58658,0,0
0.0445059,-2.54033,0,0
0.0445059,-2.49408,0,0
0.0445059,-2.44782,0,0
0.0445059,-2.40157,0,0
0.0445059,-2.35532,0,0
0.0445059,-2.30907,0,0
0.0445059,-2.26282,0,0
0.0445059,-2.21657,0,0
0.0445059,-2.17032,0,0
0.0445059,-2.12407,0,0
0.0445059,-2.07781,0,0
0.0445059,-2.03156,0,0
0.0445059,-1.98531,0,0
0.0445059,-1.93906,0,0
0.0445059,-1.89281,0,0
0.0445059,-1.84656,0,0
0.0445059,-1.80031,0,0
0.0445059,-1.75406,0,0
0.0445059,-1.7078,0,0
0.0445059,-1.66155,0,0
0.0445059,-1.6153,0,0
0.0445059,-1.56905,0,0
0.0445059,-1.5228,0,0
0.0445059,-1.47655,0,0
0.0445059,-1.4303,0,0
0.0445059,-1.38405,1,1
0.0445059,-1.33779,1,1
0.0445059,-1.29154,1,1
0.0445059,-1.24529,1,1
0.0445059,-1.19904,0,0
0.0445059,-1.15279,0,0
0.0445059,-1.10654,0,0
0.0445059,-1.06029,0,0
0.0445059,-1.01404,0,0
0.0445059,-0.967785,0,0
0.0445059,-0.921534,0,0
0.0445059,-0.875283,0,0
0.0445059,-0.829031,0,0
0.0445059,-0.78278,0,0
0.0445059,-0.736529,0,0
0.0445059,-0.690278,0,0
0.0445059,-0.644026,0,0
0.0445059,-0.597775,0,0
0.0445059,-0.551524,0,0
0.0445059,-0.505273,0,0
0.0445059,-0.459022,0,0
0.0445059,-0.41277,0,0
0.0445059,-0.366519,0,0
0.0445059,-0.320268,0,0
0.0445059,-0.274017,0,0
0.0445059,-0.227765,0,0
0.0445059,-0.181514,0,0
0.0445059,-0.135263,0,0
0.0445059,-0.0890118,0,0
0.0445059,-0.0427606,0,0
0.0445059,0.00349066,0,0
0.0445059,0.0497419,0,0
0.0445059,0.0959931,0,0
0.0445059,0.142244,0,0
0.0445059,0.188496,0,0
0.0445059,0.234747,0,0
0.0445059,0.280998,0,0
0.0445059,0.327249,0,0
0.0445059,0.3735,0,0
0.0445059,0.419752,0,0
0.0445059,0.466003,0,0
0.0445059,0.512254,0,0
0.0445059,0.558505,0,0
0.0445059,0.604757,0,0
0.0445059,0.651008,0,0
0.0445059,0.697259,0,0
0.0445059,0.74351,0,0
0.0445059,0.789761,0,0
0.0445059,0.836013,0,0
0.0445059,0.882264,0,0
0.0445059,0.928515,0,0
0.0445059,0.974766,0,0
0.0445059,1.02102,0,0
0.0445059,1.06727,0,0
0.0445059,1.11352,0,0
0.0445059,1.15977,0,0
0.0445059,1.20602,0,0
0.0445059,1.25227,0,0
0.0445059,1.29852,0,0
0.0445059,1.34478,0,0
0.0445059,1.39103,0,0
0.0445059,1.43728,0,0
0.0445059,1.48353,0,0
0.0593412,-3.09534,0,0
0.0593412,-3.04909,0,0
0.0593412,-3.00284,0,0
0.0593412,-2.95659,0,0
0.0593412,-2.91034,0,0
0.0593412,-2.86409,0,0
0.0593412,-2.81783,0,0
0.0593412,-2.77158,0,0
0.0593412,-2.72533,0,0
0.0593412,-2.67908,0,0
0.0593412,-2.63283,0,0
0.0593412,-2.58658,0,0
0.0593412,-2.54033,0,0
0.0593412,-2.49408,0,0
0.0593412,-2.44782,0,0
0.0593412,-2.40157,0,0
0.0593412,-2.35532,0,0
0.0593412,-2.30907,0,0
0.0593412,-2.26282,0,0
0.0593412,-2.21657,0,0
0.0593412,-2.17032,0,0
0.0593412,-2.12407,0,0
0.0593412,-2.07781,0,0
0.0593412,-2.03156,0,0
0.0593412,-1.98531,0,0
0.0593412,-1.93906,0,0
0.0593412,-1.89281,0,0
0.0593412,-1.84656,0,0
0.0593412,-1.80031,0,0
0.0593412,-1.75406,0,0
0.0593412,-1.7078,0,0
0.0593412,-1.66155,0,0
0.0593412,-1.6153,0,0
0.0593412,-1.56905,0,0
0.0593412,-1.5228,0,0
0.0593412,-1.47655,0,0
0.0593412,-1.4303,1,2
0.0593412,-1.38405,1,1
0.0593412,-1.33779,1,1
0.0593412,-1.29154,1,1
0.0593412,-1.24529,0,0
0.0593412,-1.19904,0,0
0.0593412,-1.15279,0,0
0.0593412,-1.10654,0,0
0.0593412,-1.06029,0,0
0.0593412,-1.01404,0,0
0.0593412,-0.967785,0,0
0.0593412,-0.921534,0,0
0.0593412,-0.875283,0,0
0.0593412,-0.829031,0,0
0.0593412,-0.78278,0,0
0.0593412,-0.736529,0,0
0.0593412,-0.690278,0,0
0.0593412,-0.644026,0,0
0.0593412,-0.597775,0,0
0.0593412,-0.551524,0,0
0.0593412,-0.505273,0,0
0.0593412,-0.459022,0,0
0.0593412,-0.41277,0,0
0.0593412,-0.366519,0,0
0.0593412,-0.320268,0,0
0.0593412,-0.274017,0,0
0.0593412,-0.227765,0,0
0.0593412,-0.181514,0,0
0.0593412,-0.135263,0,0
0.0593412,-0.0890118,0,0
0.0593412,-0.0427606,0,0
0.0593412,0.00349066,0,0
0.0593412,0.0497419,0,0
0.0593412,0.0959931,0,0
0.0593412,0.142244,0,0
0.0593412,0.188496,0,0
0.0593412,0.234747,0,0
0.0593412,0.280998,0,0
0.0593412,0.327249,0,0
0.0593412,0.3735,0,0
0.0593412,0.419752,0,0
0.0593412,0.466003,0,0
0.0593412,0.512254,0,0
0.0593412,0.558505,0,0
0.0593412,0.604757,0,0
0.0593412,0.651008,0,0
0.0593412,0.697259,0,0
0.0593412,0.74351,0,0
0.0593412,0.789761,0,0
0.0593412,0.836013,0,0
0.0593412,0.882264,0,0
0.0593412,0.928515,0,0
0.0593412,0.974766,0,0
0.0593412,1.02102,0,0
0.0593412,1.06727,0,0
0.0593412,1.11352,0,0
0.0593412,1.15977,0,0
0.0593412,1.20602,0,0
0.0593412,1.25227,0,0
0.0593412,1.29852,0,0
0.0593412,1.34478,0,0
0.0593412,1.39103,0,0
0.0593412,1.43728,0,0
0.0593412,1.48353,0,0
0.0741765,-3.09534,0,0
0.0741765,-3.04909,0,0
0.0741765,-3.00284,0,0
0.0741765,-2.95659,0,0
0.0741765,-2.91034,0,0
0.0741765,-2.86409,0,0
0.0741765,-2.81783,0,0
0.0741765,-2.77158,0,0
0.0741765,-2.72533,0,0
0.0741765,-2.67908,0,0
0.0741765,-2.63283,0,0
0.0741765,-2.58658,0,0
0.0741765,-2.54033,0,0
0.0741765,-2.49408,0,0
0.0741765,-2.44782,0,0
0.0741765,-2.40157,0,0
0.0741765,-2.35532,0,0
0.0741765,-2.30907,0,0
0.0741765,-2.26282,0,0
0.0741765,-2.21657,0,0
0.0741765,-2.17032,0,0
0.0741765,-2.12407,0,0
0.0741765,-2.07781,0,0
0.0741765,-2.03156,0,0
0.0741765,-1.98531,0,0
0.0741765,-1.93906,0,0
0.0741765,-1.89281,0,0
0.0741765,-1.84656,0,0
0.0741765,-1.80031,0,0
0.0741765,-1.75406,0,0
0.0741765,-1.7078,0,0
0.0741765,-1.66155,0,0
0.0741765,-1.6153,0,0
0.0741765,-1.56905,0,0
0.0741765,-1.5228,0,0
0.0741765,-1.47655,0,0
0.0741765,-1.4303,1,2
0.0741765,-1.38405,1,1
0.0741765,-1.33779,1,1
0.0741765,-1.29154,0,0
0.0741765,-1.24529,0,0
0.0741765,-1.19904,0,0
0.0741765,-1.15279,0,0
0.0741765,-1.10654,0,0
0.0741765,-1.06029,0,0
0.0741765,-1.01404,0,0
0.0741765,-0.967785,0,0
0.0741765,-0.921534,0,0
0.0741765,-0.875283,0,0
0.0741765,-0.829031,0,0
0.0741765,-0.78278,0,0
0.0741765,-0.736529,0,0
0.0741765,-0.690278,0,0
0.0741765,-0.644026,0,0
0.0741765,-0.597775,0,0
0.0741765,-0.551524,0,0
0.0741765,-0.505273,0,0
0.0741765,-0.459022,0,0
0.0741765,-0.41277,0,0
0.0741765,-0.366519,0,0
0.0741765,-0.320268,0,0
0.0741765,-0.274017,0,0
0.0741765,-0.227765,0,0
0.0741765,-0.181514,0,0
0.0741765,-0.135263,0,0
0.0741765,-0.0890118,0,0
0.0741765,-0.0427606,0,0
0.0741765,0.00349066,0,0
0.0741765,0.0497419,0,0
0.0741765,0.0959931,0,0
0.0741765,0.142244,0,0
0.0741765,0.188496,0,0
0.0741765,0.234747,0,0
0.0741765,0.280998,0,0
0.0741765,0.327249,0,0
0.0741765,0.3735,0,0
0.0741765,0.419752,0,0
0.0741765,0.466003,0,0
0.0741765,0.512254,0,0
0.0741765,0.558505,0,0
0.0741765,0.604757,0,0
0.0741765,0.651008,0,0
0.0741765,0.697259,0,0
0.0741765,0.74351,0,0
0.0741765,0.789761,0,0
0.0741765,0.836013,0,0
0.0741765,0.882264,0,0
0.0741765,0.928515,0,0
0.0741765,0.974766,0,0
0.0741765,1.02102,0,0
0.0741765,1.06727,0,0
0.0741765,1.11352,0,0
0.0741765,1.15977,0,0
0.0741765,1.20602,0,0
0.0741765,1.25227,0,0
0.0741765,1.29852,0,0
0.0741765,1.34478,0,0
0.0741765,1.39103,0,0
0.0741765,1.43728,0,0
0.0741765,1.48353,0,0
0.0890118,-3.09534,0,0
0.0890118,-3.04909,0,0
0.0890118,-3.00284,0,0
0.0890118,-2.95659,0,0
0.0890118,-2.91034,0,0
0.0890118,-2.86409,0,0
0.0890118,-2.81783,0,0
0.0890118,-2.77158,0,0
0.0890118,-2.72533,0,0
0.0890118,-2.67908,0,0
0.0890118,-2.63283,0,0
0.0890118,-2.58658,0,0
0.0890118,-2.54033,0,0
