Time,Position,Force,Desired_Force,Velocity
5.150000,-1.170164,0.000000,3.000000,0.040026
5.160000,-1.169753,0.000000,3.000000,0.041963
5.170000,-1.169326,0.000000,3.000000,0.043060
5.180000,-1.168893,0.000000,3.000000,0.043387
5.190000,-1.168461,0.000000,3.000000,0.043015
5.200000,-1.168036,0.000000,3.000000,0.042013
5.210000,-1.167624,0.000000,3.000000,0.040454
5.220000,-1.167230,0.000000,3.000000,0.038404
5.230000,-1.166860,0.000000,3.000000,0.035930
5.240000,-1.166516,0.000000,3.000000,0.033098
5.250000,-1.166202,0.000000,3.000000,0.029968
5.260000,-1.165920,0.000000,3.000000,0.026599
5.270000,-1.165674,0.000000,3.000000,0.023047
5.280000,-1.165463,0.000000,3.000000,0.019362
5.290000,-1.165290,0.000000,3.000000,0.015595
5.300000,-1.165155,0.000000,3.000000,0.011787
5.310000,-1.165058,0.000000,3.000000,0.007981
5.320000,-1.164999,0.000000,3.000000,0.004212
5.330000,-1.164978,0.000000,3.000000,0.000513
5.340000,-1.164993,0.000000,3.000000,-0.003087
5.350000,-1.165043,0.000000,3.000000,-0.006563
5.360000,-1.165127,0.000000,3.000000,-0.009893
5.370000,-1.165243,0.000000,3.000000,-0.013059
5.380000,-1.165390,0.000000,3.000000,-0.016046
5.390000,-1.165566,0.000000,3.000000,-0.018843
5.400000,-1.165769,0.000000,3.000000,-0.021441
5.410000,-1.165997,0.000000,3.000000,-0.023834
5.420000,-1.166247,0.000000,3.000000,-0.026018
5.430000,-1.166519,0.000000,3.000000,-0.027992
5.440000,-1.166808,0.000000,3.000000,-0.029757
5.450000,-1.167115,0.000000,3.000000,-0.031316
5.460000,-1.167436,0.000000,3.000000,-0.032674
5.470000,-1.167769,0.000000,3.000000,-0.033836
5.480000,-1.168113,0.000000,3.000000,-0.034810
5.490000,-1.168465,0.000000,3.000000,-0.035605
5.500000,-1.168825,0.000000,3.000000,-0.036229
5.510000,-1.169190,0.000000,3.000000,-0.036693
5.520000,-1.169559,0.000000,3.000000,-0.037007
5.530000,-1.169930,0.000000,3.000000,-0.037183
5.540000,-1.170302,0.000000,3.000000,-0.037232
5.550000,-1.170674,0.000000,3.000000,-0.037165
5.560000,-1.171045,0.000000,3.000000,-0.036993
5.570000,-1.171413,0.000000,3.000000,-0.036729
5.580000,-1.171779,0.000000,3.000000,-0.036383
5.590000,-1.172140,0.000000,3.000000,-0.035966
5.600000,-1.172498,0.000000,3.000000,-0.035488
5.610000,-1.172850,0.000000,3.000000,-0.034961
5.620000,-1.173196,0.000000,3.000000,-0.034392
5.630000,-1.173537,0.000000,3.000000,-0.033792
5.640000,-1.173871,0.000000,3.000000,-0.033169
5.650000,-1.174199,0.000000,3.000000,-0.032531
5.660000,-1.174521,0.000000,3.000000,-0.031885
5.670000,-1.174836,0.000000,3.000000,-0.031238
5.680000,-1.175145,0.000000,3.000000,-0.030596
5.690000,-1.175448,0.000000,3.000000,-0.029964
5.700000,-1.175744,0.000000,3.000000,-0.029347
5.710000,-1.176034,0.000000,3.000000,-0.028749
5.720000,-1.176319,0.000000,3.000000,-0.028175
5.730000,-1.176597,0.000000,3.000000,-0.027626
5.740000,-1.176871,0.000000,3.000000,-0.027106
5.750000,-1.177139,0.000000,3.000000,-0.026616
5.760000,-1.177403,0.000000,3.000000,-0.026159
5.770000,-1.177662,0.000000,3.000000,-0.025734
5.780000,-1.177917,0.000000,3.000000,-0.025343
5.790000,-1.178168,0.000000,3.000000,-0.024987
5.800000,-1.178416,0.000000,3.000000,-0.024664
5.810000,-1.178661,0.000000,3.000000,-0.024375
5.820000,-1.178904,0.000000,3.000000,-0.024118
5.830000,-1.179144,0.000000,3.000000,-0.023894
5.840000,-1.179382,0.000000,3.000000,-0.023700
5.850000,-1.179618,0.000000,3.000000,-0.023536
5.860000,-1.179852,0.000000,3.000000,-0.023400
5.870000,-1.180086,0.000000,3.000000,-0.023290
5.880000,-1.180318,0.000000,3.000000,-0.023205
5.890000,-1.180550,0.000000,3.000000,-0.023143
5.900000,-1.180781,0.000000,3.000000,-0.023101
5.910000,-1.181012,0.000000,3.000000,-0.023079
5.920000,-1.181243,0.000000,3.000000,-0.023074
5.930000,-1.181473,0.000000,3.000000,-0.023085
5.940000,-1.181704,0.000000,3.000000,-0.023109
5.950000,-1.181936,0.000000,3.000000,-0.023146
5.960000,-1.182167,0.000000,3.000000,-0.023192
5.970000,-1.182399,0.000000,3.000000,-0.023247
5.980000,-1.182632,0.000000,3.000000,-0.023309
5.990000,-1.182866,0.000000,3.000000,-0.023376
