Algorithm,AT(ms),SR150(%),JointLimitCost,VelocitySmoothness,SuccessPoints,TotalPoints,SuccessRate(%),TotalLimitApproaches,TotalVelocityViolations,M1,AvgVel1,MaxVel1,VelVar1,VelJerk1,TCL1,VelViolation1,M2,AvgVel2,MaxVel2,VelVar2,VelJerk2,TCL2,VelViolation2,M3,AvgVel3,MaxVel3,VelVar3,VelJerk3,TCL3,VelViolation3,M4,AvgVel4,MaxVel4,VelVar4,VelJerk4,TCL4,VelViolation4,M5,AvgVel5,MaxVel5,VelVar5,VelJerk5,TCL5,VelViolation5,M6,AvgVel6,MaxVel6,VelVar6,VelJerk6,TCL6,VelViolation6,M7,AvgVel7,MaxVel7,VelVar7,VelJerk7,TCL7,VelViolation7,M8,AvgVel8,MaxVel8,VelVar8,VelJerk8,TCL8,VelViolation8
GA,22.403919,96.610169,0.557783,35.851507,177,177,100.000000,7,2,21.989795,6.556381,9.999377,13.693077,0.923393,6,0,17.396313,4.362620,9.936825,17.020890,1.071242,0,0,10.884842,1.387932,9.962871,5.066846,1.167443,0,0,0.042615,0.054304,0.343759,0.005652,0.028284,0,0,0.013749,0.020173,0.310482,0.004308,0.030486,0,0,0.019466,0.054985,4.273002,0.117846,0.084256,0,1,0.027088,0.054227,1.674530,0.023440,0.044370,1,0,0.019917,0.061736,4.153261,0.109864,0.093009,0,1
