x,y,z,qx,qy,qz,qw
648.152000,-2106.602574,-1467.251887,0.052416,0.756854,0.649120,0.055390
636.227940,-2104.779047,-1467.443699,0.052461,0.756851,0.649123,0.055352
624.303892,-2102.953023,-1467.633008,0.052538,0.756845,0.649129,0.055285
612.379843,-2101.126999,-1467.822316,0.052616,0.756840,0.649135,0.055219
600.458372,-2099.300956,-1468.006664,0.052616,0.756840,0.649135,0.055219
588.536900,-2097.474912,-1468.191011,0.052616,0.756840,0.649135,0.055219
576.612929,-2095.648895,-1468.375320,0.052655,0.756837,0.649138,0.055185
564.688958,-2093.822878,-1468.559629,0.052694,0.756834,0.649140,0.055152
552.765025,-2091.996863,-1468.741439,0.052771,0.756829,0.649146,0.055086
540.841092,-2090.170849,-1468.923248,0.052849,0.756824,0.649152,0.055019
528.917236,-2088.344842,-1469.100058,0.052810,0.756826,0.649149,0.055053
516.993380,-2086.518834,-1469.276868,0.052771,0.756829,0.649146,0.055086
505.069486,-2084.692823,-1469.456177,0.052887,0.756821,0.649155,0.054986
493.145591,-2082.866812,-1469.635487,0.053004,0.756813,0.649163,0.054886
481.221812,-2081.040811,-1469.807298,0.053015,0.756812,0.649164,0.054876
469.298033,-2079.214810,-1469.979108,0.053027,0.756811,0.649165,0.054866
457.376702,-2077.383783,-1470.150950,0.053093,0.756806,0.649169,0.054810
445.455370,-2075.552756,-1470.322792,0.053159,0.756802,0.649174,0.054753
433.531668,-2073.726761,-1470.489603,0.053171,0.756801,0.649175,0.054743
421.607966,-2071.900766,-1470.656414,0.053183,0.756800,0.649176,0.054733
409.684211,-2070.069771,-1470.823218,0.053248,0.756796,0.649181,0.054677
397.760457,-2068.238777,-1470.990022,0.053314,0.756791,0.649185,0.054620
385.836832,-2066.412788,-1471.151833,0.053326,0.756790,0.649186,0.054610
373.913206,-2064.586800,-1471.313645,0.053337,0.756789,0.649187,0.054600
361.989529,-2062.755812,-1471.475450,0.053376,0.756787,0.649190,0.054567
350.065852,-2060.924824,-1471.637254,0.053415,0.756784,0.649193,0.054533
