x_base [m],y_base [m],z_base [m],roll_base [rad],pitch_base [rad],yaw_base [rad],x_tool [m],y_tool [m],z_tool [m],scale_x_init,scale_y_init,scale_z_init,scale_1 ,scale_2 ,scale_3 ,scale_4 ,scale_5 
-3476.26331013694,-483.863205816267,882.113867575314,0.426715343719276,-0.00161610745501689,0.0115518938472039,9.09055847589356e-12,4.5271437839602e-12,0,0.999787933629327,1.0002333487965,1.00079205965457,1.00153324804704,0.999204785319502,1.00062048647356,1.00024507792756,1
