SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.302782402,-1.287260404,1.572334544,-0.710715,0.075881,0.074248,-0.695423
0.32407424,-1.297016538,1.621381309,-0.711046,0.072721,0.071156,-0.695746
0.346710126,-1.3012999,1.628439868,-0.711332,0.069862,0.068359,-0.696027
0.372280157,-1.298614187,1.557708272,-0.711633,0.066726,0.065291,-0.696321
0.401393421,-1.289897598,1.594376402,-0.711918,0.063613,0.062244,-0.6966
0.433413719,-1.278195086,1.620107163,-0.712181,0.060602,0.059298,-0.696857
0.466731568,-1.267594677,1.548206051,-0.712447,0.057381,0.056147,-0.697118
0.49927168,-1.261799398,1.569177127,-0.712672,0.054517,0.053344,-0.697338
0.529257679,-1.262833706,1.611147053,-0.712903,0.051418,0.050312,-0.697563
0.555822641,-1.270336289,1.543439009,-0.713112,0.048427,0.047385,-0.697768
0.579293681,-1.281686278,1.546681984,-0.713315,0.045342,0.044366,-0.697967
0.60109919,-1.292918795,1.601220595,-0.713506,0.042223,0.041314,-0.698154
0.623254859,-1.30011,1.542790743,-0.713676,0.039248,0.038403,-0.69832
0.647672787,-1.300747796,1.527757942,-0.713846,0.036018,0.035243,-0.698487
0.675475285,-1.294609385,1.590250103,-0.71399,0.033055,0.032344,-0.698627
0.706611066,-1.283839088,1.545491427,-0.714126,0.029964,0.029319,-0.698761
0.739886421,-1.272199282,1.513152572,-0.714249,0.026872,0.026294,-0.698881
0.773340704,-1.263756085,1.578396527,-0.714359,0.023788,0.023277,-0.698988
0.804984258,-1.261458948,1.550684534,-0.714451,0.020832,0.020383,-0.699078
0.833446953,-1.266110328,1.50343029,-0.714534,0.017739,0.017357,-0.69916
0.858488317,-1.276085364,1.566071636,-0.714607,0.014519,0.014207,-0.699231
0.881063288,-1.287899489,1.557466256,-0.714661,0.011567,0.011318,-0.699284
0.902978626,-1.297425689,1.498937397,-0.714704,0.008481,0.008298,-0.699326
0.926296519,-1.301336188,1.553886011,-0.714734,0.005397,0.005281,-0.699355
0.952577696,-1.298264937,1.56498711,-0.714751,0.002313,0.002264,-0.699372
0.982344472,-1.289284811,1.499779496,-0.714754,-0.000771,-0.000754,-0.699375
1.014924796,-1.277532828,1.542610406,-0.714744,-0.003856,-0.003773,-0.699365
1.048637257,-1.267114293,1.57251,-0.714721,-0.006939,-0.00679,-0.699342
1.081418208,-1.2616687,1.505813473,-0.714686,-0.009897,-0.009684,-0.699308
1.11152266,-1.263098351,1.533119353,-0.714634,-0.013107,-0.012825,-0.699258
1.138152108,-1.270903828,1.579459334,-0.714571,-0.016199,-0.01585,-0.699196
1.161691967,-1.282358454,1.516634697,-0.714501,-0.019022,-0.018612,-0.699128
1.183634946,-1.293460797,1.526306891,-0.714408,-0.022242,-0.021764,-0.699037
1.206004845,-1.300332491,1.585481477,-0.714301,-0.025463,-0.024915,-0.698931
1.230676088,-1.300573054,1.531633455,-0.714194,-0.0283,-0.027691,-0.698827
1.258717186,-1.294098452,1.523024955,-0.71406,-0.031498,-0.03082,-0.698696
1.290017479,-1.283170448,1.590467923,-0.713917,-0.0346,-0.033856,-0.698555
1.323307532,-1.27160651,1.550043125,-0.713767,-0.037562,-0.036754,-0.698409
1.3566241,-1.263446253,1.524025107,-0.713597,-0.040664,-0.039789,-0.698243
1.387985941,-1.26154029,1.594553933,-0.713412,-0.043782,-0.04284,-0.698062
1.416080922,-1.266554428,1.570996241,-0.713225,-0.046741,-0.045735,-0.697878
1.440732639,-1.276737086,1.529869069,-0.713005,-0.049986,-0.04891,-0.697663
1.462957039,-1.288531167,1.598126971,-0.712788,-0.052977,-0.051837,-0.697452
1.48459752,-1.29781666,1.593583598,-0.712551,-0.056076,-0.054869,-0.69722
1.507697488,-1.301349875,1.540912781,-0.712301,-0.059171,-0.057898,-0.696975
1.533786534,-1.297896558,1.601770834,-0.712045,-0.062182,-0.060844,-0.696724
1.563314598,-1.288663052,1.616930883,-0.711766,-0.065296,-0.063891,-0.696451
1.595529554,-1.276874887,1.557272649,-0.711485,-0.068282,-0.066813,-0.696177
1.628724946,-1.266650008,1.606247953,-0.71119,-0.071292,-0.069758,-0.695888
1.660836103,-1.261560258,1.640287122,-0.710859,-0.074524,-0.072921,-0.695563
1.690161391,-1.263383635,1.57879127,-0.710718,-0.075854,-0.074222,-0.695426
