SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.493962402,-1.253620404,1.536579544,0.480701,0.552624,0.524998,0.433486
0.487086731,-1.235362849,1.55397395,0.480705,0.552621,0.525002,0.433481
0.473810094,-1.195430782,1.61767428,0.480877,0.552471,0.525137,0.433318
0.467895126,-1.1730999,1.606559868,0.480877,0.552471,0.525137,0.433318
0.462720222,-1.148986953,1.570120831,0.480877,0.552471,0.525137,0.433318
0.458400157,-1.123134187,1.542438272,0.480997,0.552367,0.525231,0.433204
0.452403421,-1.067137598,1.585506402,0.481112,0.552267,0.525321,0.433095
0.450567902,-1.0377724,1.617836875,0.481169,0.552217,0.525366,0.43304
0.449283719,-1.008155086,1.617417163,0.481169,0.552217,0.525366,0.43304
0.448318547,-0.978819591,1.585230352,0.481284,0.552116,0.525456,0.432931
0.446296763,-0.922958485,1.54779961,0.481403,0.552013,0.525549,0.432818
0.44473168,-0.897199398,1.578192127,0.481399,0.552016,0.525546,0.432822
0.442499533,-0.873186708,1.615326453,0.481461,0.551962,0.525594,0.432763
0.439462679,-0.850953706,1.625687053,0.481575,0.551862,0.525684,0.432654
0.430737641,-0.811176289,1.563294009,0.481633,0.551812,0.525729,0.432599
0.425135661,-0.79296169,1.549168008,0.48169,0.551762,0.525774,0.432544
0.418888681,-0.775246278,1.571626984,0.481752,0.551708,0.525823,0.432485
0.412213136,-0.757500827,1.610665835,0.481805,0.551662,0.525864,0.432435
0.398573391,-0.719863357,1.614666575,0.481924,0.551558,0.525958,0.432321
0.392139859,-0.69911,1.577260743,0.481981,0.551508,0.526003,0.432267
0.386277138,-0.676680867,1.553870814,0.481981,0.551508,0.526003,0.432267
0.381162787,-0.652467796,1.566662942,0.482094,0.551409,0.526091,0.432159
0.373550285,-0.599039385,1.633370103,0.482212,0.551306,0.526183,0.432047
0.371035298,-0.57038737,1.62730639,0.482216,0.551302,0.526187,0.432042
0.369251066,-0.540999088,1.592611427,0.482272,0.551253,0.526231,0.431989
0.368006275,-0.511383464,1.561873552,0.48233,0.551203,0.526276,0.431934
0.366169764,-0.453592506,1.597823444,0.482387,0.551153,0.526321,0.431879
0.365050704,-0.426356085,1.632846527,0.482506,0.551049,0.526414,0.431766
0.363468507,-0.400691275,1.637625501,0.482616,0.550952,0.5265,0.43166
0.361209258,-0.376778948,1.608474534,0.482563,0.550999,0.526459,0.431711
0.354181953,-0.334150328,1.56433029,0.482735,0.550848,0.526593,0.431547
0.349346128,-0.315018542,1.591367284,0.482735,0.550848,0.526593,0.431547
0.343718317,-0.296845364,1.629871636,0.48285,0.550748,0.526683,0.431437
0.337455989,-0.279142461,1.645178944,0.482854,0.550744,0.526687,0.431433
0.323926913,-0.24303147,1.586429921,0.482969,0.550643,0.526776,0.431323
0.317178626,-0.223625689,1.567867397,0.483083,0.550543,0.526866,0.431214
0.31078643,-0.202783913,1.586074694,0.483083,0.550543,0.526866,0.431214
0.304976519,-0.180256188,1.625056011,0.483083,0.550543,0.526866,0.431214
0.295737696,-0.129904937,1.63817211,0.483289,0.550362,0.527027,0.431017
0.291204903,-0.094840757,1.602039611,0.483289,0.550362,0.527027,0.431017
