SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.494404682,-1.228889192,1.527384727,0.480701,0.552624,0.524998,0.433486
0.492931782,-1.194484301,1.430190025,0.480705,0.552621,0.525002,0.433481
0.488458352,-1.132508437,1.539887043,0.480877,0.552471,0.525137,0.433318
0.485157455,-1.106250201,1.439592475,0.480877,0.552471,0.525137,0.433318
0.481054629,-1.083556095,1.479277012,0.480877,0.552471,0.525137,0.433318
0.476168884,-1.064341625,1.548326736,0.480997,0.552367,0.525231,0.433204
0.464471419,-1.034494805,1.465092231,0.481112,0.552267,0.525321,0.433095
0.45801008,-1.0223052,1.552187061,0.481169,0.552217,0.525366,0.43304
0.451435289,-1.010619828,1.469414241,0.481169,0.552217,0.525366,0.43304
0.444987316,-0.998370818,1.453060858,0.481284,0.552116,0.525456,0.432931
0.433355818,-0.968253031,1.48776466,0.481403,0.552013,0.525549,0.432818
0.428522229,-0.948851205,1.444297437,0.481399,0.552016,0.525546,0.432822
0.424469519,-0.925956584,1.545921717,0.481461,0.551962,0.525594,0.432763
0.421222668,-0.899502587,1.506724493,0.481575,0.551862,0.525684,0.432654
0.41683883,-0.837217422,1.536617983,0.481633,0.551812,0.525729,0.432599
0.415400261,-0.80272662,1.524945119,0.48169,0.551762,0.525774,0.432544
0.414186325,-0.767237444,1.439665605,0.481752,0.551708,0.525823,0.432485
0.412963872,-0.731808345,1.524298675,0.481805,0.551662,0.525864,0.432435
0.409548011,-0.665243285,1.444495157,0.481924,0.551558,0.525958,0.432321
0.406972,-0.635830001,1.510112425,0.481981,0.551508,0.526003,0.432267
0.40364189,-0.609768266,1.55417407,0.481981,0.551508,0.526003,0.432267
0.399509008,-0.587274408,1.453932986,0.482094,0.551409,0.526091,0.432159
0.389001723,-0.552261231,1.563194179,0.482212,0.551306,0.526183,0.432047
0.382869066,-0.538660261,1.467400142,0.482216,0.551302,0.526187,0.432042
0.37641009,-0.526531823,1.481399567,0.482272,0.551253,0.526231,0.431989
0.369851059,-0.514843071,1.56765703,0.48233,0.551203,0.526276,0.431934
0.357381128,-0.488584988,1.469511506,0.482387,0.551153,0.526321,0.431879
0.351892738,-0.47213783,1.567380552,0.482506,0.551049,0.526414,0.431766
0.347116574,-0.452547449,1.502571086,0.482616,0.550952,0.5265,0.43166
0.343124027,-0.429452104,1.460823415,0.482563,0.550999,0.526459,0.431711
0.337487148,-0.372869343,1.521845229,0.482735,0.550848,0.526593,0.431547
0.335650844,-0.340212917,1.456211395,0.482735,0.550848,0.526593,0.431547
0.334245914,-0.305639272,1.553798695,0.48285,0.550748,0.526683,0.431437
0.333052607,-0.270125078,1.540458748,0.482854,0.550744,0.526687,0.431433
0.330353662,-0.200507059,1.541948842,0.482969,0.550643,0.526776,0.431323
0.32839906,-0.168398623,1.557118492,0.483083,0.550543,0.526866,0.431214
0.325798261,-0.139162173,1.46107824,0.483083,0.550543,0.526866,0.431214
0.322438784,-0.113297624,1.528154765,0.483083,0.550543,0.526866,0.431214
0.313341721,-0.072160127,1.470549171,0.483289,0.550362,0.527027,0.431017
0.306487591,-0.048823486,1.513980458,0.483289,0.550362,0.527027,0.431017
