SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.303224682,-1.262529192,1.563139727,-0.710715,0.075881,0.074248,-0.695423
0.334799942,-1.243016924,1.5230277,-0.711046,0.072721,0.071156,-0.695746
0.363972455,-1.234450201,1.461472475,-0.711332,0.069862,0.068359,-0.696027
0.390048884,-1.239821625,1.563596736,-0.711633,0.066726,0.065291,-0.696321
0.413461419,-1.257254805,1.473962231,-0.711918,0.063613,0.062244,-0.6966
0.435565289,-1.280659828,1.472104241,-0.712181,0.060602,0.059298,-0.696857
0.458215105,-1.301860646,1.548034647,-0.712447,0.057381,0.056147,-0.697118
0.483062229,-1.313451205,1.435282437,-0.712672,0.054517,0.053344,-0.697338
0.511017668,-1.311382587,1.492184493,-0.712903,0.051418,0.050312,-0.697563
0.54192383,-1.296377422,1.516762983,-0.713112,0.048427,0.047385,-0.697768
0.574591325,-1.273677444,1.414720605,-0.713315,0.045342,0.044366,-0.697967
0.607235958,-1.251212409,1.511315387,-0.713506,0.042223,0.041314,-0.698154
0.638087,-1.236830001,1.475642425,-0.713676,0.039248,0.038403,-0.69832
0.666019008,-1.235554408,1.415027986,-0.713846,0.036018,0.035243,-0.698487
0.690926723,-1.247831231,1.520074179,-0.71399,0.033055,0.032344,-0.698627
0.71377009,-1.269371823,1.434279567,-0.714126,0.029964,0.029319,-0.698761
0.736252177,-1.292651436,1.433100285,-0.714249,0.026872,0.026294,-0.698881
0.760182738,-1.30953783,1.512930552,-0.714359,0.023788,0.023277,-0.698988
0.786899027,-1.314132104,1.403033415,-0.714451,0.020832,0.020383,-0.699078
0.816752148,-1.304829343,1.460945229,-0.714534,0.017739,0.017357,-0.69916
0.849015914,-1.284879272,1.489998695,-0.714607,0.014519,0.014207,-0.699231
0.88212227,-1.261251022,1.389755036,-0.714661,0.011567,0.011318,-0.699284
0.91419906,-1.242198623,1.488188492,-0.714704,0.008481,0.008298,-0.699326
0.943758784,-1.234377624,1.456984765,-0.714734,0.005397,0.005281,-0.699355
0.970181721,-1.240520127,1.397364171,-0.714751,0.002313,0.002264,-0.699372
0.993940665,-1.258480377,1.505318517,-0.714754,-0.000771,-0.000754,-0.699375
1.016462273,-1.281984343,1.423414897,-0.714744,-0.003856,-0.003773,-0.699365
1.039578932,-1.302821414,1.422928983,-0.714721,-0.006939,-0.00679,-0.699342
1.064928415,-1.3137126,1.506658455,-0.714686,-0.009897,-0.009684,-0.699308
1.093361758,-1.310853298,1.399665271,-0.714634,-0.013107,-0.012825,-0.699258
1.124664223,-1.295242344,1.458573208,-0.714571,-0.016199,-0.01585,-0.699196
1.157588804,-1.272333092,1.492117132,-0.714501,-0.019022,-0.018612,-0.699128
1.190349859,-1.250128405,1.393708271,-0.714408,-0.022242,-0.021764,-0.699037
1.221192121,-1.236385018,1.493949291,-0.714301,-0.025463,-0.024915,-0.698931
1.249030375,-1.235903891,1.467239389,-0.714194,-0.0283,-0.027691,-0.698827
1.273826803,-1.248853096,1.408631212,-0.71406,-0.031498,-0.03082,-0.698696
1.296604202,-1.270709103,1.519464842,-0.713917,-0.0346,-0.033856,-0.698555
1.319070429,-1.29383698,1.44147292,-0.713767,-0.037562,-0.036754,-0.698409
1.343043314,-1.310157495,1.441680638,-0.713597,-0.040664,-0.039789,-0.698243
1.36980563,-1.313969421,1.529268265,-0.713412,-0.043782,-0.04284,-0.698062
1.399651993,-1.303941143,1.425212825,-0.713225,-0.046741,-0.045735,-0.697878
1.431794189,-1.283575828,1.485093761,-0.713005,-0.049986,-0.04891,-0.697663
1.464631525,-1.259987666,1.523093043,-0.712788,-0.052977,-0.051837,-0.697452
1.496299997,-1.24141668,1.426545305,-0.712551,-0.056076,-0.054869,-0.69722
1.525339944,-1.23435025,1.528548037,-0.712301,-0.059171,-0.057898,-0.696975
1.551205951,-1.241256884,1.506315969,-0.712045,-0.062182,-0.060844,-0.696724
1.574425874,-1.259723895,1.448724285,-0.711766,-0.065296,-0.063891,-0.696451
1.596451199,-1.283300226,1.562378252,-0.711485,-0.068282,-0.066813,-0.696177
1.619135003,-1.303749985,1.488303329,-0.71119,-0.071292,-0.069758,-0.695888
1.644084616,-1.313929483,1.489170551,-0.710859,-0.074524,-0.072921,-0.695563
1.672100136,-1.31028273,1.580569892,-0.710718,-0.075854,-0.074222,-0.695426
