SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.249244811,-1.315707336,1.561055532,-0.710715,0.075881,0.074248,-0.695423
0.296453402,-1.307714037,1.586319699,-0.711046,0.072721,0.071156,-0.695746
0.356750768,-1.33267567,1.556803329,-0.711332,0.069862,0.068359,-0.696027
0.418570766,-1.36930096,1.494498006,-0.711633,0.066726,0.065291,-0.696321
0.469859329,-1.386349998,1.451778193,-0.711918,0.063613,0.062244,-0.6966
0.502233786,-1.369280637,1.46322258,-0.712181,0.060602,0.059298,-0.696857
0.513960938,-1.332652359,1.513817199,-0.712447,0.057381,0.056147,-0.697118
0.510507748,-1.307707621,1.552789999,-0.712672,0.054517,0.053344,-0.697338
0.502671335,-1.315723288,1.540249227,-0.712903,0.051418,0.050312,-0.697563
0.502797233,-1.349862316,1.483895933,-0.713112,0.048427,0.047385,-0.697768
0.520448482,-1.381005478,1.431928254,-0.713315,0.045342,0.044366,-0.697967
0.559086494,-1.382588903,1.42872287,-0.713506,0.042223,0.041314,-0.698154
0.614846881,-1.353261992,1.474050686,-0.713676,0.039248,0.038403,-0.69832
0.677902649,-1.318039428,1.523272066,-0.713846,0.036018,0.035243,-0.698487
0.735878799,-1.30696465,1.528393703,-0.71399,0.033055,0.032344,-0.698627
0.77818352,-1.329484001,1.482178049,-0.714126,0.029964,0.029319,-0.698761
0.799721469,-1.366389375,1.424817879,-0.714249,0.026872,0.026294,-0.698881
0.802632216,-1.386201963,1.40695244,-0.714359,0.023788,0.023277,-0.698988
0.795595838,-1.372022419,1.443151163,-0.714451,0.020832,0.020383,-0.699078
0.79075422,-1.335945328,1.498482392,-0.714534,0.017739,0.017357,-0.69916
0.799501043,-1.308743006,1.520639788,-0.714607,0.014519,0.014207,-0.699231
0.828483398,-1.313617947,1.48805334,-0.714661,0.011567,0.011318,-0.699284
0.87726976,-1.34641202,1.429689529,-0.714704,0.008481,0.008298,-0.699326
0.938535497,-1.379153193,1.398435078,-0.714734,0.005397,0.005281,-0.699355
1.000585063,-1.383914554,1.422478548,-0.714751,0.002313,0.002264,-0.699372
1.051445847,-1.356634851,1.479383501,-0.714754,-0.000771,-0.000754,-0.699375
1.083077053,-1.320582582,1.516721459,-0.714744,-0.003856,-0.003773,-0.699365
1.094128823,-1.30650889,1.500274402,-0.714721,-0.006939,-0.00679,-0.699342
1.090453544,-1.326418073,1.445494662,-0.714686,-0.009897,-0.009684,-0.699308
1.083041436,-1.363328392,1.403293115,-0.714634,-0.013107,-0.012825,-0.699258
1.084199607,-1.385756822,1.413242366,-0.714571,-0.016199,-0.01585,-0.699196
1.103211322,-1.374572808,1.467188467,-0.714501,-0.019022,-0.018612,-0.699128
1.143151102,-1.339315867,1.516732225,-0.714408,-0.022242,-0.021764,-0.699037
1.199755946,-1.31005876,1.5177584,-0.714301,-0.025463,-0.024915,-0.698931
1.262941026,-1.311756631,1.470974249,-0.714194,-0.0283,-0.027691,-0.698827
1.320320864,-1.342961262,1.421248874,-0.71406,-0.031498,-0.03082,-0.698696
1.361535931,-1.377056352,1.416396987,-0.713917,-0.0346,-0.033856,-0.698555
1.381853278,-1.384960151,1.463177072,-0.713767,-0.037562,-0.036754,-0.698409
1.3838414,-1.359931034,1.521108476,-0.713597,-0.040664,-0.039789,-0.698243
1.376462981,-1.323317838,1.539668727,-0.713412,-0.043782,-0.04284,-0.698062
1.371938977,-1.306350156,1.504759071,-0.713225,-0.046741,-0.045735,-0.697878
1.381487732,-1.323500741,1.451651391,-0.713005,-0.049986,-0.04891,-0.697663
1.411401093,-1.360140831,1.43257481,-0.712788,-0.052977,-0.051837,-0.697452
1.460836484,-1.385017893,1.468681069,-0.712551,-0.056076,-0.054869,-0.69722
1.522127747,-1.376912788,1.530603119,-0.712301,-0.059171,-0.057898,-0.696975
1.583463157,-1.342738846,1.565470452,-0.712045,-0.062182,-0.060844,-0.696724
1.632980084,-1.311645074,1.545481795,-0.711766,-0.065296,-0.063891,-0.696451
1.662943717,-1.310153217,1.493506679,-0.711485,-0.068282,-0.066813,-0.696177
1.672434051,-1.339535769,1.462028494,-0.71119,-0.071292,-0.069758,-0.695888
1.667667276,-1.374730587,1.484896903,-0.710859,-0.074524,-0.072921,-0.695563
1.659824279,-1.3857179,1.546232426,-0.710718,-0.075854,-0.074222,-0.695426
