SourceX,SourceY,SourceZ,qx,qy,qz,qw
0.304459183,-1.24313654,1.515285002,-0.710715,0.075881,0.074248,-0.695423
0.337070391,-1.256485601,1.515335606,-0.711046,0.072721,0.071156,-0.695746
0.364087974,-1.278520512,1.515277766,-0.711332,0.069862,0.068359,-0.696027
0.385629882,-1.301543844,1.514871531,-0.711633,0.066726,0.065291,-0.696321
0.405189796,-1.317512886,1.513929807,-0.711918,0.063613,0.062244,-0.6966
0.427468979,-1.320849191,1.512291221,-0.712181,0.060602,0.059298,-0.696857
0.455570453,-1.310387292,1.509816746,-0.712447,0.057381,0.056147,-0.697118
0.489065845,-1.289781832,1.50643485,-0.712672,0.054517,0.053344,-0.697338
0.524291134,-1.26623089,1.502089944,-0.712903,0.051418,0.050312,-0.697563
0.556559197,-1.247961489,1.496794003,-0.713112,0.048427,0.047385,-0.697768
0.582985989,-1.241355655,1.490606281,-0.713315,0.045342,0.044366,-0.697967
0.604258899,-1.248720996,1.483621156,-0.713506,0.042223,0.041314,-0.698154
0.624204789,-1.267484587,1.475984164,-0.713676,0.039248,0.038403,-0.69832
0.647480638,-1.291091766,1.467866396,-0.713846,0.036018,0.035243,-0.698487
0.676731714,-1.311295866,1.45947748,-0.71399,0.033055,0.032344,-0.698627
0.710993958,-1.321039013,1.45103742,-0.714126,0.029964,0.029319,-0.698761
0.746290735,-1.316917646,1.442792629,-0.714249,0.026872,0.026294,-0.698881
0.778006074,-1.300371477,1.434966503,-0.714359,0.023788,0.023277,-0.698988
0.803732521,-1.277180559,1.427804916,-0.714451,0.020832,0.020383,-0.699078
0.824687537,-1.255446146,1.421517015,-0.714534,0.017739,0.017357,-0.69916
0.845003933,-1.242760695,1.416281687,-0.714607,0.014519,0.014207,-0.699231
0.869205999,-1.243555598,1.412270022,-0.714661,0.011567,0.011318,-0.699284
0.899455128,-1.257553173,1.409594096,-0.714704,0.008481,0.008298,-0.699326
0.934269644,-1.279863665,1.408322302,-0.714734,0.005397,0.005281,-0.699355
0.969389636,-1.302693375,1.408486422,-0.714751,0.002313,0.002264,-0.699372
1.000367929,-1.318067231,1.41006556,-0.714754,-0.000771,-0.000754,-0.699375
1.025291612,-1.320614702,1.412991977,-0.714744,-0.003856,-0.003773,-0.699365
1.045896487,-1.309445882,1.41715379,-0.714721,-0.006939,-0.00679,-0.699342
1.066550052,-1.288462363,1.422399434,-0.714686,-0.009897,-0.009684,-0.699308
1.09158224,-1.26499429,1.4285387,-0.714634,-0.013107,-0.012825,-0.699258
1.122675902,-1.247239738,1.435365125,-0.714571,-0.016199,-0.01585,-0.699196
1.157807081,-1.241400881,1.442654417,-0.714501,-0.019022,-0.018612,-0.699128
1.192525585,-1.249517401,1.4501536,-0.714408,-0.022242,-0.021764,-0.699037
1.222603511,-1.268753964,1.457635498,-0.714301,-0.025463,-0.024915,-0.698931
1.246623771,-1.292390684,1.464878193,-0.714194,-0.0283,-0.027691,-0.698827
1.266836644,-1.312170576,1.471659071,-0.71406,-0.031498,-0.03082,-0.698696
1.287794785,-1.321183954,1.477813099,-0.713917,-0.0346,-0.033856,-0.698555
1.313574684,-1.316282186,1.483184999,-0.713767,-0.037562,-0.036754,-0.698409
1.34532285,-1.2991776,1.487675047,-0.713597,-0.040664,-0.039789,-0.698243
1.380550357,-1.275845321,1.49121824,-0.713412,-0.043782,-0.04284,-0.698062
1.414637595,-1.254435984,1.493806694,-0.713225,-0.046741,-0.045735,-0.697878
1.443643425,-1.242428488,1.495470155,-0.713005,-0.049986,-0.04891,-0.697663
1.466690827,-1.244017396,1.496294613,-0.712788,-0.052977,-0.051837,-0.697452
1.486488884,-1.258647656,1.496399077,-0.712551,-0.056076,-0.054869,-0.69722
1.507703426,-1.281208498,1.495940626,-0.712301,-0.059171,-0.057898,-0.696975
1.534126798,-1.303818771,1.495127951,-0.712045,-0.062182,-0.060844,-0.696724
1.566348541,-1.318580056,1.494163633,-0.711766,-0.065296,-0.063891,-0.696451
1.601428686,-1.320335811,1.493290466,-0.711485,-0.068282,-0.066813,-0.696177
1.634666099,-1.308472701,1.492742181,-0.71119,-0.071292,-0.069758,-0.695888
1.662450126,-1.287134851,1.492743923,-0.710859,-0.074524,-0.072921,-0.695563
1.684450768,-1.263776186,1.493537881,-0.710718,-0.075854,-0.074222,-0.695426
