x_base [m],y_base [m],z_base [m],roll_base [rad],pitch_base [rad],yaw_base [rad],x_tool [m],y_tool [m],z_tool [m],scale_x_init,scale_y_init,scale_z_init,scale_1 ,scale_2 ,scale_3 ,scale_4 ,scale_5 
-3473.48065005979,-480.477565442505,877.817996234588,0.426404450419241,-0.00200542998608039,0.0115272051556805,9.09055847589356e-12,4.5271437839602e-12,0,0.999967219346535,1.0001262264947,1.00051009739845,1.00147638883906,0.991272459830728,1.00782377620373,0.998407337831517,1
