a [mm],alpha [°],d [mm],theta [°]
-1.35075127115551,1.5707963267949,1.2562633746706,1.5707963267949
1.45745069563637,1.57361899300784,-1.23024801169062,-1.56987346397078
-1.49403601240998,1.57220526664488,-1.38348844740216,1.5707963267949
-1.18835138259319,-0.00259777788069861,294.145878136256,-0.00822301230748267
200.384257585321,1.57199106028521,0.420880341587311,1.58203435357759
-0.917574726544626,1.57098515422012,380.28667090218,3.12306961343375
-0.0876545850939237,1.56769341527346,0.0738873412842618,3.14792808304183
0.00612077092956759,1.56491164601152,161.799287625832,3.14159265358979
