#r11,r12,r13,r14,r21,r22,r23,r24,r31,r32,r33,r34,r41,r42,r43,r44
0.100525,0.638854,0.762732,797.349,0.346421,-0.741119,0.575095,-1202.95,0.932677,0.206415,-0.295814,-1392.93,0,0,0,1
0.951341,0.260082,0.165252,802.574,0.269227,-0.962434,-0.0351853,-1212.33,0.149894,0.0779636,-0.985623,-1398.54,0,0,0,1
0.0195541,0.996457,0.0817944,794.47,0.988509,-0.0315334,0.147838,-1213.41,0.149894,0.0779636,-0.985623,-1394.75,0,0,0,1
-0.237793,0.480687,-0.844034,785.485,-0.133425,0.844557,0.518576,-1230.13,0.962108,0.235929,-0.136694,-1377.66,0,0,0,1
-0.280429,-0.326334,-0.902699,795.782,-0.270594,0.929169,-0.251841,-1237.8,0.920945,0.173641,-0.348869,-1378.74,0,0,0,1
-0.0107564,-0.906085,-0.422959,809.699,-0.198922,0.416469,-0.887121,-1234.11,0.979956,0.0745935,-0.18472,-1381.13,0,0,0,1
