# Incremental Trajectory Planning Results with Retry Mechanism,,,,,,,,,,,,,
# Total Waypoints: 300,,,,,,,,,,,,,
Point_Index,Status,Completion(%),Planning_Time(ms),Output_Points,Exec_Time(s),J0,J1,J2,J3,J4,J5,J6,J7
186,SUCCESS_CARTESIAN,100,1.049424,3,0.388655,1.679512,0.164693,0.636155,2.359276,1.457309,0.029021,1.565999,-1.567487
187,SUCCESS_CARTESIAN,100,0.90115,3,0.287184,1.690566,0.177135,0.643164,2.338226,1.460919,0.03265,1.567802,-1.567192
188,SUCCESS_CARTESIAN,100,0.88972,3,0.411479,1.704563,0.187972,0.649676,2.319718,1.473986,0.033561,1.560074,-1.567538
189,SUCCESS_CARTESIAN,100,0.902136,3,0.462815,1.71138,0.194439,0.656308,2.265376,1.481174,0.069926,1.55797,-1.56451
190,SUCCESS_CARTESIAN,100,0.907551,3,0.382548,1.721703,0.207859,0.662968,2.242019,1.4838,0.075287,1.560484,-1.564231
191,SUCCESS_CARTESIAN,100,1.11713,3,0.396246,1.728136,0.22008,0.66967,2.203603,1.480895,0.095441,1.568306,-1.562205
192,SUCCESS_JOINT_SPACE,100,41.704152,35,3.758049,2.410282,0.000549,0.808545,4.918572,0.705227,0.764819,-0.765954,1.003573
193,SUCCESS_CARTESIAN,100,1.307061,3,0.396023,2.419968,0.016885,0.813889,4.92503,0.708813,0.72977,-0.760035,1.038141
194,SUCCESS_CARTESIAN,100,1.140147,3,0.383346,2.435013,0.048415,0.820826,4.900448,0.706112,0.735267,-0.765081,1.033377
195,SUCCESS_CARTESIAN,100,1.207574,3,0.317646,2.44811,0.070223,0.828072,4.896812,0.701815,0.715627,-0.75813,1.044471
196,SUCCESS_CARTESIAN,100,1.061151,3,0.355033,2.459219,0.091454,0.833387,4.89573,0.703619,0.688141,-0.75456,1.063986
197,SUCCESS_CARTESIAN,100,2.764202,3,0.361722,2.47063,0.112618,0.839316,4.895306,0.702752,0.661152,-0.748764,1.082084
198,SUCCESS_CARTESIAN,100,2.1869,3,0.403306,2.48168,0.130484,0.845805,4.902229,0.699395,0.625541,-0.737787,1.105312
199,SUCCESS_CARTESIAN,100,1.004112,3,0.461539,2.49215,0.140323,0.853888,4.925885,0.690037,0.56971,-0.715084,1.141077
200,SUCCESS_CARTESIAN,100,0.861498,3,0.357899,2.504773,0.167371,0.860623,4.915036,0.68473,0.557535,-0.710571,1.147946
201,SUCCESS_CARTESIAN,100,0.857268,3,0.473328,2.510992,0.183593,0.862765,4.928844,0.694447,0.501303,-0.709388,1.192138
202,SUCCESS_CARTESIAN,100,0.971274,3,0.397178,2.520205,0.203224,0.867926,4.935165,0.693285,0.461217,-0.702469,1.221096
203,SUCCESS_CARTESIAN,100,1.004781,3,0.339775,2.533365,0.230361,0.876104,4.925408,0.68127,0.449532,-0.69152,1.226218
204,SUCCESS_CARTESIAN,100,0.979978,3,0.423559,2.544416,0.254459,0.882939,4.923074,0.67326,0.424163,-0.681591,1.243001
205,SUCCESS_CARTESIAN,100,0.891161,3,0.354631,2.552988,0.279235,0.886903,4.920916,0.674303,0.39334,-0.680013,1.266582
206,SUCCESS_CARTESIAN,100,0.833564,3,0.414614,2.560491,0.30114,0.890634,4.925261,0.675477,0.35218,-0.677055,1.298121
207,SUCCESS_CARTESIAN,100,0.826938,3,0.50688,2.567374,0.31574,0.895996,4.944582,0.670542,0.28934,-0.665448,1.34527
208,SUCCESS_CARTESIAN,100,0.981907,3,0.415039,2.574828,0.337978,0.900319,4.949041,0.668453,0.24755,-0.661023,1.377246
209,SUCCESS_CARTESIAN,100,0.991126,3,0.335934,2.583795,0.36522,0.905391,4.943371,0.663203,0.222314,-0.655842,1.396127
210,SUCCESS_CARTESIAN,100,1.039229,3,0.402933,2.591541,0.394116,0.908858,4.935358,0.66266,0.199115,-0.655745,1.414196
211,SUCCESS_CARTESIAN,100,1.825144,3,0.3701,2.598542,0.421401,0.912239,4.931092,0.661734,0.1697,-0.654845,1.437143
212,SUCCESS_CARTESIAN,100,1.326681,3,0.466681,2.603944,0.453618,0.912684,4.918115,0.669921,0.152409,-0.664186,1.451495
213,SUCCESS_CARTESIAN,100,1.566131,3,0.394721,2.61076,0.479017,0.917073,4.918133,0.664255,0.116619,-0.658481,1.479045
214,SUCCESS_CARTESIAN,100,1.70259,3,0.427393,2.616959,0.506659,0.920485,4.914221,0.661167,0.086289,-0.656031,1.502717
215,SUCCESS_CARTESIAN,100,2.375036,3,0.481282,2.620155,0.527266,0.922346,4.925474,0.662549,0.030478,-0.657796,1.546763
216,SUCCESS_CARTESIAN,100,1.576164,3,0.357911,2.62641,0.555902,0.926294,4.91991,0.656295,0.002253,-0.653091,1.569008
217,SUCCESS_CARTESIAN,100,1.652944,3,0.41224,2.630549,0.580911,0.928926,4.922417,0.653708,-0.039654,-0.652474,1.60227
218,SUCCESS_CARTESIAN,100,8.456782,3,0.389272,2.632802,0.607907,0.929003,4.921903,0.658879,-0.076014,-0.660079,1.630872
219,SUCCESS_CARTESIAN,100,1.161477,3,0.357865,2.63861,0.636622,0.933534,4.916636,0.6486,-0.106267,-0.652358,1.655418
220,SUCCESS_CARTESIAN,100,0.842579,3,0.367295,2.640307,0.666737,0.932828,4.910329,0.6549,-0.132665,-0.661245,1.675895
221,SUCCESS_CARTESIAN,100,0.832352,3,0.405706,2.643114,0.693617,0.934779,4.909867,0.651724,-0.169938,-0.661689,1.705658
222,SUCCESS_CARTESIAN,100,0.782631,3,0.498476,2.644514,0.71625,0.936417,4.918186,0.648857,-0.221242,-0.664428,1.74654
223,SUCCESS_CARTESIAN,100,0.90972,3,0.374301,2.645658,0.748411,0.935603,4.907965,0.653354,-0.240618,-0.671663,1.761162
224,SUCCESS_CARTESIAN,100,0.798339,3,0.4501,2.645339,0.771492,0.935654,4.915912,0.65428,-0.289205,-0.679346,1.799062
225,SUCCESS_CARTESIAN,100,0.792505,3,0.425731,2.64485,0.798349,0.934879,4.916419,0.657207,-0.324798,-0.68795,1.826204
226,SUCCESS_CARTESIAN,100,0.81759,3,0.407663,2.646045,0.839838,0.933047,4.887418,0.662936,-0.314094,-0.691907,1.816778
227,SUCCESS_CARTESIAN,100,0.75005,3,0.398429,2.647665,0.866898,0.935625,4.886408,0.653285,-0.351959,-0.688286,1.848084
228,SUCCESS_CARTESIAN,100,0.935815,3,0.371178,2.646837,0.900498,0.934022,4.873186,0.656767,-0.365937,-0.693905,1.858114
229,SUCCESS_CARTESIAN,100,1.190712,3,0.364793,2.644233,0.932694,0.930901,4.862989,0.664587,-0.382343,-0.704328,1.868876
230,SUCCESS_CARTESIAN,100,0.948362,3,0.398089,2.644185,0.964627,0.93149,4.852261,0.659343,-0.403559,-0.70245,1.886385
231,SUCCESS_CARTESIAN,100,1.020674,3,0.384607,2.640113,0.990022,0.928514,4.855315,0.66524,-0.439423,-0.71531,1.91208
232,SUCCESS_CARTESIAN,100,1.20813,3,0.39085,2.641878,1.026909,0.931367,4.833769,0.651058,-0.449447,-0.701886,1.923659
233,SUCCESS_CARTESIAN,100,1.138896,3,0.347345,2.636075,1.054851,0.926376,4.831489,0.662167,-0.474244,-0.717831,1.939223
234,SUCCESS_CARTESIAN,100,1.031357,3,0.354213,2.632205,1.08555,0.923818,4.822891,0.664528,-0.494082,-0.723702,1.953367
235,SUCCESS_CARTESIAN,100,0.767229,3,0.38807,2.627692,1.109972,0.921668,4.826515,0.664807,-0.531625,-0.732522,1.981192
236,SUCCESS_CARTESIAN,100,0.931464,3,0.358434,2.622299,1.140692,0.917836,4.817376,0.67001,-0.548326,-0.740681,1.991686
237,SUCCESS_CARTESIAN,100,0.948505,3,0.455202,2.618916,1.161204,0.918269,4.827662,0.660272,-0.599375,-0.744625,2.032609
238,SUCCESS_CARTESIAN,100,0.914716,3,0.520318,2.612017,1.171608,0.916366,4.85824,0.657651,-0.670929,-0.765369,2.085258
239,SUCCESS_CARTESIAN,100,0.915682,3,0.455809,2.602632,1.186438,0.911207,4.880319,0.66517,-0.722309,-0.791489,2.117901
240,SUCCESS_CARTESIAN,100,0.799955,3,0.346849,2.59443,1.216007,0.904879,4.872393,0.675974,-0.734161,-0.804731,2.120812
241,SUCCESS_CARTESIAN,100,0.732646,3,0.353402,2.586869,1.241672,0.900418,4.871375,0.679885,-0.758204,-0.816333,2.135083
242,SUCCESS_CARTESIAN,100,0.708368,3,0.337573,2.580226,1.26834,0.897117,4.867454,0.679205,-0.781392,-0.823064,2.150884
243,SUCCESS_CARTESIAN,100,0.707978,3,0.387967,2.573003,1.29581,0.893189,4.861487,0.679977,-0.800956,-0.829704,2.163363
244,SUCCESS_CARTESIAN,100,0.719321,3,0.359204,2.564487,1.32749,0.887216,4.846812,0.687026,-0.806377,-0.835705,2.163075
245,SUCCESS_CARTESIAN,100,0.693379,3,0.33531,2.553583,1.349114,0.88032,4.852248,0.69661,-0.832207,-0.854486,2.174178
246,SUCCESS_CARTESIAN,100,0.717973,3,0.367086,2.544802,1.369126,0.876446,4.85966,0.695243,-0.86645,-0.867128,2.196321
247,SUCCESS_CARTESIAN,100,0.750147,3,0.333538,2.535967,1.396405,0.871443,4.85176,0.697118,-0.881755,-0.873023,2.204604
248,SUCCESS_CARTESIAN,100,0.899704,3,0.350725,2.525179,1.417896,0.865293,4.855344,0.702299,-0.906583,-0.887713,2.216312
249,SUCCESS_CARTESIAN,100,0.903314,3,0.345051,2.51322,1.446885,0.856771,4.843337,0.7151,-0.910172,-0.897538,2.210329
250,SUCCESS_CARTESIAN,100,0.779705,3,0.385109,2.501685,1.465113,0.850605,4.852263,0.719167,-0.940285,-0.914343,2.224926
251,SUCCESS_CARTESIAN,100,0.753499,3,0.378462,2.492497,1.487812,0.846547,4.850666,0.715281,-0.964257,-0.920158,2.241039
252,SUCCESS_CARTESIAN,100,0.750888,3,0.366007,2.480129,1.50558,0.839806,4.859214,0.720154,-0.992198,-0.937306,2.252917
253,SUCCESS_CARTESIAN,100,3.356983,3,0.328505,2.466381,1.525447,0.831335,4.863143,0.730538,-1.011804,-0.954376,2.255849
254,SUCCESS_CARTESIAN,100,1.219808,3,0.34754,2.455174,1.544836,0.825881,4.866441,0.729747,-1.037118,-0.964983,2.269431
255,SUCCESS_CARTESIAN,100,1.07288,3,0.313077,2.441966,1.568218,0.817652,4.861354,0.73819,-1.048814,-0.974792,2.269035
256,SUCCESS_CARTESIAN,100,1.113816,3,0.361765,2.42533,1.589881,0.806194,4.859954,0.757742,-1.057358,-0.992084,2.258305
257,SUCCESS_CARTESIAN,100,1.051554,3,0.308154,2.410744,1.608431,0.797563,4.863511,0.766728,-1.076406,-1.006896,2.260205
258,SUCCESS_CARTESIAN,100,1.036568,3,0.35676,2.398802,1.633254,0.790773,4.852263,0.768491,-1.085799,-1.008627,2.26328
259,SUCCESS_CARTESIAN,100,0.891608,3,0.329635,2.382557,1.647976,0.781182,4.862553,0.779996,-1.109067,-1.028301,2.264207
260,SUCCESS_CARTESIAN,100,0.758188,3,0.349616,2.368019,1.660716,0.773736,4.875629,0.783102,-1.138914,-1.045773,2.274028
261,SUCCESS_CARTESIAN,100,0.726743,3,0.280986,2.354819,1.678973,0.766787,4.875751,0.783848,-1.158208,-1.053864,2.281237
262,SUCCESS_CARTESIAN,100,0.647022,3,0.352217,2.340514,1.691278,0.759772,4.88782,0.784316,-1.187593,-1.069586,2.292057
263,SUCCESS_CARTESIAN,100,0.687249,3,0.367687,2.32445,1.699378,0.751902,4.908447,0.787451,-1.222255,-1.091948,2.301585
264,SUCCESS_CARTESIAN,100,0.779921,3,0.375572,2.31156,1.709433,0.746916,4.92267,0.779396,-1.256293,-1.106524,2.320186
265,SUCCESS_CARTESIAN,100,0.694535,3,0.33769,2.297392,1.723813,0.739806,4.927439,0.778715,-1.27858,-1.117243,2.327988
266,SUCCESS_CARTESIAN,100,0.681632,3,0.346402,2.284709,1.735202,0.734844,4.936712,0.7697,-1.307899,-1.128852,2.345176
267,SUCCESS_CARTESIAN,100,1.111793,3,0.296803,2.270297,1.755502,0.726138,4.927403,0.773957,-1.316242,-1.131132,2.34402
268,SUCCESS_CARTESIAN,100,1.185325,3,0.283396,2.258007,1.772067,0.720382,4.92387,0.766976,-1.334081,-1.134516,2.355912
269,SUCCESS_CARTESIAN,100,1.048982,3,0.278069,2.242041,1.790223,0.710557,4.917684,0.774434,-1.343205,-1.139322,2.351686
270,SUCCESS_CARTESIAN,100,0.898161,3,0.339905,2.225749,1.798134,0.702583,4.931864,0.774703,-1.371056,-1.156538,2.358335
271,SUCCESS_CARTESIAN,100,1.438166,3,0.284387,2.210677,1.811936,0.694518,4.93231,0.774897,-1.388172,-1.164048,2.36242
272,SUCCESS_CARTESIAN,100,3.782532,3,0.284949,2.196229,1.824831,0.68723,4.93334,0.771832,-1.406917,-1.171319,2.369815
273,SUCCESS_CARTESIAN,100,1.096773,3,0.364143,2.181138,1.829771,0.681124,4.950002,0.764091,-1.438811,-1.189099,2.383625
274,SUCCESS_CARTESIAN,100,1.067106,3,0.356871,2.16544,1.845372,0.671815,4.944071,0.767649,-1.449322,-1.192301,2.382564
275,SUCCESS_CARTESIAN,100,1.322179,3,0.289825,2.150901,1.858609,0.664189,4.94142,0.764715,-1.464685,-1.196938,2.388617
276,SUCCESS_CARTESIAN,100,1.151557,3,0.384294,2.135717,1.859374,0.658955,4.963507,0.752804,-1.500825,-1.218735,2.405616
277,SUCCESS_CARTESIAN,100,0.95441,3,0.27801,2.117189,1.868746,0.648089,4.968771,0.760911,-1.517305,-1.229861,2.399683
278,SUCCESS_CARTESIAN,100,0.977005,3,0.330693,2.100317,1.873047,0.640236,4.982449,0.757794,-1.543512,-1.246287,2.405507
279,SUCCESS_CARTESIAN,100,0.959158,3,0.264878,2.084058,1.887825,0.630034,4.973551,0.762876,-1.551087,-1.246469,2.401865
280,SUCCESS_CARTESIAN,100,0.968761,3,0.356365,2.065211,1.887696,0.621288,4.995312,0.762375,-1.581671,-1.26855,2.404081
281,SUCCESS_CARTESIAN,100,0.797692,3,0.264057,2.048726,1.897861,0.611913,4.993884,0.763866,-1.59547,-1.273708,2.403849
282,SUCCESS_CARTESIAN,100,0.815323,3,0.348636,2.037156,1.906926,0.607758,4.990822,0.746246,-1.613858,-1.278292,2.423465
283,SUCCESS_CARTESIAN,100,0.84739,3,0.350521,2.025337,1.924189,0.601006,4.970591,0.737821,-1.617949,-1.270068,2.434019
284,SUCCESS_CARTESIAN,100,0.857601,3,0.265331,2.00981,1.932142,0.592944,4.970099,0.733831,-1.63375,-1.27619,2.439179
285,SUCCESS_CARTESIAN,100,0.801115,3,0.252873,1.994344,1.945819,0.583263,4.957109,0.735322,-1.639638,-1.272641,2.439154
286,SUCCESS_CARTESIAN,100,0.816693,3,0.26449,1.978164,1.952313,0.574676,4.957909,0.732716,-1.655758,-1.279496,2.442582
287,SUCCESS_CARTESIAN,100,0.806454,3,0.328858,1.962677,1.950976,0.568946,4.972983,0.719888,-1.683823,-1.29803,2.45518
288,SUCCESS_CARTESIAN,100,5.564697,3,0.281752,1.946535,1.956423,0.560483,4.973839,0.716466,-1.69986,-1.305121,2.458807
289,SUCCESS_CARTESIAN,100,1.651526,3,0.267477,1.929733,1.96162,0.55123,4.974555,0.715601,-1.715043,-1.31172,2.459615
290,SUCCESS_CARTESIAN,100,3.602154,3,0.288506,1.911735,1.964362,0.54125,4.97979,0.717085,-1.73241,-1.321213,2.457279
291,SUCCESS_CARTESIAN,100,2.77638,3,0.289872,1.893749,1.96522,0.531737,4.987769,0.716773,-1.751906,-1.332869,2.456105
292,SUCCESS_CARTESIAN,100,3.613244,3,0.280811,1.877875,1.974506,0.521818,4.976935,0.717698,-1.759353,-1.33022,2.456139
293,SUCCESS_CARTESIAN,100,3.636423,3,0.301586,1.863786,1.986312,0.513099,4.959197,0.714318,-1.76358,-1.323211,2.461581
294,SUCCESS_CARTESIAN,100,1.562104,3,0.266007,1.848782,1.988776,0.50596,4.959536,0.705346,-1.780358,-1.330729,2.469904
295,SUCCESS_CARTESIAN,100,1.109261,3,0.291155,1.830973,1.98747,0.4966,4.967751,0.703932,-1.800021,-1.342565,2.469011
296,SUCCESS_CARTESIAN,100,0.911541,3,0.260466,1.81527,1.993359,0.487382,4.959718,0.701914,-1.80994,-1.3424,2.471407
297,SUCCESS_CARTESIAN,100,0.99795,3,0.291733,1.797741,2,0.475753,4.950121,0.708102,-1.817078,-1.339026,2.465905
298,SUCCESS_CARTESIAN,100,0.86745,3,0.282022,1.780801,1.997823,0.467122,4.956738,0.703854,-1.836406,-1.350062,2.467547
299,SUCCESS_CARTESIAN,100,0.888343,3,0.276205,1.762343,1.999146,0.455619,4.956195,0.709437,-1.849261,-1.353118,2.460688
