# Incremental Trajectory Planning Results with Retry Mechanism,,,,,,,,,,,,,
# Total Waypoints: 300,,,,,,,,,,,,,
Point_Index,Status,Completion(%),Planning_Time(ms),Output_Points,Exec_Time(s),J0,J1,J2,J3,J4,J5,J6,J7
190,SUCCESS_CARTESIAN,100,0.776875,3,0.251244,1.788302,0.271325,0.663479,2.634007,1.469532,-0.314808,1.57,-1.602247
191,SUCCESS_CARTESIAN,100,0.688224,3,0.261766,1.7997,0.287019,0.669891,2.622842,1.474649,-0.321975,1.57,-1.601304
192,SUCCESS_CARTESIAN,100,0.657224,3,0.259619,1.810867,0.303124,0.676169,2.611577,1.479683,-0.329241,1.57,-1.600327
193,SUCCESS_CARTESIAN,100,1.67185,3,0.385553,1.827071,0.323072,0.682339,2.627206,1.4838,-0.363497,1.57,-1.601793
194,SUCCESS_CARTESIAN,100,5.344546,3,0.74071,1.863139,0.354803,0.688495,2.742385,1.483733,-0.497159,1.569997,-1.612397
195,SUCCESS_CARTESIAN,100,2.275061,3,0.652062,1.893093,0.381833,0.694495,2.825817,1.4838,-0.599446,1.57,-1.619958
196,SUCCESS_CARTESIAN,100,1.856987,3,0.597881,1.91995,0.406916,0.700331,2.894665,1.4838,-0.687432,1.57,-1.626078
197,SUCCESS_CARTESIAN,100,1.777128,3,0.569769,1.944385,0.43085,0.706009,2.952987,1.4838,-0.765165,1.57,-1.631128
198,SUCCESS_CARTESIAN,100,1.697987,3,0.54138,1.966871,0.454125,0.71152,3.003496,1.4838,-0.835336,1.57,-1.635372
199,SUCCESS_CARTESIAN,100,1.753233,3,0.517441,1.987722,0.477038,0.716863,3.047913,1.4838,-0.899657,1.57,-1.638983
200,SUCCESS_CARTESIAN,100,3.297218,3,0.49465,2.007148,0.499781,0.722035,3.087347,1.4838,-0.959227,1.57,-1.642076
201,SUCCESS_CARTESIAN,100,4.11596,3,0.47769,2.02529,0.522484,0.727033,3.122555,1.4838,-1.014796,1.57,-1.644732
202,SUCCESS_CARTESIAN,100,8.548554,3,0.465257,2.042252,0.545241,0.731853,3.154072,1.4838,-1.066892,1.57,-1.647015
203,SUCCESS_CARTESIAN,100,2.185925,3,0.444972,2.058109,0.568121,0.736494,3.182295,1.4838,-1.115907,1.57,-1.648974
204,SUCCESS_CARTESIAN,100,1.963205,3,0.441542,2.07292,0.591175,0.740951,3.207522,1.4838,-1.162133,1.57,-1.65065
205,SUCCESS_CARTESIAN,100,1.875022,3,0.421037,2.086728,0.614442,0.745222,3.22998,1.4838,-1.205787,1.57,-1.652077
206,SUCCESS_CARTESIAN,100,1.768134,3,0.413645,2.099565,0.637949,0.749305,3.24984,1.4838,-1.247039,1.57,-1.653283
207,SUCCESS_CARTESIAN,100,1.727661,3,0.40303,2.111483,0.661717,0.753201,3.267345,1.4838,-1.286125,1.57,-1.654296
208,SUCCESS_CARTESIAN,100,1.67775,3,0.394412,2.12244,0.685766,0.756898,3.282355,1.4838,-1.322892,1.57,-1.655134
209,SUCCESS_CARTESIAN,100,1.696401,3,0.374912,2.132481,0.710103,0.760399,3.295075,1.4838,-1.357543,1.57,-1.655819
210,SUCCESS_CARTESIAN,100,1.752576,3,0.365895,2.14161,0.734735,0.763701,3.305548,1.4838,-1.390111,1.57,-1.65637
211,SUCCESS_CARTESIAN,100,1.620477,3,0.349071,2.149844,0.759662,0.766803,3.313864,1.4838,-1.42068,1.57,-1.656805
212,SUCCESS_CARTESIAN,100,1.612564,3,0.341447,2.157163,0.784887,0.7697,3.31996,1.4838,-1.449179,1.57,-1.65714
213,SUCCESS_CARTESIAN,100,1.696978,3,0.326679,2.163589,0.810399,0.772394,3.323955,1.4838,-1.475715,1.57,-1.657388
214,SUCCESS_CARTESIAN,100,1.646266,3,0.328564,2.169105,0.836194,0.774879,3.325792,1.4838,-1.500224,1.57,-1.657562
215,SUCCESS_CARTESIAN,100,1.767707,3,0.327769,2.173703,0.862258,0.777155,3.325471,1.4838,-1.522695,1.57,-1.657673
216,SUCCESS_CARTESIAN,100,1.583531,3,0.329064,2.177379,0.888577,0.77922,3.322989,1.4838,-1.543116,1.57,-1.657738
217,SUCCESS_CARTESIAN,100,1.816308,3,0.332761,2.180113,0.915137,0.78107,3.318284,1.4838,-1.561415,1.57,-1.657765
218,SUCCESS_CARTESIAN,100,1.709037,3,0.332958,2.18193,0.941989,0.782715,3.311441,1.483577,-1.577661,1.57,-1.657999
219,SUCCESS_CARTESIAN,100,1.602855,3,0.338516,2.182778,0.969012,0.784142,3.302336,1.483404,-1.591721,1.57,-1.658157
220,SUCCESS_CARTESIAN,100,0.680661,3,0.329554,2.182694,0.995981,0.785333,3.291251,1.4838,-1.603879,1.569993,-1.657722
221,SUCCESS_CARTESIAN,100,0.993267,3,0.336107,2.182174,1.023152,0.78632,3.280149,1.4838,-1.616057,1.569791,-1.65768
222,SUCCESS_CARTESIAN,100,0.901532,3,0.336162,2.181197,1.050362,0.787089,3.26904,1.4838,-1.628262,1.569398,-1.657626
223,SUCCESS_CARTESIAN,100,0.821985,3,0.335705,2.179764,1.077594,0.787639,3.25793,1.4838,-1.640488,1.568814,-1.657558
224,SUCCESS_CARTESIAN,100,0.824587,3,0.336204,2.177874,1.104832,0.787968,3.246826,1.4838,-1.652728,1.568038,-1.657478
225,SUCCESS_CARTESIAN,100,0.777465,3,0.336109,2.175529,1.132058,0.788078,3.235733,1.4838,-1.664975,1.56707,-1.657384
226,SUCCESS_CARTESIAN,100,0.798882,3,0.336676,2.17273,1.159256,0.787968,3.224658,1.4838,-1.677224,1.565911,-1.657277
227,SUCCESS_CARTESIAN,100,0.932074,3,0.333862,2.169479,1.186407,0.787639,3.213606,1.4838,-1.689467,1.564563,-1.657157
228,SUCCESS_CARTESIAN,100,1.683915,3,0.333016,2.165778,1.213496,0.787089,3.202584,1.4838,-1.701698,1.563025,-1.657024
229,SUCCESS_CARTESIAN,100,1.030622,3,0.328662,2.161632,1.240504,0.78632,3.191597,1.4838,-1.713911,1.5613,-1.656878
230,SUCCESS_CARTESIAN,100,0.842011,3,0.334655,2.157042,1.267417,0.785333,3.180652,1.4838,-1.7261,1.55939,-1.65672
231,SUCCESS_CARTESIAN,100,0.844308,3,0.332182,2.152014,1.294216,0.784128,3.169754,1.4838,-1.738258,1.557297,-1.656549
232,SUCCESS_CARTESIAN,100,0.710251,3,0.330827,2.146553,1.320887,0.782706,3.158909,1.4838,-1.75038,1.555022,-1.656367
233,SUCCESS_CARTESIAN,100,0.70364,3,0.330687,2.140664,1.347413,0.781069,3.148122,1.4838,-1.76246,1.55257,-1.656173
234,SUCCESS_CARTESIAN,100,0.690786,3,0.332301,2.134352,1.373779,0.779217,3.137399,1.4838,-1.774493,1.549942,-1.655967
235,SUCCESS_CARTESIAN,100,1.003937,3,0.333885,2.127624,1.399971,0.777153,3.126745,1.4838,-1.786473,1.547142,-1.65575
236,SUCCESS_CARTESIAN,100,1.135418,3,0.328886,2.120486,1.425972,0.774877,3.116164,1.4838,-1.798396,1.544174,-1.655523
237,SUCCESS_CARTESIAN,100,1.137569,3,0.328976,2.112944,1.451769,0.772392,3.105661,1.4838,-1.810256,1.54104,-1.655285
238,SUCCESS_CARTESIAN,100,1.150216,3,0.32751,2.105008,1.477349,0.769699,3.095241,1.4838,-1.822049,1.537745,-1.655037
239,SUCCESS_CARTESIAN,100,1.06009,3,0.32156,2.096682,1.502697,0.766801,3.084908,1.4838,-1.833772,1.534293,-1.65478
240,SUCCESS_CARTESIAN,100,1.74701,3,0.321586,2.087977,1.527802,0.763699,3.074665,1.4838,-1.84542,1.530687,-1.654513
241,SUCCESS_CARTESIAN,100,3.938604,3,0.321713,2.078898,1.55265,0.760397,3.064517,1.4838,-1.856989,1.526931,-1.654238
242,SUCCESS_CARTESIAN,100,1.787065,3,0.320832,2.069456,1.57723,0.756895,3.054466,1.4838,-1.868478,1.52303,-1.653955
243,SUCCESS_CARTESIAN,100,1.006184,3,0.320363,2.059657,1.60153,0.753197,3.044516,1.4838,-1.879882,1.518987,-1.653664
244,SUCCESS_CARTESIAN,100,0.923672,3,0.319415,2.04951,1.62554,0.749305,3.03467,1.4838,-1.891199,1.514808,-1.653366
245,SUCCESS_CARTESIAN,100,0.921802,3,0.31833,2.039024,1.649249,0.745222,3.02493,1.4838,-1.902427,1.510496,-1.65306
246,SUCCESS_CARTESIAN,100,0.79174,3,0.317162,2.028207,1.672647,0.74095,3.015298,1.4838,-1.913564,1.506055,-1.652749
247,SUCCESS_CARTESIAN,100,0.74892,3,0.315243,2.017068,1.695724,0.736493,3.005776,1.4838,-1.924609,1.501489,-1.652431
248,SUCCESS_CARTESIAN,100,0.747052,3,0.311666,2.005615,1.718472,0.731853,2.996367,1.4838,-1.935559,1.496803,-1.652108
249,SUCCESS_CARTESIAN,100,0.723848,3,0.30287,1.993857,1.740882,0.727032,2.987071,1.4838,-1.946414,1.492001,-1.65178
250,SUCCESS_CARTESIAN,100,0.736584,3,0.301758,1.981803,1.762945,0.722034,2.977889,1.4838,-1.957174,1.487086,-1.651446
251,SUCCESS_CARTESIAN,100,0.713773,3,0.302667,1.969461,1.784654,0.716862,2.968823,1.4838,-1.967837,1.482063,-1.651109
252,SUCCESS_CARTESIAN,100,0.745423,3,0.294931,1.956839,1.806002,0.711519,2.959874,1.4838,-1.978404,1.476935,-1.650767
253,SUCCESS_CARTESIAN,100,0.823585,3,0.294478,1.943946,1.826982,0.706007,2.951041,1.4838,-1.988873,1.471705,-1.650422
254,SUCCESS_CARTESIAN,100,0.829105,3,0.292985,1.93079,1.847586,0.70033,2.942325,1.4838,-1.999247,1.466378,-1.650073
255,SUCCESS_CARTESIAN,100,0.920073,3,0.292679,1.917378,1.86781,0.69449,2.933727,1.4838,-2.009524,1.460957,-1.649722
256,SUCCESS_CARTESIAN,100,1.154621,3,0.293049,1.90372,1.887645,0.688492,2.925245,1.4838,-2.019706,1.455444,-1.649368
257,SUCCESS_CARTESIAN,100,1.958084,3,0.288217,1.889823,1.907088,0.682337,2.91688,1.4838,-2.029793,1.449843,-1.649011
258,SUCCESS_CARTESIAN,100,1.546022,3,0.286051,1.875695,1.926133,0.676029,2.908632,1.4838,-2.039787,1.444157,-1.648652
259,SUCCESS_CARTESIAN,100,1.051145,3,0.281224,1.861343,1.944774,0.669572,2.900499,1.4838,-2.049689,1.438389,-1.648292
260,SUCCESS_CARTESIAN,100,0.823627,3,0.279045,1.846775,1.963007,0.662968,2.89248,1.4838,-2.0595,1.432541,-1.64793
261,SUCCESS_CARTESIAN,100,0.800555,3,0.270303,1.831998,1.980828,0.656219,2.884576,1.4838,-2.069221,1.426616,-1.647566
262,SUCCESS_CARTESIAN,100,0.781695,3,0.263926,1.817019,1.998231,0.649331,2.876784,1.4838,-2.078854,1.420616,-1.647202
263,SUCCESS_CARTESIAN,100,1.691231,3,0.881182,1.761933,2,0.642307,2.685601,1.4838,-1.904604,1.429038,-1.653491
264,SUCCESS_CARTESIAN,100,2.475003,3,0.767056,1.719088,2,0.635144,2.540499,1.4838,-1.776526,1.434327,-1.656537
265,SUCCESS_CARTESIAN,100,3.248946,3,0.686141,1.683775,2,0.627851,2.424069,1.4838,-1.677037,1.437361,-1.657953
266,SUCCESS_CARTESIAN,100,7.436378,3,0.639662,1.652924,2,0.62043,2.324011,1.4838,-1.593781,1.439003,-1.658489
267,SUCCESS_CARTESIAN,100,4.068066,3,0.600379,1.62515,2,0.612886,2.234954,1.4838,-1.521366,1.439644,-1.658471
268,SUCCESS_CARTESIAN,100,1.936545,3,0.573438,1.599674,2,0.60522,2.153966,1.4838,-1.456856,1.439509,-1.658078
269,SUCCESS_CARTESIAN,100,2.026804,3,0.555948,1.576,2,0.597435,2.079253,1.4838,-1.398454,1.438739,-1.657417
270,SUCCESS_CARTESIAN,100,1.733046,3,0.532711,1.553789,2,0.589535,2.009625,1.4838,-1.344973,1.437431,-1.656561
271,SUCCESS_CARTESIAN,100,1.634003,3,0.512885,1.532794,2,0.581522,1.944255,1.4838,-1.295587,1.435656,-1.65556
272,SUCCESS_CARTESIAN,100,1.570271,3,0.508003,1.512825,2,0.5734,1.882537,1.4838,-1.249694,1.433466,-1.654452
273,SUCCESS_CARTESIAN,100,1.511925,3,0.493296,1.493692,2,0.565181,1.823988,1.483699,-1.206801,1.430945,-1.653369
274,SUCCESS_CARTESIAN,100,1.468279,3,0.480704,1.475196,2,0.556862,1.768196,1.483287,-1.166477,1.428214,-1.652495
275,SUCCESS_CARTESIAN,100,2.419045,3,0.472294,1.457532,2,0.548422,1.715178,1.483336,-1.128835,1.424998,-1.651155
276,SUCCESS_CARTESIAN,100,2.734845,3,0.460361,1.440553,2,0.539885,1.664594,1.483699,-1.093531,1.42133,-1.649531
277,SUCCESS_CARTESIAN,100,2.839121,3,0.445367,1.423966,2,0.531269,1.616133,1.4838,-1.060175,1.417499,-1.64813
278,SUCCESS_CARTESIAN,100,2.722469,3,0.434262,1.40776,2,0.522548,1.569753,1.4838,-1.028752,1.413464,-1.646826
279,SUCCESS_CARTESIAN,100,2.731621,3,0.432292,1.391857,2,0.513752,1.525359,1.483658,-0.999161,1.409258,-1.645661
280,SUCCESS_CARTESIAN,100,2.993342,3,0.420026,1.375817,2,0.504915,1.483157,1.482327,-0.971471,1.405479,-1.645526
281,SUCCESS_CARTESIAN,100,2.816268,3,0.406462,1.359578,2,0.496034,1.443184,1.47982,-0.945716,1.40219,-1.646372
282,SUCCESS_CARTESIAN,100,2.161659,3,0.395419,1.342908,2,0.487138,1.405801,1.475672,-0.922188,1.399713,-1.648567
283,SUCCESS_CARTESIAN,100,2.525717,3,0.377417,1.325921,2,0.47822,1.371137,1.470336,-0.901074,1.397832,-1.65172
284,SUCCESS_CARTESIAN,100,1.887768,3,0.359896,1.308718,2,0.469272,1.339112,1.464208,-0.882351,1.396329,-1.655499
285,SUCCESS_CARTESIAN,100,1.844426,3,0.34803,1.29139,2,0.460288,1.30967,1.457649,-0.866009,1.39498,-1.659632
286,SUCCESS_CARTESIAN,100,1.782687,3,0.33388,1.274006,2,0.451261,1.28269,1.450948,-0.851963,1.393587,-1.663914
287,SUCCESS_CARTESIAN,100,1.766376,3,0.32299,1.256619,2,0.442185,1.258034,1.444337,-0.840104,1.391981,-1.668191
288,SUCCESS_CARTESIAN,100,1.700342,3,0.303836,1.239269,2,0.433052,1.235563,1.437999,-0.830315,1.390023,-1.672352
289,SUCCESS_CARTESIAN,100,1.729167,3,0.294193,1.221983,2,0.423857,1.215148,1.432074,-0.822483,1.387597,-1.676317
290,SUCCESS_CARTESIAN,100,2.184549,3,0.276452,1.20478,2,0.414593,1.196671,1.426671,-0.816503,1.384611,-1.68003
291,SUCCESS_CARTESIAN,100,2.81907,3,0.270123,1.18767,2,0.405256,1.180006,1.421866,-0.812261,1.380995,-1.68345
292,SUCCESS_CARTESIAN,100,3.468977,3,0.269378,1.170664,2,0.395842,1.165088,1.417736,-0.809706,1.376688,-1.686542
293,SUCCESS_CARTESIAN,100,2.359774,3,0.265554,1.153768,2,0.386349,1.151837,1.414329,-0.808767,1.371642,-1.689278
294,SUCCESS_CARTESIAN,100,1.857311,3,0.265091,1.136988,2,0.376773,1.140195,1.41169,-0.809403,1.365824,-1.691632
295,SUCCESS_CARTESIAN,100,1.760918,3,0.264231,1.120326,2,0.367105,1.130113,1.409852,-0.811571,1.359197,-1.693586
296,SUCCESS_CARTESIAN,100,1.843937,3,0.265691,1.103789,2,0.357366,1.121508,1.408822,-0.815223,1.351783,-1.695109
297,SUCCESS_CARTESIAN,100,0.684986,3,0.262248,1.087326,1.999877,0.347567,1.114008,1.408415,-0.819971,1.343726,-1.696314
298,SUCCESS_CARTESIAN,100,0.613045,3,0.265165,1.070872,1.999286,0.337731,1.106573,1.408011,-0.824721,1.335584,-1.697533
299,SUCCESS_CARTESIAN,100,0.60953,3,0.260103,1.054425,1.998228,0.327869,1.099199,1.407613,-0.829476,1.327354,-1.698767
