Timestamp(ms),Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),J1(rad),J2(rad),J3(rad),J4(rad),J5(rad),J6(rad),J7(rad),J8(rad),OffsetX(m),OffsetY(m),OffsetZ(m),OffsetRx(rad),OffsetRy(rad),OffsetRz(rad),TargetX(m),TargetY(m),TargetZ(m)
717.000000,0.000000,0.000000,-3.694086,0.000000,0.000000,0.000000,512.571960,288.686005,1162.391968,2.765534,0.727766,-1.513865,-1.296832,-0.735340,0.000000,0.000000,5.451478,0.000000,0.000000,0.000000,-102.307236,-1051.466340,-1773.414875
724.000000,0.000000,0.000000,-3.694086,0.000000,0.000000,0.000000,512.571960,288.686005,1162.391968,2.765534,0.727766,-1.513865,-1.296832,-0.735340,0.000000,0.000000,5.451478,0.000000,0.000000,0.000000,-90.564746,-1049.638769,-1773.341046
734.000000,0.000000,0.000000,-3.372705,0.000000,0.000000,0.000000,512.571960,288.686005,1162.391968,2.765534,0.727766,-1.513865,-1.296832,-0.735340,0.000000,0.000000,5.531824,0.000000,0.000000,0.000000,-77.976759,-1053.205009,-1774.157731
741.000000,0.000000,0.000000,-3.372705,0.000000,0.000000,0.000000,512.571960,288.686005,1162.391968,2.765534,0.727766,-1.513865,-1.296832,-0.735340,0.000000,0.000000,5.531824,0.000000,0.000000,0.000000,-66.231806,-1051.374940,-1774.086441
