Timestamp(ms),Fx(N),Fy(N),Fz(N),Tx(Nm),Ty(Nm),Tz(Nm),J1(rad),J2(rad),J3(rad),J4(rad),J5(rad),J6(rad),J7(rad),J8(rad),OffsetX(m),OffsetY(m),OffsetZ(m),OffsetRx(rad),OffsetRy(rad),OffsetRz(rad),TargetX(m),TargetY(m),TargetZ(m)
615.000000,0.000000,0.000000,-6.018214,0.000000,0.000000,0.000000,442.001007,178.011993,1107.073975,2.507279,0.948145,-1.227827,-1.170912,-0.995796,0.000000,0.000000,4.129263,0.000000,0.000000,0.000000,-55.534442,-1042.861833,-1772.911786
622.000000,0.000000,0.000000,-6.018214,0.000000,0.000000,0.000000,442.001007,178.011993,1107.073975,2.507279,0.948145,-1.227827,-1.170912,-0.995796,0.000000,0.000000,4.129263,0.000000,0.000000,0.000000,-43.791895,-1041.034280,-1772.835458
631.000000,0.000000,0.000000,-5.856576,0.000000,0.000000,0.000000,442.001007,178.011993,1107.073975,2.507279,0.948145,-1.227827,-1.170912,-0.995796,0.000000,0.000000,4.360975,0.000000,0.000000,0.000000,-31.382806,-1043.458902,-1773.461160
639.000000,0.000000,0.000000,-5.856576,0.000000,0.000000,0.000000,442.001007,178.011993,1107.073975,2.507279,0.948145,-1.227827,-1.170912,-0.995796,0.000000,0.000000,4.360975,0.000000,0.000000,0.000000,-19.637759,-1041.631369,-1773.384889
3431.000000,0.000000,0.000000,-16.456864,0.000000,0.000000,0.000000,421.493988,250.395004,1131.261963,2.510127,0.846136,-1.273766,-1.142117,-0.888104,0.000000,0.000000,1.755496,0.000000,0.000000,0.000000,-7.624399,-1041.515535,-1773.591218
3438.000000,0.000000,0.000000,-16.456864,0.000000,0.000000,0.000000,421.493988,250.395004,1131.261963,2.510127,0.846136,-1.273766,-1.142117,-0.888104,0.000000,0.000000,1.755496,0.000000,0.000000,0.000000,4.118206,-1039.688001,-1773.512391
4257.000000,0.000000,0.000000,-37.045219,0.000000,0.000000,0.000000,421.888000,275.459991,1131.946045,2.510140,0.845746,-1.273893,-1.142068,-0.888001,0.000000,0.000000,-3.630313,0.000000,0.000000,0.000000,15.305944,-1034.320727,-1772.849155
4264.000000,0.000000,0.000000,-37.045219,0.000000,0.000000,0.000000,421.888000,275.459991,1131.946045,2.510140,0.845746,-1.273893,-1.142068,-0.888001,0.000000,0.000000,-3.630313,0.000000,0.000000,0.000000,27.048512,-1032.490674,-1772.772808
5475.000000,0.000000,0.000000,-28.041523,0.000000,0.000000,0.000000,412.904022,321.705017,1131.336914,2.510140,0.845746,-1.273893,-1.142068,-0.888022,0.000000,0.000000,-1.493115,0.000000,0.000000,0.000000,38.562869,-1029.204759,-1772.456100
5482.000000,0.000000,0.000000,-28.041523,0.000000,0.000000,0.000000,412.904022,321.705017,1131.336914,2.510140,0.845746,-1.273893,-1.142068,-0.888022,0.000000,0.000000,-1.493115,0.000000,0.000000,0.000000,50.308030,-1027.377263,-1772.374831
